YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.209,0.0,0.0,0.00,0.0,1
1024,991,512,512,8,96,0.882,0.0,0.0,0.00,0.0,1
1024,1023,512,512,96,232,1.154,0.0,0.0,0.00,0.0,1
1536,1023,512,512,232,496,1.350,0.0,0.0,0.00,0.0,1
1536,512,511,2048,496,455,3.335,0.0,0.0,0.00,0.0,0
1536,1535,480,2048,455,1023,1.417,0.0,0.0,0.00,0.0,1
3584,1504,1024,2048,1023,1023,1.477,0.0,0.0,0.00,0.0,1
3584,3072,1504,2048,1023,1567,2.665,0.0,0.0,0.00,0.0,1
3584,1504,1501,4096,1567,1537,5.314,0.0,0.0,0.00,0.0,0
5120,3549,2016,4096,1537,2089,2.822,0.0,0.0,0.00,0.0,1
5632,5088,2528,4096,2089,3177,3.406,0.0,0.0,0.00,0.0,1
5632,2528,2012,7168,3177,3648,8.736,0.0,0.0,0.01,0.0,0
8192,5084,2656,7168,3648,4632,3.536,0.02,0.0,0.00,0.02,1
8192,7264,2400,7680,4632,7304,4.681,0.0,0.0,0.01,0.0,1
8192,2400,2372,12288,7304,7232,10.093,0.02,0.0,0.01,0.02,0
10752,6471,2112,12288,7232,9656,4.533,0.0,0.0,0.01,0.0,1
10752,8768,3680,12288,9656,11768,4.949,0.0,0.0,0.01,0.0,1
10752,3680,3040,18944,11768,12023,15.599,0.0,0.0,0.02,0.0,0
12800,9696,3488,18944,12023,15119,6.014,0.0,0.0,0.01,0.0,1
13312,11737,4224,18944,15119,18615,6.126,0.0,0.0,0.01,0.0,1
13312,4224,4182,28160,18615,18497,18.089,0.0,0.0,0.02,0.0,0
15872,12886,5056,28160,18497,22753,8.234,0.0,0.0,0.01,0.0,1
16896,15808,5600,28160,22753,27809,7.253,0.0,0.0,0.01,0.0,1
16896,5600,5048,39936,27809,27669,28.488,0.0,0.0,0.03,0.0,0
16896,15800,7168,39936,27669,34373,11.787,0.0,0.0,0.01,0.0,1
16896,7168,1533,54784,34373,39890,29.827,0.03,0.0,0.03,0.03,0
20480,11261,9728,54784,39890,41458,9.730,0.0,0.0,0.01,0.0,1
19456,19456,12256,54784,41458,48746,13.517,0.0,0.0,0.01,0.0,1
19456,12256,5078,72192,48746,54721,46.558,0.03,0.0,0.05,0.03,0
24064,12246,7168,72192,54721,59889,12.562,0.0,0.0,0.01,0.0,1
23040,14336,14336,72192,59889,59889,9.936,0.0,0.0,0.01,0.0,1
25088,20992,18432,72192,59889,62433,12.302,0.0,0.0,0.01,0.0,1
30720,25088,12352,75776,62433,75393,16.552,0.02,0.02,0.02,0.04,1
30720,12352,11758,97792,75393,75561,60.869,0.11,0.0,0.06,0.11,0
30720,19950,8224,97792,75561,87513,15.126,0.0,0.0,0.01,0.0,1
31232,8224,0,119296,87513,93448,47.994,0.05,0.0,0.05,0.05,0
31232,9728,9728,119296,93448,93448,6.057,0.0,0.0,0.01,0.0,1
29184,19456,19488,119296,93448,93448,10.303,0.0,0.0,0.01,0.0,1
31744,28192,23040,119296,93448,98608,14.346,0.0,0.0,0.01,0.0,1
38912,31744,15200,119296,98608,115456,17.932,0.0,0.03,0.02,0.03,1
38912,15200,11009,149504,115456,119175,57.663,0.12,0.0,0.06,0.12,0
38912,21761,17664,149504,119175,123447,16.942,0.02,0.0,0.02,0.02,1
39424,28416,21568,149504,123447,130399,15.634,0.02,0.0,0.02,0.02,1
41472,32320,21536,149504,130399,141295,16.781,0.02,0.0,0.02,0.02,1
41472,21536,13267,180736,141295,149084,73.798,0.17,0.03,0.07,0.2,0
42496,24019,17440,180736,149084,155868,19.870,0.08,0.0,0.02,0.08,1
43520,29728,29760,180736,155868,155868,20.033,0.0,0.0,0.02,0.0,1
41472,42048,35296,180736,155868,162612,22.871,0.0,0.0,0.02,0.0,1
49152,41440,27904,180736,162612,176364,19.335,0.0,0.0,0.02,0.0,1
49152,27904,21697,211968,176364,177922,87.151,0.31,0.0,0.09,0.31,0
49152,27841,10816,211968,177922,195186,25.913,0.0,0.02,0.03,0.02,1
50176,10816,0,244736,195186,205734,71.660,0.2,0.0,0.07,0.2,0
50176,7168,7264,244736,205734,205734,5.408,0.0,0.0,0.00,0.0,1
24064,15456,15424,244736,205734,205734,8.413,0.02,0.0,0.01,0.02,1
49664,23616,23616,244736,205734,205734,11.213,0.0,0.0,0.01,0.0,1
49664,32832,32832,244736,205734,205734,14.909,0.0,0.0,0.01,0.0,1
47616,42048,42048,244736,205734,205734,20.165,0.05,0.05,0.02,0.1,1
53760,46144,38944,244736,205734,213014,20.829,0.08,0.0,0.02,0.08,1
55296,43040,26656,244736,213014,229614,20.518,0.11,0.0,0.02,0.11,1
56320,26656,11165,285696,229614,244524,87.543,0.44,0.0,0.09,0.44,0
57856,17309,10720,285696,244524,251332,18.043,0.12,0.0,0.02,0.12,1
55296,16864,12416,285696,251332,255876,8.680,0.0,0.0,0.01,0.0,1
56832,19584,7264,285696,255876,268308,10.078,0.0,0.0,0.01,0.0,1
58368,7264,0,317952,268308,275051,82.764,0.52,0.0,0.08,0.52,0
58368,8704,8864,317952,275051,275051,5.698,0.02,0.0,0.01,0.02,1
52224,17568,17536,317952,275051,275051,9.283,0.02,0.0,0.01,0.02,1
55296,27264,27264,317952,275051,275051,12.747,0.0,0.0,0.01,0.0,1
56320,36992,28224,317952,275051,283875,17.059,0.05,0.0,0.02,0.05,1
56832,38464,29792,317952,283875,292715,17.872,0.12,0.0,0.02,0.12,1
