YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.600,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,96,1.299,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,96,520,1.062,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,520,1072,1.320,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1072,1496,4.037,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1496,2112,1.180,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2112,2688,1.977,0.0,0.0,0.00,0.0,1
4608,1504,989,6144,2688,3128,6.352,0.0,0.0,0.01,0.0,0
5632,4061,2048,6144,3128,3664,3.027,0.0,0.0,0.00,0.0,1
6656,5632,3040,6144,3664,4664,3.704,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4664,5504,3.756,0.0,0.0,0.00,0.0,1
8704,4064,3544,10240,5504,5832,9.934,0.0,0.0,0.01,0.0,0
9728,8013,4032,10240,5832,7720,4.635,0.02,0.0,0.00,0.02,1
12288,8640,2656,12288,7720,11784,5.668,0.0,0.0,0.01,0.0,1
12288,2656,2045,18944,11784,11991,12.684,0.02,0.0,0.01,0.02,0
12288,8701,3424,18944,11991,14079,4.967,0.0,0.0,0.01,0.0,1
14848,10080,3488,18944,14079,17543,5.614,0.0,0.0,0.01,0.0,1
14848,3488,2412,27648,17543,18460,15.105,0.0,0.0,0.01,0.0,0
14848,11628,5312,27648,18460,20924,6.360,0.0,0.0,0.01,0.0,1
18944,14528,4800,27648,20924,26252,7.934,0.0,0.0,0.01,0.0,1
18944,4800,3228,38400,26252,27151,23.829,0.0,0.0,0.02,0.0,0
18944,15516,6656,38400,27151,35263,12.415,0.02,0.0,0.01,0.02,1
18944,6656,3577,53248,35263,38189,28.973,0.03,0.0,0.03,0.03,0
21504,15865,10720,53248,38189,43413,14.133,0.0,0.0,0.02,0.0,1
25600,21472,10784,54272,43413,54261,14.010,0.0,0.0,0.01,0.0,1
25600,10784,9696,73728,54261,54026,50.843,0.03,0.0,0.05,0.03,0
28672,20448,10784,73728,54026,63882,23.384,0.03,0.0,0.02,0.03,1
28672,10784,1013,96256,63882,73432,50.925,0.08,0.0,0.05,0.08,0
29184,13813,13824,96256,73432,73432,18.446,0.03,0.0,0.02,0.03,1
27648,26624,18400,96256,73432,81760,23.740,0.03,0.0,0.02,0.03,1
33792,27616,17632,96256,81760,91904,19.505,0.02,0.0,0.02,0.02,1
33792,17632,14506,118784,91904,92617,61.671,0.12,0.0,0.06,0.12,0
36864,23722,16992,118784,92617,99449,17.805,0.03,0.0,0.02,0.03,1
37888,27744,27136,118784,99449,100017,16.342,0.0,0.0,0.02,0.0,1
43520,37888,21248,118784,100017,116905,23.917,0.03,0.02,0.02,0.05,1
43520,21248,19138,150016,116905,118611,77.492,0.11,0.0,0.08,0.11,0
45056,30914,11840,150016,118611,138059,27.259,0.05,0.0,0.03,0.05,1
45568,11840,0,186880,138059,149491,69.755,0.14,0.0,0.07,0.14,0
45568,13824,13888,186880,149491,149491,8.798,0.0,0.0,0.01,0.0,1
42496,27712,27712,186880,157683,157683,19.478,0.05,0.0,0.02,0.05,1
46080,40000,33792,186880,157683,163899,18.897,0.06,0.0,0.02,0.06,1
53760,46080,21920,188928,163899,188459,22.859,0.08,0.0,0.02,0.08,1
54784,21920,17200,230912,188459,188477,92.306,0.3,0.0,0.09,0.3,0
55808,32560,25440,230912,188477,195837,21.652,0.08,0.02,0.02,0.1,1
53760,40800,40832,230912,195837,195837,20.058,0.09,0.0,0.02,0.09,1
59392,53120,43072,230912,195837,205973,23.699,0.09,0.0,0.02,0.09,1
63488,55360,40064,230912,205973,221549,25.850,0.09,0.0,0.03,0.09,1
63488,40064,30133,273920,221549,230715,91.954,0.42,0.0,0.09,0.42,0
31744,40885,20608,273920,230715,251475,27.129,0.12,0.0,0.03,0.12,1
65536,20608,0,320512,251475,271571,91.988,0.42,0.03,0.09,0.44999999999999996,0
66048,12288,12416,320512,271571,271571,7.717,0.0,0.0,0.01,0.0,1
62464,24704,24736,320512,271571,271571,13.108,0.02,0.0,0.01,0.02,1
64512,38560,38496,320512,271571,271571,18.219,0.12,0.0,0.02,0.12,1
62464,52320,52320,320512,271571,271571,23.511,0.11,0.03,0.02,0.14,1
69632,61024,60928,320512,271571,271635,26.391,0.14,0.0,0.03,0.14,1
79360,69632,45120,320512,271635,296507,30.757,0.14,0.0,0.03,0.14,1
79360,45120,20882,373248,296507,320142,96.957,0.53,0.0,0.10,0.53,0
80384,30098,16576,373248,320142,334070,26.893,0.14,0.0,0.03,0.14,1
79872,25792,0,424448,350454,367587,150.527,0.91,0.02,0.15,0.93,0
80384,10240,10336,424448,367587,367587,8.143,0.02,0.0,0.01,0.02,1
76288,20576,20576,424448,367587,367587,11.806,0.0,0.0,0.01,0.0,1
44544,32352,32352,424448,367587,367587,15.541,0.02,0.0,0.02,0.02,1
75264,44128,44160,424448,367587,367587,20.383,0.12,0.0,0.02,0.12,1
77824,54912,54880,424448,367587,367587,23.986,0.12,0.0,0.02,0.12,1
80384,65632,55392,424448,367587,377963,28.670,0.11,0.03,0.03,0.14,1
49152,63072,40992,424448,377963,400243,28.075,0.14,0.0,0.03,0.14,1
49152,40992,16313,484864,400243,424275,144.086,0.91,0.0,0.14,0.91,0
