YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.392,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,80,0.904,0.0,0.0,0.00,0.0,1
1536,1536,512,512,80,504,1.175,0.0,0.0,0.00,0.0,1
1536,512,507,2048,504,473,3.517,0.0,0.0,0.00,0.0,0
2560,1531,480,2048,473,1033,1.541,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1033,2102,2.110,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2102,2542,5.044,0.0,0.0,0.01,0.0,0
5120,3072,1664,6144,2542,2542,2.063,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.390,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.648,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,3.806,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,11.618,0.02,0.0,0.01,0.02,0
9728,8013,5088,10752,5831,6615,4.229,0.0,0.0,0.01,0.0,1
11264,9696,6112,10752,6615,7983,6.371,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7983,11575,6.169,0.02,0.0,0.01,0.02,1
12800,5248,5187,18432,11575,11463,16.597,0.0,0.0,0.02,0.0,0
14336,10307,2688,18432,11463,16727,8.801,0.02,0.0,0.01,0.02,1
14848,2688,1105,27648,16727,18183,16.132,0.0,0.0,0.02,0.0,0
15360,7799,3424,27648,18183,19311,6.319,0.0,0.0,0.01,0.0,1
17920,11103,4512,27648,19311,22759,7.894,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22759,27279,7.692,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27279,27139,28.800,0.0,0.0,0.03,0.0,0
