YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.334,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,0.890,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,508,1.277,0.0,0.0,0.00,0.0,1
1536,512,505,2048,508,475,3.263,0.0,0.0,0.00,0.0,0
2560,1529,480,2048,475,1031,1.455,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1031,2103,2.429,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2103,2542,4.847,0.0,0.0,0.01,0.0,0
5120,3072,1664,6144,2542,2542,2.142,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3766,3.397,0.02,0.0,0.00,0.02,1
6656,5600,3040,6144,3766,4606,3.459,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4606,5446,4.242,0.0,0.0,0.01,0.0,1
8704,4064,3545,10752,5446,5820,11.999,0.02,0.0,0.01,0.02,0
9728,8099,5088,10752,5820,6612,4.126,0.0,0.0,0.01,0.0,1
11264,9696,6112,10752,6612,7980,6.225,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7980,11572,5.912,0.0,0.0,0.01,0.0,1
12800,5248,5185,18432,11572,11464,14.481,0.0,0.0,0.01,0.0,0
14336,10305,2656,18432,11464,16736,6.801,0.0,0.0,0.01,0.0,1
14848,2656,1106,27648,16736,18182,14.849,0.02,0.0,0.01,0.02,0
15360,7796,3424,27648,18182,19318,4.761,0.0,0.0,0.01,0.0,1
17920,11104,4480,27648,19318,22774,6.883,0.02,0.0,0.01,0.02,1
17920,14720,5344,27648,22774,27302,7.654,0.0,0.0,0.01,0.0,1
17920,5344,4780,38912,27302,27140,25.115,0.0,0.0,0.03,0.0,0
17920,15020,8192,38912,27140,32972,12.227,0.02,0.0,0.01,0.02,1
17920,8192,2554,52736,32972,38490,27.623,0.03,0.0,0.03,0.03,0
20992,12282,9728,52736,38490,41090,9.707,0.0,0.0,0.01,0.0,1
19968,19456,12768,52736,41090,47858,13.620,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47858,52302,43.995,0.06,0.0,0.05,0.06,0
24576,14290,7200,69120,52302,59550,14.062,0.0,0.0,0.01,0.0,1
23040,14368,14336,69120,59550,59550,10.402,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59550,66814,14.094,0.0,0.0,0.01,0.0,1
25088,13824,11209,89600,66814,69119,53.323,0.08,0.0,0.05,0.08,0
27648,17865,11936,89600,69119,75175,17.200,0.03,0.0,0.02,0.03,1
28160,20128,14880,89600,75175,80519,14.234,0.0,0.0,0.02,0.0,1
28160,14880,3553,112128,80519,89530,62.525,0.11,0.0,0.06,0.11,0
29184,11745,10144,112128,89530,91210,12.313,0.0,0.0,0.01,0.0,1
30208,19872,19840,112128,91210,91210,11.792,0.0,0.0,0.01,0.0,1
29184,29568,23552,112128,91210,97266,17.277,0.03,0.0,0.02,0.03,1
34816,29184,19872,112128,97266,106722,15.047,0.02,0.0,0.02,0.02,1
34816,19872,14176,137728,106722,112056,71.027,0.14,0.0,0.07,0.14,0
34304,19808,10048,137728,112056,122064,17.376,0.03,0.0,0.02,0.03,1
35840,16704,12320,137728,122064,126488,8.904,0.02,0.0,0.01,0.02,1
7680,12320,987,165888,126488,137474,59.143,0.17,0.0,0.06,0.17,0
34304,7643,7520,165888,137474,137674,13.678,0.02,0.0,0.01,0.02,1
34816,15200,15168,165888,137674,137674,9.729,0.02,0.0,0.01,0.02,1
33280,22848,22816,165888,137674,137674,12.479,0.0,0.0,0.01,0.0,1
35840,29472,28672,165888,137674,138498,15.400,0.02,0.0,0.02,0.02,1
38400,35328,28672,165888,138498,145250,19.979,0.03,0.03,0.02,0.06,1
41472,33792,18432,169472,153442,168986,21.510,0.06,0.0,0.02,0.06,1
41472,18432,13742,202752,168986,169080,94.907,0.2,0.0,0.09,0.2,0
40448,18862,8736,202752,169080,179448,20.077,0.05,0.02,0.02,0.07,1
40960,14880,11328,202752,179448,183064,9.143,0.0,0.0,0.01,0.0,1
37888,17472,12352,202752,183064,188248,9.738,0.0,0.0,0.01,0.0,1
39424,19520,13344,202752,188248,194480,10.868,0.03,0.0,0.01,0.03,1
39424,13344,4557,237056,194480,202713,82.170,0.23,0.0,0.08,0.23,0
38400,11725,7264,237056,202713,207361,17.900,0.02,0.0,0.02,0.02,1
38912,15456,8256,237056,207361,214625,9.926,0.02,0.0,0.01,0.02,1
37376,16448,8320,237056,214625,222929,10.193,0.0,0.0,0.01,0.0,1
38400,17536,9312,237056,222929,231233,11.153,0.0,0.0,0.01,0.0,1
38400,9312,3051,273920,231233,236862,91.697,0.47,0.0,0.09,0.47,0
36352,12267,9312,273920,236862,239982,18.150,0.03,0.0,0.02,0.03,1
37376,19552,19584,273920,239982,239982,10.358,0.0,0.0,0.01,0.0,1
35840,29824,28672,273920,239982,241110,15.398,0.02,0.0,0.01,0.02,1
40448,35840,17056,273920,241110,260126,17.399,0.06,0.03,0.02,0.09,1
40448,17056,3132,316416,260126,273519,101.318,0.55,0.0,0.10,0.55,0
39424,10300,8640,316416,273519,275375,23.155,0.05,0.0,0.02,0.05,1
39936,16832,16768,316416,275375,275375,9.903,0.02,0.0,0.01,0.02,1
37376,24960,25024,316416,275375,275375,12.751,0.02,0.0,0.01,0.02,1
39936,31680,30304,316416,275375,276767,15.753,0.02,0.0,0.01,0.02,1
41984,36960,29728,316416,276767,284047,20.867,0.11,0.0,0.02,0.11,1
24064,34848,18496,316416,284047,300655,19.905,0.02,0.0,0.02,0.02,1
24064,18496,2497,363008,300655,315951,111.071,0.48,0.02,0.11,0.5,0
43008,7617,5792,363008,315951,317943,22.319,0.06,0.0,0.02,0.06,1
43520,11424,10880,363008,317943,318551,7.992,0.02,0.0,0.01,0.02,1
41472,16512,11360,363008,318551,323759,10.308,0.02,0.0,0.01,0.02,1
42496,18016,6784,363008,323759,335151,11.668,0.0,0.0,0.01,0.0,1
41984,13440,6752,363008,335151,341903,9.557,0.0,0.0,0.01,0.0,1
42496,14432,1001,411136,358287,362818,157.598,0.95,0.0,0.16,0.95,0
43008,9193,8320,411136,362818,363866,24.732,0.08,0.0,0.02,0.08,1
40960,16512,8256,411136,363866,372162,10.123,0.0,0.0,0.01,0.0,1
41984,17472,9376,411136,372162,380466,11.418,0.02,0.0,0.01,0.02,1
39936,18592,9312,411136,380466,389810,11.583,0.02,0.0,0.01,0.02,1
40960,20064,10848,411136,389810,399138,12.025,0.02,0.0,0.01,0.02,1
40960,10848,0,460800,399138,409216,141.888,0.78,0.0,0.14,0.78,0
40960,12288,12384,460800,409216,409216,8.762,0.0,0.0,0.01,0.0,1
37888,24672,24704,460800,409216,409216,13.545,0.0,0.0,0.01,0.0,1
40960,35456,30208,460800,409216,414400,17.857,0.09,0.02,0.02,0.11,1
48128,40960,20096,460800,414400,435680,20.939,0.12,0.0,0.02,0.12,1
48640,32384,23168,460800,435680,445048,17.021,0.06,0.0,0.02,0.06,1
48640,23168,6626,518656,445048,460797,151.929,0.94,0.02,0.15,0.96,0
46592,18914,16448,518656,460797,463445,31.497,0.12,0.0,0.03,0.12,1
48640,30272,30336,518656,463445,463445,16.826,0.02,0.0,0.02,0.02,1
45568,44160,37888,518656,463445,469661,24.380,0.11,0.03,0.02,0.14,1
53248,45568,32000,518656,469661,483565,23.199,0.08,0.0,0.02,0.08,1
55296,39680,27776,518656,483565,495605,20.446,0.14,0.0,0.02,0.14,1
55808,36480,16480,518656,495605,515853,18.944,0.02,0.0,0.02,0.02,1
55808,16480,12745,584192,515853,518485,168.542,1.12,0.0,0.17,1.12,0
55808,21449,8800,584192,518485,531445,34.466,0.14,0.0,0.03,0.14,1
55808,19040,10336,584192,531445,540269,11.991,0.02,0.0,0.01,0.02,1
54784,20576,10368,584192,540269,550669,13.643,0.02,0.0,0.01,0.02,1
55808,22144,11904,584192,550669,561069,14.077,0.02,0.0,0.01,0.02,1
52736,23680,11904,584192,561069,573005,14.241,0.0,0.0,0.02,0.0,1
54272,11904,0,651264,573005,583807,177.339,1.09,0.02,0.18,1.11,0
52224,13312,13472,651264,583807,583807,9.839,0.02,0.0,0.01,0.02,1
54272,28320,28224,651264,583807,583807,15.850,0.02,0.0,0.02,0.02,1
51200,43072,41472,651264,583807,585455,22.217,0.11,0.0,0.02,0.11,1
57856,51200,24032,651264,585455,612991,25.930,0.14,0.0,0.03,0.14,1
53248,33760,19552,651264,612991,627407,19.182,0.11,0.02,0.02,0.13,1
55808,19552,0,723968,627407,646112,190.659,1.36,0.03,0.19,1.3900000000000001,0
55296,11264,11424,723968,646112,646112,10.018,0.0,0.0,0.01,0.0,1
