YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.626,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.182,0.0,0.0,0.00,0.0,1
1536,1536,512,512,88,504,1.373,0.0,0.0,0.00,0.0,1
1536,512,511,2048,504,469,3.646,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1029,1.592,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1029,2101,2.024,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2101,2542,5.361,0.0,0.0,0.01,0.0,0
5120,3072,1664,6144,2542,2542,2.366,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.268,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.297,0.02,0.0,0.00,0.02,1
8704,6624,4064,6144,4614,5454,3.882,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,12.123,0.02,0.0,0.01,0.02,0
9728,8013,5088,10752,5831,6607,4.337,0.0,0.02,0.00,0.02,1
11264,9696,6112,10752,6607,7983,6.246,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7983,11567,5.791,0.0,0.0,0.01,0.0,1
12800,5216,5190,18432,11567,11460,15.521,0.0,0.0,0.02,0.0,0
14336,10310,2688,18432,11460,16732,6.165,0.0,0.02,0.01,0.02,1
14848,2688,1105,27648,16732,18183,15.070,0.0,0.0,0.01,0.0,0
15360,7799,3424,27648,18183,19311,5.035,0.0,0.0,0.01,0.0,1
17920,11103,4512,27648,19311,22767,6.945,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22767,27287,7.134,0.02,0.0,0.01,0.02,1
17920,5344,4779,38912,27287,27140,31.331,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27140,32964,12.342,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32964,38488,27.826,0.02,0.0,0.03,0.02,0
20992,12283,9760,52736,38488,41088,9.746,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41088,47856,13.329,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47856,52300,43.080,0.05,0.0,0.04,0.05,0
24576,14290,7200,69120,52300,59548,13.220,0.0,0.0,0.01,0.0,1
23040,14368,14336,69120,59548,59548,9.556,0.0,0.0,0.01,0.0,1
25088,20992,13824,69120,59548,66812,14.252,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66812,69116,56.605,0.03,0.0,0.06,0.03,0
27648,17865,11936,89600,69116,75148,16.477,0.03,0.0,0.02,0.03,1
28160,20128,19936,89600,75148,75332,13.169,0.02,0.0,0.01,0.02,1
31744,28128,16320,89600,75332,87292,19.003,0.02,0.0,0.02,0.02,1
31744,16320,11687,114176,87292,89551,72.318,0.12,0.0,0.07,0.12,0
33280,20391,8704,114176,89551,101431,17.262,0.02,0.0,0.02,0.02,1
33280,8704,0,138752,101431,109912,50.963,0.08,0.0,0.05,0.08,0
33280,10240,10272,138752,109912,109912,6.178,0.0,0.0,0.01,0.0,1
31232,20512,20512,138752,109912,109912,10.721,0.0,0.0,0.01,0.0,1
33792,29728,24576,138752,109912,115088,16.329,0.02,0.0,0.02,0.02,1
39936,33792,16320,138752,115088,132848,19.232,0.05,0.02,0.02,0.07,1
40448,16320,10099,172544,132848,138605,62.295,0.17,0.0,0.06,0.17,0
40960,21363,17824,172544,138605,142301,19.388,0.08,0.0,0.02,0.08,1
