YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.405,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.174,0.02,0.0,0.00,0.02,1
1536,1536,512,512,88,504,1.283,0.0,0.0,0.00,0.0,1
1536,512,510,2048,504,470,3.422,0.0,0.0,0.00,0.0,0
2560,1534,480,2048,470,1030,1.551,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1030,2102,1.762,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2102,2542,4.715,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,2.182,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.524,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.553,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,3.974,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,12.583,0.02,0.0,0.01,0.02,0
9728,8013,5088,10752,5831,6607,3.866,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6607,7983,6.912,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7983,11575,5.658,0.0,0.0,0.01,0.0,1
12800,5248,5190,18432,11575,11460,16.964,0.0,0.0,0.02,0.0,0
14336,10310,2688,18432,11460,16732,6.048,0.0,0.0,0.01,0.0,1
14848,2688,1105,28160,16732,18183,14.025,0.0,0.0,0.01,0.0,0
15360,7799,3424,28160,18183,19319,4.668,0.0,0.0,0.01,0.0,1
16896,11103,7648,28160,19319,19543,7.055,0.0,0.0,0.01,0.0,1
17920,16864,4800,28160,19543,27287,8.283,0.0,0.0,0.01,0.0,1
17920,4800,3738,40960,27287,27651,25.094,0.0,0.0,0.02,0.0,0
19456,12954,7648,40960,27651,31451,10.105,0.02,0.0,0.01,0.02,1
20480,18400,9696,40960,31451,40243,12.746,0.0,0.0,0.01,0.0,1
20480,9696,9681,56320,40243,39013,33.677,0.03,0.0,0.03,0.03,0
26624,20433,10784,56320,39013,48821,17.139,0.03,0.0,0.02,0.03,1
26624,10784,3565,77312,48821,55848,43.279,0.05,0.0,0.04,0.05,0
27648,15853,12320,77312,55848,59472,15.342,0.0,0.0,0.01,0.0,1
26112,24608,16896,77312,59472,67248,18.194,0.0,0.03,0.02,0.03,1
26112,16896,6642,100864,67248,77283,54.065,0.06,0.0,0.05,0.06,0
31744,15858,9248,100864,77283,84043,13.367,0.0,0.0,0.01,0.0,1
30208,18464,18464,100864,84043,84043,8.680,0.0,0.0,0.01,0.0,1
32768,27168,24032,100864,84043,87163,12.406,0.0,0.0,0.01,0.0,1
39936,32736,16736,103424,87163,103379,17.203,0.0,0.02,0.02,0.02,1
39936,16736,14603,132096,103379,102999,60.665,0.11,0.0,0.06,0.11,0
39936,25355,10848,132096,102999,117855,20.617,0.05,0.0,0.02,0.05,1
40448,10848,0,162304,117855,128325,48.939,0.08,0.0,0.05,0.08,0
40448,12800,12832,162304,128325,128325,7.305,0.0,0.0,0.01,0.0,1
37888,25632,25632,162304,128325,128325,12.677,0.02,0.0,0.01,0.02,1
41472,36896,30208,162304,128325,135069,17.651,0.05,0.0,0.02,0.05,1
50688,41472,21184,162304,135069,155725,22.869,0.05,0.02,0.02,0.07,1
50688,21184,14421,201216,155725,161905,76.404,0.23,0.0,0.08,0.23,0
50688,27733,29664,201216,161905,168377,23.892,0.0,0.0,0.02,0.0,1
48128,42976,39904,201216,168377,171417,20.260,0.02,0.0,0.02,0.02,1
28160,48096,19840,201216,171417,191753,21.301,0.0,0.0,0.02,0.0,1
28160,19840,5895,244224,191753,201070,89.467,0.28,0.0,0.09,0.28,0
52224,14087,8288,244224,201070,207078,15.652,0.05,0.0,0.02,0.05,1
53248,17504,9312,244224,207078,215382,9.936,0.02,0.0,0.01,0.02,1
52224,18528,9312,244224,215382,224734,12.692,0.02,0.0,0.01,0.02,1
53248,20064,10848,244224,224734,234094,14.236,0.02,0.0,0.01,0.02,1
53760,10848,0,286720,234094,244223,99.851,0.41,0.0,0.10,0.41,0
53760,12800,12896,286720,244223,244223,11.524,0.0,0.0,0.01,0.0,1
52224,25696,25696,286720,244223,244223,15.249,0.03,0.0,0.01,0.03,1
53760,39008,39008,286720,244223,244223,22.444,0.12,0.0,0.02,0.12,1
56320,52320,39520,286720,244223,257199,28.396,0.09,0.02,0.03,0.11,1
61440,49760,36960,286720,257199,270183,25.597,0.11,0.0,0.03,0.11,1
61440,36960,19910,332288,270183,286625,109.709,0.64,0.02,0.11,0.66,0
61440,30150,16000,332288,286625,301153,27.547,0.14,0.0,0.03,0.14,1
34304,27776,22144,332288,301153,306857,15.248,0.03,0.0,0.02,0.03,1
58880,33920,23680,332288,306857,317233,17.231,0.05,0.0,0.02,0.05,1
60928,23680,8163,381440,317233,332074,109.059,0.61,0.0,0.11,0.61,0
62976,24035,18912,381440,348458,353778,24.644,0.12,0.02,0.02,0.13999999999999999,1
60416,34784,34784,381440,353778,353778,17.150,0.12,0.0,0.02,0.12,1
62976,50144,47232,381440,353778,356794,23.162,0.12,0.0,0.02,0.12,1
66048,62592,46752,381440,356794,372882,29.241,0.14,0.0,0.03,0.14,1
66048,46752,29640,433664,372882,381129,161.001,1.03,0.02,0.16,1.05,0
33792,41928,21248,433664,381129,402241,33.987,0.34,0.03,0.04,0.37,1
66560,33536,24704,433664,402241,411185,16.818,0.06,0.02,0.02,0.08,1
68096,24704,2032,492032,411185,433249,138.586,0.86,0.0,0.14,0.86,0
70144,17904,17568,492032,433249,433769,26.472,0.12,0.0,0.03,0.12,1
71168,33440,33408,492032,433769,433769,16.985,0.05,0.0,0.02,0.05,1
71168,51328,51360,492032,433769,433769,24.448,0.12,0.0,0.03,0.12,1
68096,69280,59904,492032,433769,443161,32.426,0.16,0.0,0.03,0.16,1
79872,68096,54656,492032,443161,456865,29.750,0.14,0.0,0.03,0.14,1
78336,62848,33280,492032,456865,486833,28.951,0.12,0.0,0.03,0.12,1
79872,33280,27472,560128,486833,491587,173.316,1.16,0.02,0.17,1.18,0
83456,38736,18112,560128,491587,512651,37.094,0.25,0.02,0.04,0.27,1
79872,29376,22656,560128,512651,519467,16.287,0.02,0.0,0.02,0.02,1
37376,35456,24224,560128,519467,530883,18.527,0.12,0.0,0.02,0.12,1
80384,37024,12928,560128,530883,555251,19.969,0.09,0.03,0.02,0.12,1
80896,12928,7146,635392,555251,559919,179.330,1.19,0.0,0.18,1.19,0
81408,21994,14976,635392,559919,567191,34.578,0.14,0.0,0.03,0.14,1
75776,29824,29824,635392,567191,567191,16.193,0.02,0.0,0.02,0.02,1
48128,46208,31360,635392,567191,582247,24.734,0.11,0.03,0.02,0.14,1
75264,47744,32896,635392,582247,597295,25.413,0.12,0.0,0.03,0.12,1
76800,51328,34976,635392,597295,613903,27.303,0.12,0.0,0.03,0.12,1
76800,34976,12785,712192,613903,635017,208.014,1.17,0.0,0.21,1.17,0
73728,31217,25664,712192,635017,640833,47.792,0.16,0.02,0.05,0.18,1
76288,46144,46176,712192,640833,640833,26.789,0.11,0.0,0.03,0.11,1
71680,66656,59392,712192,673601,680841,53.008,0.28,0.02,0.05,0.30000000000000004,1
81920,71680,51168,712192,680841,701713,37.209,0.19,0.0,0.04,0.19,1
81920,51168,23865,793600,701713,711875,298.623,1.73,0.02,0.30,1.75,0
81920,36153,27264,793600,711875,721083,44.710,0.19,0.0,0.04,0.19,1
83968,41088,41120,793600,721083,721083,22.774,0.12,0.0,0.02,0.12,1
83456,54944,47392,793600,721083,728731,28.880,0.11,0.0,0.03,0.11,1
84480,61728,54432,793600,728731,736179,35.937,0.05,0.0,0.04,0.05,1
85504,68768,42592,793600,736179,762627,43.878,0.14,0.03,0.04,0.17,1
87552,58976,30912,793600,762627,791155,34.034,0.2,0.02,0.03,0.22,1
87552,30912,27082,885760,791155,793468,291.776,1.88,0.03,0.29,1.91,0
88064,43466,16512,885760,793468,820940,53.943,0.36,0.02,0.05,0.38,1
88576,34944,18560,885760,820940,837548,21.618,0.06,0.02,0.02,0.08,1
88576,36992,18560,885760,837548,856228,21.745,0.09,0.03,0.02,0.12,1
89600,18560,0,974336,856228,873706,282.740,1.94,0.0,0.28,1.94,0
88064,20992,21120,974336,873706,873706,15.302,0.02,0.0,0.02,0.02,1
90112,44160,44224,974336,873706,873706,23.508,0.14,0.0,0.02,0.14,1
84992,67264,67264,974336,873706,873706,33.880,0.16,0.0,0.03,0.16,1
93696,83648,77312,974336,873706,880002,38.993,0.25,0.0,0.04,0.25,1
108544,93696,53216,974336,880002,921162,46.170,0.3,0.05,0.05,0.35,1
109056,71648,50976,974336,921162,942082,35.644,0.25,0.0,0.04,0.25,1
109056,50976,17502,1086464,942082,974288,305.680,2.12,0.0,0.31,2.12,0
