YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.386,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,96,0.905,0.0,0.0,0.00,0.0,1
1536,1536,512,512,96,504,1.265,0.0,0.0,0.00,0.0,1
1536,512,511,2048,504,469,3.464,0.0,0.0,0.00,0.0,0
2560,1535,480,2048,469,1029,1.506,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1029,2098,1.944,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2098,2542,4.598,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.734,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,2.912,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,4.116,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,4.438,0.0,0.0,0.01,0.0,1
8704,4064,3545,10752,5454,5831,12.178,0.02,0.0,0.01,0.02,0
9728,8013,5088,10752,5831,6607,4.058,0.02,0.0,0.00,0.02,1
11264,9696,6112,10752,6607,7975,5.703,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7975,11575,5.498,0.0,0.0,0.01,0.0,1
12800,5216,5179,18432,11575,11471,15.160,0.0,0.0,0.01,0.0,0
14336,10299,2688,18432,11471,16735,6.099,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16735,18183,15.243,0.0,0.0,0.02,0.0,0
15360,7799,3456,27648,18183,19311,4.606,0.0,0.0,0.01,0.0,1
17920,11135,4512,27648,19311,22767,6.758,0.0,0.0,0.01,0.0,1
17920,14752,5344,27648,22767,27287,7.238,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27287,27139,27.987,0.0,0.0,0.03,0.0,0
17920,15019,8192,38912,27139,32955,11.842,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32955,38482,27.090,0.0,0.0,0.03,0.0,0
20992,12283,9760,52736,38482,41090,10.622,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41090,47858,13.233,0.0,0.02,0.01,0.02,1
19968,12768,7122,69120,47858,52295,42.487,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52295,59535,13.459,0.0,0.0,0.01,0.0,1
23040,14336,14336,69120,59535,59535,9.652,0.0,0.0,0.01,0.0,1
25088,20992,13824,69120,59535,66791,13.226,0.0,0.0,0.01,0.0,1
25088,13824,11209,89600,66791,69111,51.506,0.06,0.0,0.05,0.06,0
27648,17865,11936,89600,69111,75159,17.417,0.02,0.02,0.02,0.04,1
28160,20128,19936,89600,75159,75335,12.745,0.02,0.0,0.01,0.02,1
31744,28128,16352,89600,75335,87295,16.794,0.02,0.02,0.02,0.04,1
31744,16352,11689,114176,87295,89544,72.086,0.09,0.0,0.07,0.09,0
33280,20393,16768,114176,89544,93288,15.951,0.02,0.0,0.02,0.02,1
32256,25472,25472,114176,93288,93288,14.588,0.0,0.0,0.01,0.0,1
35840,32128,24096,114176,93288,101432,16.285,0.02,0.0,0.02,0.02,1
36352,30752,13312,119296,101432,119064,16.628,0.02,0.0,0.02,0.02,1
37888,13312,12735,149504,119064,119093,60.738,0.14,0.0,0.06,0.14,0
39936,22463,9792,149504,119093,132045,19.788,0.03,0.0,0.02,0.03,1
39936,9792,0,175616,132045,141527,56.495,0.12,0.02,0.06,0.13999999999999999,0
40448,11264,11328,175616,141527,141527,6.986,0.0,0.0,0.01,0.0,1
39424,22592,22624,175616,141527,141527,11.198,0.0,0.0,0.01,0.0,1
41472,33888,30208,175616,141527,145151,16.473,0.03,0.02,0.02,0.05,1
48640,41472,20672,175616,145151,166343,26.785,0.02,0.02,0.03,0.04,1
48640,20672,7255,214016,166343,175131,72.672,0.22,0.0,0.07,0.22,0
48640,20055,15072,214016,175131,180315,18.018,0.05,0.0,0.02,0.05,1
46080,27872,27872,214016,180315,180315,13.829,0.0,0.0,0.02,0.0,1
48640,40160,36352,214016,180315,184091,18.600,0.09,0.0,0.02,0.09,1
56320,48640,24224,214016,184091,208955,23.286,0.08,0.02,0.02,0.1,1
56832,24224,18937,257536,208955,213508,85.362,0.36,0.0,0.09,0.36,0
57344,33785,14944,257536,213508,232732,24.070,0.11,0.0,0.02,0.11,1
57856,14944,0,296448,232732,247258,83.316,0.42,0.02,0.08,0.44,0
57856,16896,17024,296448,247258,247258,9.662,0.02,0.0,0.01,0.02,1
54784,33920,33952,296448,247258,247258,16.790,0.03,0.02,0.02,0.05,1
58368,49312,43008,296448,247258,253498,22.183,0.12,0.0,0.02,0.12,1
66560,58368,27936,296448,253498,284474,26.390,0.23,0.0,0.03,0.23,1
67584,27936,15474,352256,284474,296161,98.008,0.55,0.02,0.10,0.5700000000000001,0
68608,33906,28032,352256,296161,302377,27.790,0.12,0.02,0.03,0.13999999999999999,1
64000,46464,46432,352256,302377,302377,23.207,0.12,0.0,0.02,0.12,1
69632,61280,54784,352256,318761,325217,35.883,0.16,0.0,0.04,0.16,1
79360,69632,44960,352256,325217,350265,32.482,0.14,0.02,0.03,0.16,1
79360,44960,34041,411136,350265,352227,156.574,1.02,0.02,0.16,1.04,0
81408,48889,35680,411136,352227,365843,36.235,0.27,0.0,0.04,0.27,1
77824,50528,50496,411136,365843,365843,23.902,0.12,0.0,0.03,0.12,1
81408,63808,54816,411136,365843,374915,29.027,0.14,0.0,0.03,0.14,1
84992,68128,41568,411136,374915,401819,32.605,0.11,0.03,0.03,0.14,1
86528,41568,31671,473600,401819,410796,161.516,1.0,0.02,0.16,1.02,0
88064,48567,27584,473600,410796,432276,40.044,0.31,0.03,0.04,0.33999999999999997,1
81920,44480,33952,473600,432276,442932,22.148,0.14,0.0,0.02,0.14,1
83968,33952,3077,539648,442932,473122,154.448,1.02,0.0,0.15,1.02,0
87040,24069,22688,539648,473122,474722,31.696,0.14,0.0,0.03,0.14,1
88064,43680,43712,539648,474722,474722,22.467,0.12,0.0,0.02,0.12,1
88576,66752,65536,539648,474722,475866,32.691,0.17,0.0,0.03,0.17,1
92672,88576,66592,539648,475866,498266,47.710,0.34,0.03,0.05,0.37,1
99840,85024,64416,539648,498266,519210,44.314,0.25,0.0,0.04,0.25,1
99840,64416,43127,611840,519210,539414,180.349,1.36,0.02,0.18,1.3800000000000001,0
101888,61559,31008,611840,539414,570518,54.251,0.33,0.05,0.05,0.38,1
59904,51488,39040,611840,570518,583126,27.277,0.12,0.0,0.03,0.12,1
59904,39040,9729,690688,583126,611665,188.760,1.44,0.0,0.19,1.44,0
100864,30209,24096,690688,611665,618033,42.454,0.22,0.03,0.04,0.25,1
101888,46624,46624,690688,618033,618033,25.294,0.14,0.0,0.02,0.14,1
96256,69152,69184,690688,618033,618033,34.114,0.16,0.0,0.03,0.16,1
102912,87616,84480,690688,650801,653897,53.578,0.33,0.0,0.05,0.33,1
110080,102912,79872,690688,653897,677425,47.449,0.27,0.0,0.05,0.27,1
110080,79872,49353,772608,677425,690678,288.217,1.81,0.0,0.29,1.81,0
62464,62665,48992,772608,690678,704838,55.682,0.33,0.06,0.06,0.39,1
112640,62304,62208,772608,704838,704838,29.032,0.12,0.0,0.03,0.12,1
113152,77056,63776,772608,704838,718310,35.383,0.27,0.0,0.04,0.27,1
108032,78624,56416,772608,718310,740726,36.269,0.25,0.0,0.04,0.25,1
110080,56416,24008,858112,740726,772220,255.570,1.64,0.0,0.26,1.64,0
113664,42952,34368,858112,772220,781060,51.412,0.28,0.0,0.05,0.28,1
109056,53312,46112,858112,781060,788436,26.675,0.14,0.0,0.03,0.14,1
112128,67616,59552,858112,788436,796612,33.062,0.16,0.0,0.03,0.16,1
114176,81056,62144,858112,796612,815812,38.686,0.23,0.02,0.04,0.25,1
114176,86208,45760,858112,815812,856780,43.792,0.2,0.06,0.05,0.26,1
114176,45760,42952,955392,856780,858088,298.802,1.88,0.05,0.30,1.93,0
113664,67016,24192,955392,858088,901648,66.448,0.38,0.0,0.07,0.38,1
114688,50304,26240,955392,901648,926056,27.935,0.09,0.05,0.03,0.14,1
117760,26240,0,1062912,926056,951154,305.625,2.16,0.0,0.30,2.16,0
117760,29184,29344,1062912,951154,951154,18.285,0.03,0.0,0.02,0.03,1
118272,58528,58560,1062912,951154,951154,30.100,0.14,0.0,0.03,0.14,1
119296,89280,88576,1062912,951154,951898,42.989,0.25,0.0,0.04,0.25,1
131584,119296,61312,1062912,951898,1010634,66.872,0.31,0.11,0.07,0.42,1
132608,61312,8421,1190912,1010634,1062409,331.323,2.5,0.06,0.33,2.56,0
133632,43237,40704,1190912,1062409,1065193,66.777,0.39,0.0,0.07,0.39,1
130048,75520,75616,1190912,1065193,1065193,39.223,0.25,0.0,0.04,0.25,1
134656,109408,100864,1190912,1065193,1073753,58.843,0.39,0.0,0.06,0.39,1
145408,134656,97664,1190912,1073753,1111353,75.371,0.47,0.05,0.08,0.52,1
154112,126336,94080,1190912,1111353,1144049,71.545,0.52,0.0,0.07,0.52,1
154112,94080,45720,1328128,1144049,1190850,383.732,2.81,0.08,0.38,2.89,0
151552,74392,59968,1328128,1190850,1205738,95.409,0.56,0.08,0.10,0.64,1
157184,91712,91744,1328128,1205738,1205738,52.584,0.27,0.0,0.05,0.27,1
161280,123488,92864,1328128,1205738,1223322,62.689,0.38,0.02,0.06,0.4,1
164352,125120,104672,1328128,1223322,1237210,68.858,0.39,0.0,0.07,0.39,1
163840,136928,76480,1328128,1237210,1298418,80.356,0.61,0.02,0.08,0.63,1
168448,76480,45022,1476608,1298418,1328093,693.298,4.86,0.0,0.69,4.86,0
174080,85982,61024,1476608,1393629,1419229,99.688,0.53,0.0,0.10,0.53,1
174592,61024,0,1603072,1419229,1446810,559.713,3.94,0.02,0.56,3.96,0
174592,45056,45280,1603072,1446810,1446810,28.713,0.03,0.0,0.03,0.03,1
175616,90336,90400,1603072,1446810,1446810,44.295,0.27,0.0,0.04,0.27,1
