YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.722,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,1.109,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,88,512,1.603,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,512,1068,1.429,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1068,1495,4.229,0.0,0.0,0.00,0.0,0
3584,2048,480,3584,1495,2119,1.308,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2119,2687,2.084,0.0,0.0,0.00,0.0,1
4608,1504,990,6144,2687,3127,6.140,0.02,0.0,0.01,0.02,0
5632,4062,2048,6144,3127,3671,3.538,0.0,0.0,0.00,0.0,1
6656,5632,3040,6144,3671,4671,4.755,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4671,5511,4.805,0.02,0.0,0.00,0.02,1
8704,4064,3545,10240,5511,5831,12.226,0.0,0.0,0.01,0.0,0
9728,8013,4032,10240,5831,7703,5.238,0.0,0.0,0.01,0.0,1
12288,8640,2656,12288,7703,11791,6.813,0.0,0.0,0.01,0.0,1
12288,2656,2045,18944,11791,11991,13.983,0.0,0.0,0.01,0.0,0
12288,8701,3456,18944,11991,14079,5.134,0.0,0.0,0.01,0.0,1
14848,10112,3456,18944,14079,17543,6.866,0.0,0.0,0.01,0.0,1
14848,3456,2412,27648,17543,18460,19.733,0.02,0.0,0.02,0.02,0
14848,11628,5312,27648,18460,20916,8.048,0.0,0.0,0.01,0.0,1
18944,14528,4800,27648,20916,26244,9.473,0.0,0.0,0.01,0.0,1
18944,4800,3228,38400,26244,27151,26.088,0.0,0.0,0.03,0.0,0
18944,15516,6656,38400,27151,35279,15.781,0.0,0.0,0.01,0.0,1
18944,6656,3577,53248,35279,38210,29.636,0.03,0.0,0.03,0.03,0
20992,15865,10720,53248,38210,45514,14.368,0.0,0.0,0.01,0.0,1
25600,10720,0,70656,45514,53025,40.240,0.05,0.0,0.04,0.05,0
26624,10240,10272,70656,53025,53025,11.134,0.0,0.0,0.01,0.0,1
27648,21536,16384,70656,53025,58209,15.110,0.0,0.0,0.02,0.0,1
34816,27648,11264,75264,58209,74833,20.554,0.02,0.0,0.02,0.02,1
34816,11264,10717,98816,74833,74978,60.436,0.06,0.0,0.06,0.06,0
