YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.507,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,84,1.076,0.0,0.0,0.00,0.0,1
1536,1536,512,512,84,500,1.422,0.0,0.0,0.00,0.0,1
1536,512,507,2048,500,473,3.305,0.0,0.0,0.00,0.0,0
2560,1531,480,2048,473,1037,1.372,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1037,2097,1.672,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2097,2542,4.323,0.0,0.0,0.00,0.0,0
5120,3072,1664,6144,2542,2542,1.818,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3774,3.506,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.433,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5462,3.681,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5462,5831,11.337,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,3.969,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7983,5.233,0.0,0.0,0.00,0.0,1
12800,11232,5216,11776,7983,11591,5.428,0.02,0.0,0.01,0.02,1
12800,5216,5173,18432,11591,11477,14.006,0.02,0.0,0.01,0.02,0
14336,10293,2688,18432,11477,16725,5.864,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16725,18183,14.638,0.0,0.0,0.01,0.0,0
15360,7799,3456,27648,18183,19311,4.769,0.0,0.0,0.01,0.0,1
17920,11135,4512,27648,19311,22767,7.141,0.02,0.0,0.01,0.02,1
17920,14752,5312,27648,22767,27295,7.189,0.02,0.0,0.01,0.02,1
17920,5312,4779,38912,27295,27139,27.664,0.0,0.0,0.03,0.0,0
17920,15019,8192,38912,27139,32963,12.418,0.02,0.0,0.01,0.02,1
17920,8192,2555,52736,32963,38484,28.099,0.02,0.0,0.03,0.02,0
20992,12283,9728,52736,38484,41084,9.963,0.0,0.0,0.01,0.0,1
19968,19456,12768,52736,41084,47852,12.651,0.0,0.0,0.01,0.0,1
19968,12768,7122,69120,47852,52294,42.754,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52294,59542,13.570,0.0,0.0,0.01,0.0,1
23040,14336,14336,69120,59542,59542,10.325,0.0,0.02,0.01,0.02,1
25088,20992,13824,69120,59542,66806,13.506,0.0,0.0,0.01,0.0,1
25088,13824,11209,89600,66806,69110,51.326,0.06,0.0,0.05,0.06,0
27648,17865,12000,89600,69110,75118,16.750,0.03,0.0,0.02,0.03,1
28160,20192,14848,89600,75118,80518,13.890,0.0,0.0,0.01,0.0,1
28160,14848,3553,112128,80518,89522,63.145,0.09,0.0,0.06,0.09,0
29184,11745,10144,112128,89522,91186,13.345,0.02,0.0,0.01,0.02,1
30208,19872,19872,112128,91186,91186,10.450,0.02,0.0,0.01,0.02,1
29184,29600,23552,112128,91186,97258,15.968,0.02,0.0,0.02,0.02,1
34816,29184,19840,112128,97258,106786,14.101,0.0,0.02,0.01,0.02,1
34816,19840,14113,137728,106786,112111,53.204,0.12,0.0,0.05,0.12,0
35328,19745,10016,137728,112111,122055,16.405,0.02,0.0,0.02,0.02,1
36352,17184,12832,137728,122055,126479,9.168,0.02,0.0,0.01,0.02,1
36352,12832,1494,165888,126479,137465,52.159,0.19,0.0,0.05,0.19,0
34304,8662,8512,165888,137465,137705,12.280,0.0,0.0,0.01,0.0,1
35328,17216,17184,165888,137705,137705,10.478,0.0,0.0,0.01,0.0,1
33792,25888,25856,165888,137705,137705,12.680,0.02,0.0,0.01,0.02,1
37376,32512,30720,165888,137705,139457,14.280,0.02,0.0,0.01,0.02,1
44032,37376,21696,165888,139457,155393,17.293,0.03,0.0,0.02,0.03,1
44032,21696,10874,199168,155393,165814,70.745,0.14,0.02,0.07,0.16,0
44032,19066,11904,199168,174006,181342,18.319,0.09,0.0,0.02,0.09,1
41472,20096,16480,199168,181342,185086,10.259,0.0,0.0,0.01,0.0,1
43008,26208,17984,199168,185086,193390,12.664,0.02,0.0,0.01,0.02,1
43008,17984,7643,233984,193390,199166,96.479,0.28,0.03,0.10,0.31000000000000005,0
42496,17371,9792,233984,199166,206942,19.164,0.09,0.0,0.02,0.09,1
43008,21056,21056,233984,206942,206942,11.126,0.02,0.0,0.01,0.02,1
44544,32320,22624,233984,206942,216814,15.240,0.02,0.0,0.02,0.02,1
45056,34912,23616,233984,216814,228246,17.025,0.03,0.0,0.02,0.03,1
45056,23616,17356,272896,228246,233875,92.499,0.47,0.0,0.09,0.47,0
47104,29644,21568,272896,233875,242211,24.767,0.12,0.0,0.02,0.12,1
47616,35392,33792,272896,242211,243731,17.431,0.03,0.0,0.02,0.03,1
53760,47616,27328,272896,243731,264411,22.284,0.08,0.02,0.02,0.1,1
53760,27328,18459,318464,264411,272609,95.604,0.41,0.03,0.10,0.43999999999999995,0
54272,33307,24416,318464,272609,281833,25.977,0.12,0.0,0.03,0.12,1
51712,39264,39200,318464,281833,281833,19.512,0.11,0.02,0.02,0.13,1
56320,51488,42144,318464,281833,291377,23.046,0.25,0.0,0.02,0.25,1
60416,54432,39520,318464,291377,306433,25.405,0.11,0.0,0.03,0.11,1
60416,39520,27068,366592,306433,318149,111.490,0.77,0.0,0.11,0.77,0
63488,38332,20064,366592,334533,353181,30.936,0.12,0.02,0.03,0.13999999999999999,1
63488,20064,0,418816,353181,364638,144.732,1.03,0.0,0.14,1.03,0
63488,12800,12960,418816,364638,364638,8.918,0.0,0.0,0.01,0.0,1
60928,25760,25728,418816,364638,364638,13.036,0.02,0.0,0.01,0.02,1
62976,40064,40032,418816,364638,364638,18.922,0.12,0.0,0.02,0.12,1
59392,54368,51712,418816,364638,367262,24.739,0.11,0.02,0.03,0.13,1
67584,59392,46848,418816,367262,380078,25.643,0.14,0.0,0.03,0.14,1
66560,54528,29120,418816,380078,405838,24.805,0.12,0.02,0.03,0.13999999999999999,1
68096,29120,15618,479232,405838,418462,147.908,0.97,0.0,0.15,0.97,0
71168,26370,14080,479232,418462,431054,29.893,0.12,0.02,0.03,0.13999999999999999,1
68608,24832,21600,479232,431054,434334,12.991,0.02,0.0,0.01,0.02,1
35840,33888,23168,479232,434334,445230,17.359,0.12,0.0,0.02,0.12,1
65024,35456,24672,479232,445230,456126,18.348,0.12,0.0,0.02,0.12,1
67072,24672,1017,540672,456126,479017,153.818,1.02,0.0,0.15,1.02,0
69632,16889,15968,540672,479017,480081,31.409,0.14,0.0,0.03,0.14,1
70144,31840,31904,540672,480081,480081,16.762,0.02,0.0,0.02,0.02,1
70656,49824,33920,540672,480081,496177,25.107,0.12,0.0,0.02,0.12,1
72192,51840,35936,540672,496177,512257,26.206,0.12,0.0,0.03,0.12,1
72704,55392,37504,540672,512257,530417,27.869,0.11,0.02,0.03,0.13,1
72704,37504,26582,609792,530417,540328,186.602,1.19,0.0,0.19,1.19,0
73216,46038,33728,609792,540328,553000,43.520,0.27,0.0,0.04,0.27,1
