YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.351,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,88,0.913,0.02,0.0,0.00,0.02,1
1536,1536,512,512,88,504,1.450,0.0,0.0,0.00,0.0,1
1536,512,505,2048,504,474,3.437,0.0,0.0,0.00,0.0,0
2560,1529,480,2048,474,1027,1.611,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1027,2099,2.246,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2099,2542,5.930,0.0,0.0,0.01,0.0,0
5120,3072,1696,6144,2542,2542,2.861,0.0,0.0,0.00,0.0,1
5632,4768,2016,6144,2542,3774,2.903,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.831,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5462,4.263,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5462,5831,12.075,0.0,0.0,0.01,0.0,0
9728,8013,5088,10752,5831,6615,4.449,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7991,6.100,0.0,0.0,0.01,0.0,1
12800,11232,5216,11776,7991,11583,6.344,0.0,0.0,0.01,0.0,1
12800,5216,5188,18432,11583,11462,15.057,0.0,0.0,0.01,0.0,0
14336,10308,2656,18432,11462,16734,6.737,0.02,0.0,0.01,0.02,1
14848,2656,1105,27648,16734,18183,15.238,0.02,0.0,0.02,0.02,0
15360,7799,3456,27648,18183,19311,5.209,0.0,0.0,0.01,0.0,1
17920,11135,4480,27648,19311,22767,7.237,0.0,0.0,0.01,0.0,1
17920,14720,5344,27648,22767,27287,7.410,0.0,0.0,0.01,0.0,1
17920,5344,4779,38912,27287,27139,25.169,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27139,32939,12.864,0.02,0.0,0.01,0.02,1
17920,8192,2555,52736,32939,38464,29.187,0.03,0.0,0.03,0.03,0
20992,12283,9760,52736,38464,41072,10.162,0.02,0.0,0.01,0.02,1
19968,19488,12768,52736,41072,47848,14.042,0.02,0.0,0.01,0.02,1
19968,12768,7122,69120,47848,52276,41.306,0.03,0.0,0.04,0.03,0
24576,14290,7168,69120,52276,59524,16.607,0.02,0.0,0.02,0.02,1
23040,14336,14336,69120,59524,59524,9.687,0.0,0.0,0.01,0.0,1
25088,20992,13824,69120,59524,66780,14.319,0.02,0.0,0.01,0.02,1
25088,13824,11209,89600,66780,69092,51.967,0.05,0.0,0.05,0.05,0
25600,17865,6656,89600,69092,80484,17.399,0.03,0.0,0.02,0.03,1
27136,6656,0,111616,80484,86929,53.742,0.08,0.0,0.05,0.08,0
26112,8192,8224,111616,86929,86929,5.201,0.0,0.0,0.00,0.0,1
27648,17952,17888,111616,86929,86945,7.525,0.0,0.0,0.01,0.0,1
30720,27616,9760,111616,86945,105033,13.621,0.02,0.0,0.01,0.02,1
31232,9760,1007,142336,105033,111438,71.015,0.09,0.0,0.07,0.09,0
31744,12783,12832,142336,111438,111438,15.280,0.0,0.0,0.01,0.0,1
