YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.636,0.02,0.0,0.00,0.02,1
1536,991,512,512,8,88,0.975,0.0,0.0,0.00,0.0,1
1536,1536,512,1024,88,520,1.359,0.0,0.0,0.00,0.0,1
2560,1536,480,1536,520,1068,1.675,0.0,0.0,0.00,0.0,1
2560,480,0,3584,1068,1495,5.084,0.0,0.0,0.01,0.0,0
3584,2048,480,3584,1495,2111,1.410,0.0,0.0,0.00,0.0,1
4608,3552,1504,3584,2111,2687,2.250,0.0,0.0,0.00,0.0,1
4608,1504,990,6144,2687,3127,7.459,0.0,0.0,0.01,0.0,0
5632,4062,2048,6144,3127,3663,2.808,0.0,0.0,0.00,0.0,1
6656,5632,3040,6144,3663,4663,4.271,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4663,5503,4.465,0.02,0.0,0.01,0.02,1
8704,4064,3513,10240,5503,5863,11.359,0.0,0.0,0.01,0.0,0
9728,7981,4032,10240,5863,7679,5.552,0.0,0.0,0.00,0.0,1
12288,8640,2656,11776,7679,11775,5.862,0.0,0.0,0.01,0.0,1
12288,2656,2621,18432,11775,11415,13.544,0.02,0.0,0.01,0.02,0
12288,9277,3456,18432,11415,14079,5.289,0.0,0.0,0.01,0.0,1
14848,10112,3488,18432,14079,17543,6.184,0.0,0.0,0.01,0.0,1
14848,3488,2923,27136,17543,17949,17.564,0.0,0.0,0.02,0.0,0
14848,12139,5312,27136,17949,20925,6.890,0.0,0.0,0.01,0.0,1
18944,14528,4832,27136,20925,26253,8.179,0.0,0.0,0.01,0.0,1
18944,4832,3739,38400,26253,26640,25.011,0.0,0.0,0.03,0.0,0
18944,16027,6656,38400,26640,31912,10.054,0.0,0.0,0.01,0.0,1
20992,18944,9696,41472,31912,41288,15.754,0.0,0.0,0.02,0.0,1
20992,9696,9681,55808,41288,40020,35.768,0.03,0.0,0.04,0.03,0
26112,20945,11296,55808,40020,49828,14.870,0.02,0.0,0.02,0.02,1
26112,11296,5613,74752,49828,55322,44.726,0.03,0.0,0.04,0.03,0
29696,16877,11264,74752,55322,61026,17.453,0.03,0.0,0.02,0.03,1
30208,24576,16896,74752,61026,68802,17.548,0.03,0.0,0.02,0.03,1
30208,16896,10731,96768,68802,74715,54.900,0.03,0.0,0.06,0.03,0
38400,24043,13344,96768,74715,85619,21.116,0.02,0.02,0.02,0.04,1
38912,13344,0,121856,85619,96691,49.532,0.05,0.0,0.05,0.05,0
40448,15872,15936,121856,96691,96691,9.761,0.0,0.0,0.01,0.0,1
41984,33344,24576,121856,96691,105531,18.065,0.03,0.02,0.02,0.05,1
47104,41984,30304,121856,105531,117427,25.937,0.03,0.02,0.03,0.05,1
47104,30304,25595,151040,117427,121689,76.846,0.12,0.0,0.08,0.12,0
52224,40955,36864,151040,121689,125897,26.372,0.05,0.0,0.03,0.05,1
59904,52224,30144,156672,134089,156513,32.986,0.08,0.0,0.03,0.08,1
59904,30144,25432,192512,156513,156599,82.852,0.23,0.0,0.08,0.23,0
61952,40792,40896,192512,156599,156599,24.713,0.08,0.0,0.02,0.08,1
59392,56256,52224,192512,156599,160647,28.859,0.11,0.0,0.03,0.11,1
69632,59392,35104,192512,160647,185263,28.372,0.08,0.0,0.03,0.08,1
69632,35104,27323,234496,185263,192498,84.709,0.44,0.0,0.08,0.44,0
68608,34491,12512,234496,192498,214882,24.537,0.05,0.05,0.02,0.1,1
70144,12512,0,275456,214882,226953,78.354,0.31,0.03,0.08,0.33999999999999997,0
68608,8704,8832,275456,226953,226953,5.891,0.0,0.0,0.01,0.0,1
29696,19072,19008,275456,226953,226953,11.890,0.0,0.0,0.01,0.0,1
67584,29248,29280,275456,226953,226953,16.395,0.05,0.0,0.02,0.05,1
68096,41056,41056,275456,226953,226953,22.494,0.09,0.0,0.02,0.09,1
65536,52832,52832,275456,226953,226953,25.526,0.11,0.0,0.02,0.11,1
72704,58976,50240,275456,226953,235785,32.313,0.09,0.0,0.03,0.09,1
75264,56384,35936,275456,235785,256537,32.344,0.09,0.0,0.03,0.09,1
76800,35936,16805,324608,256537,274952,104.192,0.69,0.0,0.10,0.69,0
78336,25509,15200,324608,274952,285584,26.272,0.12,0.0,0.03,0.12,1
74240,23904,17472,324608,285584,292048,14.037,0.02,0.0,0.01,0.02,1
76288,27712,10368,324608,292048,309664,16.589,0.03,0.0,0.02,0.03,1
76800,10368,0,371200,309664,319317,100.159,0.62,0.0,0.10,0.62,0
76800,11776,11872,371200,319317,319317,7.454,0.0,0.0,0.01,0.0,1
69632,23648,23648,371200,319317,319317,12.890,0.02,0.0,0.01,0.02,1
38912,36960,25152,371200,335701,347653,28.698,0.05,0.0,0.03,0.05,1
71680,25152,0,417792,347653,364274,170.187,0.92,0.0,0.17,0.92,0
71680,14848,14944,417792,364274,364274,9.744,0.0,0.0,0.01,0.0,1
69632,29792,29792,417792,364274,364274,15.152,0.02,0.0,0.01,0.02,1
70656,46176,46240,417792,364274,364274,21.461,0.11,0.0,0.02,0.11,1
67584,62624,59392,417792,364274,367426,31.938,0.06,0.0,0.03,0.06,1
77824,67584,67712,417792,367426,367426,29.425,0.14,0.0,0.03,0.14,1
88064,75904,48128,417792,367426,395498,33.376,0.22,0.03,0.03,0.25,1
88064,48128,25418,477184,395498,417522,157.152,1.0,0.02,0.16,1.02,0
89088,34122,17760,477184,417522,434234,32.592,0.14,0.0,0.03,0.14,1
83968,26464,22272,477184,434234,438530,14.145,0.02,0.0,0.01,0.02,1
29696,32512,19072,477184,438530,452138,16.859,0.03,0.0,0.02,0.03,1
86016,19072,0,533504,452138,470492,153.493,0.97,0.0,0.15,0.97,0
86016,11776,11936,533504,470492,470492,9.330,0.03,0.0,0.01,0.03,1
79360,23712,23744,533504,470492,470492,13.312,0.05,0.0,0.01,0.05,1
82944,37056,36992,533504,470492,470492,19.799,0.06,0.0,0.02,0.06,1
83456,50304,38496,533504,470492,482412,24.650,0.11,0.02,0.03,0.13,1
83456,53856,42112,533504,482412,494348,26.151,0.14,0.0,0.03,0.14,1
84992,57472,44128,533504,494348,507844,27.414,0.12,0.0,0.03,0.12,1
84992,44128,17884,598528,507844,533313,166.279,1.06,0.02,0.17,1.08,0
46592,34268,29728,598528,533313,538153,37.408,0.27,0.0,0.04,0.27,1
83968,46112,40032,598528,538153,544289,23.582,0.12,0.0,0.02,0.12,1
84480,58464,51296,598528,544289,551513,28.581,0.14,0.0,0.03,0.14,1
87552,69728,53408,598528,551513,568129,35.093,0.16,0.0,0.04,0.16,1
90624,71328,54944,598528,568129,584745,35.917,0.16,0.0,0.04,0.16,1
90624,54944,40378,666624,584745,598217,219.365,1.45,0.0,0.22,1.45,0
91648,58298,31104,666624,598217,625921,52.096,0.38,0.02,0.05,0.4,1
58368,51072,38016,666624,625921,639177,27.423,0.14,0.0,0.03,0.14,1
58368,38016,10229,743424,639177,666186,212.358,1.5,0.0,0.21,1.5,0
89088,30197,27008,743424,666186,669602,43.094,0.3,0.0,0.04,0.3,1
90624,49024,49024,743424,702370,702370,39.046,0.16,0.0,0.04,0.16,1
85504,71040,70144,743424,702370,703226,36.458,0.23,0.0,0.04,0.23,1
94208,85504,59232,743424,703226,729946,42.631,0.17,0.05,0.04,0.22000000000000003,1
94208,59232,28854,827904,729946,743179,307.456,1.94,0.0,0.31,1.94,0
94720,44214,33280,827904,743179,754475,49.688,0.27,0.0,0.05,0.27,1
96768,50176,50208,827904,754475,754475,26.374,0.14,0.0,0.03,0.14,1
92160,67104,67104,827904,754475,754475,32.807,0.17,0.02,0.03,0.19,1
97792,80416,69408,827904,754475,765619,37.896,0.25,0.0,0.04,0.25,1
