YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.607,0.0,0.0,0.00,0.0,1
1536,991,512,512,8,92,0.905,0.0,0.0,0.00,0.0,1
1536,1536,512,512,92,508,1.196,0.0,0.0,0.00,0.0,1
1536,512,505,2048,508,475,3.102,0.0,0.0,0.00,0.0,0
2560,1529,480,2048,475,1035,1.604,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1035,2107,1.755,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2107,2542,4.921,0.0,0.0,0.00,0.0,0
5120,3072,1696,6144,2542,2542,2.074,0.0,0.0,0.00,0.0,1
5632,4768,2016,6144,2542,3774,2.943,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3774,4614,3.132,0.0,0.0,0.00,0.0,1
8704,6624,4064,6144,4614,5454,3.986,0.0,0.0,0.00,0.0,1
8704,4064,3545,10752,5454,5831,10.969,0.02,0.0,0.01,0.02,0
9728,8013,5088,10752,5831,6615,3.550,0.0,0.0,0.00,0.0,1
11264,9696,6112,10752,6615,7983,6.190,0.0,0.0,0.01,0.0,1
12800,11232,5248,11776,7983,11567,5.213,0.02,0.0,0.01,0.02,1
12800,5248,5194,18432,11567,11456,15.045,0.0,0.0,0.01,0.0,0
14336,10314,2688,18432,11456,16728,6.268,0.0,0.0,0.01,0.0,1
14848,2688,1105,27648,16728,18183,15.761,0.02,0.0,0.02,0.02,0
15360,7799,3424,27648,18183,19319,5.227,0.0,0.0,0.01,0.0,1
17920,11103,4480,27648,19319,22775,6.739,0.0,0.0,0.01,0.0,1
17920,14720,5344,27648,22775,27295,6.973,0.0,0.02,0.01,0.02,1
17920,5344,4779,38912,27295,27140,27.949,0.02,0.0,0.03,0.02,0
17920,15019,8192,38912,27140,32964,12.066,0.0,0.0,0.01,0.0,1
17920,8192,2555,52736,32964,38481,29.239,0.03,0.02,0.03,0.05,0
20992,12283,9760,52736,38481,41081,10.770,0.0,0.0,0.01,0.0,1
19968,19488,12768,52736,41081,47849,13.144,0.0,0.02,0.01,0.02,1
19968,12768,7122,69120,47849,52294,42.267,0.03,0.0,0.04,0.03,0
24576,14290,7200,69120,52294,59542,13.991,0.0,0.0,0.01,0.0,1
23040,14368,14336,69120,59542,59542,10.272,0.02,0.0,0.01,0.02,1
25088,20992,13824,69120,59542,66798,13.538,0.0,0.0,0.01,0.0,1
25088,13824,11209,89600,66798,69110,54.832,0.09,0.0,0.05,0.09,0
27648,17865,11936,89600,69110,75158,17.716,0.02,0.0,0.02,0.02,1
28160,20128,19936,89600,75158,75334,12.667,0.02,0.0,0.01,0.02,1
31744,28128,16352,89600,75334,87294,17.445,0.0,0.02,0.02,0.02,1
