YoungGen (allocated space)(KB),YoungGen (Before GC)(KB),YoungGen (After GC)(KB),Old Gen(allocated space)(KB),Old Gen (Before GC)(KB),Old Gen(After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1024,512,480,512,0,8,1.225,0.0,0.0,0.00,0.0,1
1536,991,496,512,8,96,1.041,0.0,0.0,0.00,0.0,1
1536,1520,512,512,96,504,1.354,0.0,0.0,0.00,0.0,1
1536,512,510,2048,504,470,3.375,0.0,0.0,0.00,0.0,0
2560,1534,480,2048,470,1035,1.687,0.0,0.0,0.00,0.0,1
2560,2528,480,2560,1035,2099,1.919,0.0,0.0,0.00,0.0,1
4096,480,0,6144,2099,2542,4.702,0.02,0.0,0.00,0.02,0
5120,3072,1664,6144,2542,2542,1.860,0.0,0.0,0.00,0.0,1
5632,4736,2016,6144,2542,3766,3.083,0.0,0.0,0.00,0.0,1
6656,5600,3040,6144,3766,4606,4.555,0.0,0.0,0.01,0.0,1
9216,6624,4064,6144,4606,5438,4.639,0.0,0.0,0.00,0.0,1
9216,4064,3545,10752,5438,5820,10.515,0.0,0.0,0.01,0.0,0
10240,8665,5088,10752,5820,6940,4.830,0.0,0.0,0.00,0.0,1
12800,10208,6496,10752,6940,8228,5.115,0.0,0.0,0.01,0.0,1
13824,12640,5792,12288,8228,12108,5.813,0.0,0.0,0.01,0.0,1
13824,5792,5760,18944,12108,11997,15.396,0.0,0.0,0.01,0.0,0
15360,11904,3200,18944,11997,17861,7.716,0.0,0.0,0.01,0.0,1
16384,3200,2146,28672,17861,18779,14.884,0.0,0.0,0.01,0.0,0
17408,11874,5568,28672,18779,20963,6.209,0.0,0.0,0.01,0.0,1
21504,15296,5088,28672,20963,26563,8.389,0.0,0.0,0.01,0.0,1
21504,5088,2471,40448,26563,28490,24.727,0.0,0.0,0.03,0.0,0
21504,15783,8192,40448,28490,34186,12.124,0.0,0.0,0.01,0.0,1
21504,8192,2044,54784,34186,40224,30.887,0.06,0.0,0.03,0.06,0
25088,15356,11744,54784,40224,43896,12.873,0.0,0.0,0.01,0.0,1
28160,25056,13344,55808,43896,55784,15.820,0.0,0.0,0.02,0.0,1
28160,13344,12254,74752,55784,55550,49.331,0.05,0.0,0.05,0.05,0
31744,25566,13344,74752,55550,68014,21.251,0.02,0.02,0.02,0.04,1
31744,13344,6639,97792,68014,74448,50.964,0.06,0.0,0.05,0.06,0
33280,21487,18400,97792,74448,77600,13.548,0.0,0.0,0.01,0.0,1
38912,33248,14880,97792,77600,96208,17.691,0.05,0.0,0.02,0.05,1
38912,14880,11239,126976,96208,97439,57.675,0.11,0.0,0.06,0.11,0
39936,27623,23552,126976,97439,101607,23.303,0.06,0.0,0.02,0.06,1
48640,39936,16448,126976,101607,125487,24.767,0.02,0.02,0.03,0.04,1
48640,16448,14821,162816,125487,126562,53.808,0.16,0.0,0.05,0.16,0
48640,34277,29184,162816,126562,131778,24.176,0.06,0.0,0.02,0.06,1
55296,45502,16064,162816,131778,161370,23.996,0.03,0.02,0.02,0.05,1
57344,16064,14450,206848,161370,162341,66.388,0.23,0.0,0.07,0.23,0
59392,39026,24704,206848,162341,177037,29.448,0.03,0.0,0.03,0.03,1
53760,49280,36320,206848,177037,190101,26.264,0.0,0.0,0.03,0.0,1
53760,36320,15295,252416,190101,206497,107.448,0.36,0.02,0.11,0.38,0
64512,32703,17536,252416,206497,222041,25.549,0.05,0.0,0.03,0.05,1
60928,34944,34976,252416,222041,222041,17.915,0.08,0.0,0.02,0.08,1
64512,51360,48128,252416,222041,225193,24.322,0.09,0.0,0.02,0.09,1
