DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.014,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.453,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,3.097,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,2.233,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.390,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1984,3.053,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1984,2617,2.032,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.261,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,5.375,0.00,0.00,0.01,0.0,0
2688,2432,256,5768,3459,4512,3.913,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5754,4.023,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,4.334,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5754,7132,10.968,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,5.345,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11746,7.336,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,7.097,0.00,0.00,0.01,0.0,0
10880,5376,399,23976,11746,14383,16.153,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14383,18403,12.079,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18403,23925,11.624,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.813,0.00,0.00,0.01,0.0,0
21888,10879,1068,48396,23925,29035,25.079,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29035,45990,32.346,0.03,0.02,0.03,0.05,1
0,0,0,0,0,0,37.338,0.03,0.00,0.04,0.03,0
49152,21887,2360,109140,45990,65483,53.915,0.03,0.00,0.05,0.03,0
49152,43712,5440,109140,65483,103730,72.491,0.06,0.00,0.07,0.06,1
0,0,0,0,0,0,82.612,0.08,0.00,0.08,0.08,0
110592,49152,1595,245696,103730,147415,155.922,0.06,0.00,0.15,0.06,0
110592,98304,12287,245696,147415,233404,172.601,0.08,0.06,0.17,0.14,1
0,0,0,0,0,0,208.865,0.19,0.00,0.21,0.19,0
248832,110591,12253,552856,233404,331711,292.697,0.28,0.00,0.29,0.28,0
248832,221184,27647,552856,331711,525170,378.844,0.28,0.08,0.38,0.36000000000000004,1
0,0,0,0,0,0,398.924,0.33,0.06,0.40,0.39,0
547584,248831,27577,1216688,525170,730012,591.822,0.59,0.00,0.59,0.59,0
547584,486784,60800,1216688,730012,1155968,872.498,0.72,0.14,0.87,0.86,1
0,0,0,0,0,0,827.839,0.67,0.12,0.83,0.79,0
1218496,547584,60653,2707608,1155968,1624563,1251.746,1.23,0.00,1.25,1.23,0
1218496,1083136,135359,2707608,1624563,2572308,1945.471,1.59,0.31,1.95,1.9000000000000001,1
0,0,0,0,0,0,1915.350,1.56,0.34,1.91,1.9000000000000001,0
2741696,1218495,24731,6092420,2572308,3655451,3711.712,3.69,0.02,3.71,3.71,0
2741696,2437120,304576,6092420,3655451,5787968,3746.634,3.00,0.73,3.75,3.73,1
0,0,0,0,0,0,4338.765,3.67,0.66,4.34,4.33,0
4116480,2741696,304408,9147776,5787968,8225223,6864.502,6.75,0.02,6.87,6.77,0
0,0,0,0,0,0,0.120,0.00,0.00,0.00,0.0,0
4116480,3560180,2571243,9147776,8225223,9147775,10137.574,9.88,0.20,10.14,10.08,0
4116480,4116479,4116474,9147776,9147775,9147775,10542.340,10.39,0.08,10.54,10.47,0
4116480,4116479,3723263,9147776,9147775,9147775,12815.228,12.00,0.75,12.81,12.75,0
4116480,4116479,4116479,9147776,9147775,9147775,9988.491,9.97,0.00,9.99,9.97,0
4116480,4116479,4116475,9147776,9147775,9147776,12654.068,12.56,0.02,12.65,12.58,0
4116480,4116479,4116479,9147776,9147776,9147776,9912.245,9.83,0.00,9.91,9.83,0
4116480,4116479,4116479,9147776,9147776,9147776,9899.664,9.84,0.00,9.90,9.84,0
4116480,4116479,4116479,9147776,9147776,9147776,9972.768,9.95,0.00,9.97,9.95,0
4116480,4116479,4116478,9147776,9147776,9147775,12600.705,12.53,0.02,12.60,12.549999999999999,0
4116480,4116479,4116479,9147776,9147775,9147775,9998.350,9.91,0.00,10.00,9.91,0
