DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.895,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.323,0.00,0.00,0.00,0.0,0
1152,1151,41,1600,439,960,2.245,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,960,1375,1.960,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.325,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.061,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,2.003,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.672,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.591,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4513,3.293,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4513,5755,3.645,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.210,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7131,9.008,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7131,9026,5.230,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9026,11746,6.054,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.003,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,13.800,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18414,13.229,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18414,23936,14.307,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.530,0.02,0.00,0.01,0.02,0
21888,10879,1079,48396,23936,29035,24.403,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29035,39356,27.653,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.841,0.02,0.02,0.03,0.04,0
44224,21887,2367,98076,39356,58844,44.951,0.03,0.00,0.05,0.03,0
44224,39360,4863,98076,58844,91268,59.628,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,67.923,0.03,0.03,0.07,0.06,0
98112,44223,2954,217860,91268,130715,127.319,0.12,0.00,0.13,0.12,0
98112,87232,10879,217860,130715,207037,146.632,0.11,0.03,0.15,0.14,1
0,0,0,0,0,0,178.097,0.09,0.06,0.18,0.15,0
220864,98111,10711,490680,207037,294407,240.942,0.22,0.00,0.24,0.22,0
220864,196352,24512,490680,294407,466221,327.473,0.30,0.03,0.33,0.32999999999999996,1
0,0,0,0,0,0,383.067,0.30,0.08,0.38,0.38,0
497024,220864,24461,1104316,466221,662587,529.431,0.50,0.00,0.53,0.5,0
497024,441856,55167,1104316,662587,1049250,760.547,0.67,0.06,0.76,0.73,1
0,0,0,0,0,0,704.952,0.59,0.08,0.70,0.6699999999999999,0
1077632,497023,55110,2394560,1049250,1436735,1118.911,1.09,0.00,1.12,1.09,0
1077632,957952,119679,2394560,1436735,2274978,1713.720,1.47,0.23,1.71,1.7,1
0,0,0,0,0,0,1634.518,1.31,0.30,1.63,1.61,0
2424768,1077631,25410,5388276,2274978,3232963,3214.310,3.19,0.02,3.21,3.21,0
2424768,2155392,269375,5388276,3232963,5118944,3751.733,3.14,0.58,3.75,3.72,1
0,0,0,0,0,0,3716.351,3.14,0.55,3.72,3.6900000000000004,0
4638720,2424767,269326,10308288,5118944,7274359,6159.452,6.02,0.00,6.16,6.02,0
0,0,0,0,0,0,10515.122,7.09,2.44,10.51,9.53,0
4638720,4123328,1089368,10308288,7274359,10308287,46804.702,8.66,17.55,46.81,26.21,0
4638720,4638719,4638697,10308288,10308287,10308287,43979.928,11.56,16.83,43.98,28.39,0
4638720,4638720,4245504,10308288,10308287,10308287,36928.824,16.42,13.88,36.93,30.300000000000004,0
4638720,4638719,4638719,10308288,10308287,10308287,50180.448,11.27,20.25,50.18,31.52,0
4638720,4638719,4638715,10308288,10308287,10308287,99324.962,13.94,40.08,99.33,54.019999999999996,0
4638720,4638720,4638720,10308288,10308287,10308287,51799.452,9.84,19.42,51.80,29.26,0
4638720,4638720,4638720,10308288,10308287,10308287,41782.725,10.53,15.14,41.78,25.67,0
4638720,4638720,4638720,10308288,10308287,10308287,49892.944,10.59,18.09,49.90,28.68,0
4638720,4638720,4638718,10308288,10308287,10308287,111762.604,12.55,36.38,111.76,48.93000000000001,0
4638720,4638719,4638719,10308288,10308287,10308287,73779.803,10.12,20.91,73.78,31.03,0
