DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.922,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.572,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,960,2.556,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,960,1375,1.763,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.778,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.739,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1983,2617,2.110,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.000,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.645,0.00,0.00,0.01,0.0,0
2688,2432,255,5768,3460,4512,3.842,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5755,3.678,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,5.807,0.02,0.00,0.01,0.02,0
5376,2688,0,11888,5755,7132,10.235,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,6.446,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11747,6.014,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.554,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11747,14383,14.600,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14383,18415,12.000,0.00,0.00,0.01,0.0,1
10880,10880,1151,23976,18415,23936,11.978,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,10.910,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,25.205,0.02,0.00,0.03,0.02,0
21888,19520,2367,48396,29035,39350,30.044,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.610,0.03,0.00,0.04,0.03,0
44288,21887,2251,98260,39350,58956,44.946,0.03,0.00,0.05,0.03,0
44288,39424,4863,98260,58956,93487,76.460,0.05,0.00,0.08,0.05,1
0,0,0,0,0,0,76.248,0.05,0.02,0.08,0.07,0
99712,44287,1013,221480,93487,132887,137.601,0.11,0.03,0.14,0.14,0
99712,88640,11071,221480,132887,210423,155.275,0.12,0.00,0.16,0.12,1
0,0,0,0,0,0,162.654,0.14,0.02,0.16,0.16,0
224448,99711,10925,498636,210423,299179,238.729,0.22,0.00,0.24,0.22,0
224448,199552,24896,498636,299179,473806,333.183,0.27,0.06,0.33,0.33,1
0,0,0,0,0,0,386.462,0.31,0.03,0.39,0.33999999999999997,0
430080,224448,24793,955776,473806,673423,534.974,0.53,0.00,0.53,0.53,0
0,0,0,0,0,0,737.312,0.62,0.08,0.74,0.7,0
430080,382336,99953,955776,673423,955775,890.974,0.86,0.00,0.89,0.86,0
430080,430079,388072,955776,955775,955775,1383.479,1.38,0.00,1.38,1.38,0
430080,430079,430079,955776,955775,955775,1106.710,1.09,0.00,1.11,1.09,0
430080,430079,430075,955776,955775,955775,1399.335,1.39,0.00,1.40,1.39,0
430080,430079,430079,955776,955775,955775,1103.839,1.06,0.00,1.11,1.06,0
430080,430079,430079,955776,955775,955775,1100.100,1.09,0.00,1.10,1.09,0
430080,430080,430080,955776,955775,955775,1103.772,1.09,0.00,1.10,1.09,0
430080,430080,430078,955776,955775,955775,1401.806,1.38,0.00,1.40,1.38,0
430080,430079,430079,955776,955775,955775,1094.771,1.08,0.00,1.10,1.08,0
