DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.675,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.724,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,960,2.977,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,960,1374,1.966,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.299,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1983,3.350,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,1.791,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.084,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.758,0.00,0.00,0.00,0.0,0
2688,2432,255,5768,3460,4512,4.293,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,4.270,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,4.326,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.338,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.128,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.690,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.564,0.00,0.00,0.01,0.0,0
10816,5376,464,23876,11746,14323,16.194,0.02,0.00,0.02,0.02,0
10816,9664,1152,23876,14323,18340,13.625,0.00,0.00,0.01,0.0,1
10816,10816,1151,23876,18340,23829,12.018,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,12.101,0.00,0.00,0.01,0.0,0
21760,10815,1041,48228,23829,28935,24.447,0.03,0.00,0.03,0.03,0
21760,19392,2368,48228,28935,38984,26.920,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.356,0.03,0.00,0.04,0.03,0
43840,21760,2313,97340,38984,58403,45.482,0.06,0.00,0.05,0.06,0
43840,38976,4863,97340,58403,92485,61.587,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,74.816,0.08,0.00,0.07,0.08,0
98752,43839,871,219308,92485,131583,141.775,0.14,0.00,0.14,0.14,0
98752,87808,10944,219308,131583,208421,155.989,0.11,0.02,0.16,0.13,1
0,0,0,0,0,0,178.041,0.14,0.03,0.18,0.17,0
222272,98752,10904,493736,208421,296239,251.038,0.22,0.00,0.25,0.22,0
222272,197632,24639,493736,296239,469207,322.086,0.27,0.06,0.32,0.33,1
0,0,0,0,0,0,359.078,0.30,0.06,0.36,0.36,0
500288,222271,24461,1111648,469207,666987,544.176,0.55,0.00,0.55,0.55,0
500288,444736,55551,1111648,666987,1056146,784.669,0.59,0.14,0.78,0.73,1
0,0,0,0,0,0,697.737,0.56,0.12,0.70,0.68,0
829440,500287,55506,1843200,1056146,1449828,1115.109,1.09,0.00,1.12,1.09,0
0,0,0,0,0,0,1398.713,1.25,0.11,1.40,1.36,0
829440,737280,315206,1843200,1449828,1843199,2269.409,2.23,0.00,2.27,2.23,0
829440,829439,829421,1843200,1843199,1843199,2215.229,2.20,0.00,2.21,2.2,0
829440,829439,829439,1843200,1843199,1843199,2100.288,2.06,0.00,2.10,2.06,0
829440,829439,829435,1843200,1843199,1843199,2616.403,2.64,0.00,2.62,2.64,0
829440,829439,829439,1843200,1843199,1843199,2091.154,2.06,0.00,2.09,2.06,0
829440,829439,829439,1843200,1843199,1843199,2084.601,2.08,0.00,2.08,2.08,0
829440,829439,829439,1843200,1843199,1843199,2101.505,2.11,0.00,2.10,2.11,0
829440,829439,829438,1843200,1843199,1843199,2618.635,2.59,0.00,2.62,2.59,0
829440,829439,829436,1843200,1843199,1843199,2620.657,2.62,0.00,2.62,2.62,0
