DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.500,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.345,0.00,0.00,0.00,0.0,0
1152,1151,41,1600,439,959,1.945,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.327,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.168,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,2.645,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,1.642,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.507,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.121,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4513,3.531,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4513,5755,2.928,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.259,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7131,10.324,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7131,9026,5.756,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9026,11746,6.627,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.772,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,13.620,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18414,13.251,0.00,0.02,0.01,0.02,1
10880,10879,1151,23976,18414,23936,13.289,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,11.878,0.00,0.00,0.01,0.0,0
21888,10879,1079,48396,23936,29035,25.466,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29035,41010,33.853,0.03,0.00,0.03,0.03,1
0,0,0,0,0,0,35.876,0.02,0.02,0.04,0.04,0
45568,21887,2183,101140,41010,60683,48.537,0.06,0.00,0.05,0.06,0
45568,40512,5055,101140,60683,96114,65.404,0.06,0.00,0.07,0.06,1
0,0,0,0,0,0,74.333,0.05,0.02,0.07,0.07,0
102592,45567,1083,227880,96114,136727,137.076,0.14,0.00,0.14,0.14,0
102592,91200,11391,227880,136727,216508,153.716,0.12,0.02,0.15,0.13999999999999999,1
0,0,0,0,0,0,179.812,0.09,0.03,0.18,0.12,0
230848,102591,11378,512820,216508,307691,251.186,0.27,0.00,0.25,0.27,0
230848,205248,25599,512820,307691,487315,376.597,0.33,0.05,0.38,0.38,1
0,0,0,0,0,0,393.998,0.34,0.00,0.39,0.34,0
518976,230847,25508,1153260,487315,691955,553.028,0.56,0.00,0.55,0.56,0
518976,461312,57663,1153260,691955,1095574,785.796,0.70,0.06,0.79,0.76,1
0,0,0,0,0,0,743.052,0.59,0.14,0.74,0.73,0
1129472,518975,57608,2509736,1095574,1505840,1191.140,1.17,0.02,1.19,1.19,0
1129472,1004032,125439,2509736,1505840,2384400,1795.557,1.42,0.31,1.79,1.73,1
0,0,0,0,0,0,1730.300,1.36,0.36,1.73,1.7200000000000002,0
2541376,1129471,31176,5647436,2384400,3388459,3437.166,3.44,0.00,3.44,3.44,0
2541376,2259008,282367,5647436,3388459,5365069,4619.420,3.45,1.11,4.62,4.5600000000000005,1
0,0,0,0,0,0,4801.604,2.94,1.84,4.80,4.78,0
3655680,2541375,282367,8123776,5365069,7624046,6338.828,6.28,0.00,6.34,6.28,0
0,0,0,0,0,0,0.113,0.00,0.00,0.00,0.0,0
3655680,3249536,2749775,8123776,7624046,8123775,9328.163,8.95,0.20,9.33,9.149999999999999,0
3655680,3595248,3595243,8123776,8123775,8123775,9607.434,9.55,0.00,9.61,9.55,0
3655680,3595243,3464166,8123776,8123775,8123775,11633.632,11.59,0.00,11.63,11.59,0
