DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.608,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.229,0.02,0.00,0.00,0.02,0
1152,1151,40,1600,439,959,2.251,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.631,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.268,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.255,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.859,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.169,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.824,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,3.405,0.00,0.02,0.00,0.02,1
2688,2688,256,5768,4512,5755,3.007,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.880,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,12.539,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.332,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.811,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.752,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,14.241,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14384,18415,12.932,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.381,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,12.858,0.02,0.00,0.01,0.02,0
21888,10879,1080,48396,23936,29036,25.491,0.03,0.00,0.03,0.03,0
21888,19520,2368,48396,29036,41022,31.449,0.02,0.02,0.03,0.04,1
0,0,0,0,0,0,33.856,0.03,0.00,0.03,0.03,0
45568,21888,2195,101140,41022,60684,47.331,0.05,0.00,0.05,0.05,0
45568,40512,5055,101140,60684,96114,65.110,0.05,0.02,0.07,0.07,1
0,0,0,0,0,0,73.522,0.05,0.02,0.07,0.07,0
102592,45567,1079,227880,96114,136727,138.112,0.12,0.00,0.14,0.12,0
102592,91200,11391,227880,136727,216506,172.889,0.11,0.02,0.17,0.13,1
0,0,0,0,0,0,181.130,0.14,0.02,0.18,0.16,0
230848,102591,11373,512820,216506,307691,258.020,0.25,0.00,0.26,0.25,0
230848,205248,25600,512820,307691,487314,352.521,0.28,0.05,0.35,0.33,1
0,0,0,0,0,0,424.340,0.34,0.05,0.42,0.39,0
518976,230848,25508,1153260,487314,691955,565.165,0.53,0.02,0.57,0.55,0
518976,461312,57663,1153260,691955,1095577,765.185,0.66,0.09,0.77,0.75,1
0,0,0,0,0,0,731.072,0.64,0.08,0.73,0.72,0
737280,518975,57615,1638400,1095577,1505839,1183.808,1.17,0.00,1.18,1.17,0
0,0,0,0,0,0,0.118,0.00,0.00,0.00,0.0,0
737280,655360,494097,1638400,1505839,1638399,2170.050,2.06,0.03,2.17,2.09,0
737280,737279,737271,1638400,1638399,1638399,1902.082,1.89,0.00,1.90,1.89,0
737280,737279,737279,1638400,1638399,1638399,1849.764,1.84,0.00,1.85,1.84,0
737280,737279,737275,1638400,1638399,1638399,2324.674,2.33,0.00,2.33,2.33,0
737280,737280,737280,1638400,1638399,1638399,1837.220,1.83,0.00,1.84,1.83,0
737280,737280,737280,1638400,1638399,1638399,1839.114,1.84,0.00,1.84,1.84,0
737280,737280,737279,1638400,1638399,1638399,1847.273,1.84,0.00,1.85,1.84,0
737280,737280,737279,1638400,1638399,1638399,1853.525,1.86,0.00,1.85,1.86,0
737280,737279,737278,1638400,1638399,1638399,2322.929,2.30,0.02,2.32,2.32,0
737280,737279,737278,1638400,1638399,1638399,1864.597,1.84,0.00,1.86,1.84,0
