DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.525,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.596,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.212,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,1.470,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.489,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1983,3.008,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.940,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.928,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.245,0.00,0.00,0.00,0.0,0
2688,2432,255,5768,3460,4512,3.113,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5755,3.156,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.819,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,8.682,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.486,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,7.261,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,6.067,0.00,0.00,0.01,0.0,0
10816,5376,446,23876,11746,14323,13.157,0.02,0.00,0.01,0.02,0
10816,9664,1151,23876,14323,18351,12.478,0.00,0.00,0.01,0.0,1
10816,10815,1151,23876,18351,23839,14.245,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.725,0.00,0.00,0.01,0.0,0
21760,10815,1048,48228,23839,28935,26.755,0.05,0.00,0.03,0.05,0
21760,19392,2368,48228,28935,38998,30.732,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,33.969,0.03,0.00,0.03,0.03,0
43776,21760,2367,97264,38998,58358,45.510,0.03,0.00,0.05,0.03,0
43776,38912,4863,97264,58358,90333,61.071,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,68.926,0.06,0.00,0.07,0.06,0
97088,43775,2959,215548,90333,129327,133.205,0.12,0.00,0.13,0.12,0
97088,86336,10751,215548,129327,204882,143.816,0.09,0.03,0.14,0.12,1
0,0,0,0,0,0,166.241,0.09,0.05,0.17,0.14,0
218560,97087,10607,485548,204882,291327,239.645,0.22,0.00,0.24,0.22,0
218560,194304,24255,485548,291327,461350,351.150,0.30,0.05,0.35,0.35,1
0,0,0,0,0,0,363.843,0.30,0.05,0.37,0.35,0
491904,218559,24149,1092880,461350,655728,519.072,0.50,0.00,0.52,0.5,0
491904,437312,54591,1092880,655728,1038422,756.673,0.61,0.14,0.76,0.75,1
0,0,0,0,0,0,709.990,0.62,0.05,0.71,0.67,0
1038016,427010,54409,2306588,1038422,1383951,1139.218,1.14,0.00,1.14,1.14,0
1038016,922688,115327,2306588,1383951,2191282,1623.093,1.38,0.17,1.63,1.5499999999999998,1
0,0,0,0,0,0,1535.841,1.28,0.22,1.54,1.5,0
2286400,1038015,53877,5080696,2191282,3048415,3153.476,3.14,0.00,3.15,3.14,0
2286400,2032384,254015,5080696,3048415,4826754,3595.739,3.16,0.39,3.60,3.5500000000000003,1
0,0,0,0,0,0,3500.883,2.89,0.59,3.50,3.48,0
4700160,2286399,253868,10444800,4826754,6859259,5633.603,5.59,0.02,5.63,5.609999999999999,0
0,0,0,0,0,0,10256.705,7.64,2.03,10.26,9.67,0
4700160,4177920,592348,10444800,6859259,10444799,49180.376,6.98,16.16,49.18,23.14,0
4700160,4700159,4700134,10444800,10444799,10444799,42431.081,11.19,14.50,42.43,25.689999999999998,0
4700160,4700159,4306943,10444800,10444799,10444799,39156.444,13.86,13.20,39.16,27.06,0
4700160,4700159,4700159,10444800,10444799,10444799,79295.872,9.91,31.83,79.30,41.739999999999995,0
4700160,4700159,4700155,10444800,10444799,10444799,123998.953,13.88,43.97,124.00,57.85,0
4700160,4700159,4700159,10444800,10444799,10444799,63545.825,10.41,24.69,63.55,35.1,0
4700160,4700159,4700159,10444800,10444799,10444799,65194.085,10.05,23.23,65.19,33.28,0
4700160,4700159,4700159,10444800,10444799,10444799,60256.865,9.94,19.31,60.26,29.25,0
4700160,4700159,4700158,10444800,10444799,10444799,96207.637,13.47,40.58,96.21,54.05,0
4700160,4700159,4700158,10444800,10444799,10444799,86023.750,10.02,29.95,86.02,39.97,0
