DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.761,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.438,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.423,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.456,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.792,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1375,1983,3.631,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1983,2617,1.854,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.611,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.144,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,2.819,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5755,2.490,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.217,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,9.359,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.654,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11747,7.286,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.161,0.02,0.00,0.01,0.02,0
10880,5376,387,23976,11747,14384,14.447,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,12.161,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.896,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.349,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,24.946,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29035,41011,30.992,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,37.050,0.02,0.02,0.04,0.04,0
45568,21887,2184,101140,41011,60684,51.115,0.05,0.00,0.05,0.05,0
45568,40512,5055,101140,60684,96114,63.360,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,73.038,0.06,0.00,0.07,0.06,0
102528,45567,1152,227768,96114,136659,133.647,0.11,0.00,0.13,0.11,0
102528,91136,11391,227768,136659,216373,146.322,0.09,0.03,0.15,0.12,1
0,0,0,0,0,0,171.028,0.14,0.02,0.17,0.16,0
184320,102527,11232,409600,216373,307639,258.082,0.23,0.00,0.26,0.23,0
0,0,0,0,0,0,294.366,0.22,0.05,0.30,0.27,0
184320,163840,61854,409600,307639,409600,411.529,0.39,0.00,0.41,0.39,0
184320,184320,184301,409600,409600,409600,498.554,0.48,0.00,0.50,0.48,0
184320,184319,172032,409600,409600,409599,570.550,0.55,0.00,0.57,0.55,0
184320,184319,184319,409600,409599,409599,488.434,0.45,0.00,0.49,0.45,0
184320,184319,184315,409600,409599,409599,585.446,0.58,0.00,0.59,0.58,0
184320,184319,184319,409600,409599,409599,476.606,0.45,0.00,0.48,0.45,0
184320,184319,184319,409600,409599,409599,467.590,0.47,0.00,0.47,0.47,0
184320,184319,184319,409600,409599,409599,468.158,0.47,0.00,0.47,0.47,0
184320,184319,184319,409600,409599,409599,468.634,0.44,0.00,0.47,0.44,0
184320,184319,184318,409600,409599,409599,582.395,0.58,0.00,0.58,0.58,0
184320,184319,184316,409600,409599,409599,583.848,0.58,0.00,0.58,0.58,0
