DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.811,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.330,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,960,2.656,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,960,1374,1.260,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.228,0.00,0.00,0.00,0.0,0
1536,1151,34,3308,1374,1983,3.040,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,2.213,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.826,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,4.471,0.00,0.00,0.01,0.0,0
2688,2432,256,5768,3459,4512,3.147,0.00,0.00,0.00,0.0,1
2688,2688,256,5768,4512,5754,2.676,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.085,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5754,7132,8.597,0.02,0.00,0.01,0.02,0
5376,4800,576,11888,7132,9027,5.142,0.00,0.00,0.00,0.0,1
5376,5376,576,11888,9027,11746,6.286,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.373,0.00,0.00,0.01,0.0,0
10880,5376,411,23976,11746,14384,13.879,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14384,18408,12.861,0.02,0.00,0.01,0.02,1
10880,10880,1151,23976,18408,23929,11.860,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,11.239,0.00,0.00,0.01,0.0,0
21888,10879,1074,48396,23929,29036,25.052,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29036,39333,28.001,0.02,0.02,0.03,0.04,1
0,0,0,0,0,0,36.426,0.02,0.02,0.04,0.04,0
44288,21887,2238,98260,39333,58955,46.579,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93491,61.981,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,69.985,0.03,0.03,0.07,0.06,0
99712,44287,1017,221480,93491,132887,127.650,0.11,0.00,0.13,0.11,0
99712,88640,11071,221480,132887,210429,148.508,0.09,0.05,0.15,0.14,1
0,0,0,0,0,0,166.909,0.14,0.02,0.17,0.16,0
224448,99711,10931,498636,210429,299179,243.143,0.22,0.00,0.24,0.22,0
224448,199552,24895,498636,299179,473810,333.446,0.23,0.09,0.33,0.32,1
0,0,0,0,0,0,377.855,0.30,0.06,0.38,0.36,0
505152,224447,24799,1122376,473810,673423,540.090,0.55,0.00,0.54,0.55,0
505152,449088,56064,1122376,673423,1066422,772.618,0.62,0.09,0.77,0.71,1
0,0,0,0,0,0,714.469,0.53,0.16,0.71,0.6900000000000001,0
1095936,505152,56013,2435220,1066422,1461131,1133.751,1.12,0.00,1.13,1.12,0
1095936,974208,121727,2435220,1461131,2313583,1739.655,1.52,0.20,1.74,1.72,1
0,0,0,0,0,0,1702.321,1.50,0.20,1.70,1.7,0
2465920,1095935,27447,5479720,2313583,3287831,3328.038,3.31,0.00,3.33,3.31,0
2465920,2191936,273983,5479720,3287831,5205750,3821.543,3.36,0.44,3.82,3.8,1
0,0,0,0,0,0,4100.592,3.53,0.53,4.10,4.06,0
3133440,2465919,708445,6963200,5205750,6963199,6563.245,6.53,0.00,6.56,6.53,0
3133440,3133439,3133416,6963200,6963199,6963199,8281.830,8.25,0.00,8.28,8.25,0
3133440,3133439,3133439,6963200,6963199,6963199,7680.628,7.64,0.00,7.68,7.64,0
3133440,3133439,3002363,6963200,6963199,6963199,9899.582,9.83,0.00,9.90,9.83,0
3133440,3133439,3133439,6963200,6963199,6963199,7766.057,7.75,0.00,7.77,7.75,0
3133440,3133439,3133439,6963200,6963199,6963199,7757.106,7.75,0.00,7.76,7.75,0
3133440,3133439,3133439,6963200,6963199,6963199,7753.872,7.75,0.00,7.75,7.75,0
3133440,3133439,3133438,6963200,6963199,6963199,9775.097,9.77,0.00,9.78,9.77,0
3133440,3133439,3133438,6963200,6963199,6963199,7772.178,7.73,0.00,7.77,7.73,0
