DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.710,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.679,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.677,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.745,0.02,0.00,0.00,0.02,1
0,0,0,0,0,0,1.567,0.00,0.00,0.00,0.0,0
1536,1151,34,3308,1375,1984,3.346,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1984,2617,1.948,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.292,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,5.347,0.00,0.00,0.01,0.0,0
2688,2432,255,5768,3459,4512,3.033,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5754,3.979,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.217,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5754,7132,11.484,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,6.390,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11746,7.436,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.135,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,15.193,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14383,18415,13.741,0.00,0.00,0.01,0.0,1
10880,10880,1151,23976,18415,23936,11.988,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.223,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,27.198,0.03,0.00,0.03,0.03,0
21888,19520,2368,48396,29035,39358,28.575,0.03,0.00,0.03,0.03,1
0,0,0,0,0,0,35.221,0.02,0.02,0.03,0.04,0
44288,21888,2259,98260,39358,58955,47.505,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93487,63.855,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,70.288,0.06,0.00,0.07,0.06,0
99840,44287,891,221688,93487,133011,131.728,0.08,0.00,0.13,0.08,0
99840,88768,11071,221688,133011,210681,148.347,0.12,0.00,0.15,0.12,1
0,0,0,0,0,0,183.767,0.11,0.02,0.18,0.13,0
224704,99839,10907,499300,210681,299579,276.964,0.23,0.00,0.28,0.23,0
224704,199744,24959,499300,299579,474335,343.464,0.27,0.05,0.34,0.32,1
0,0,0,0,0,0,389.380,0.34,0.05,0.39,0.39,0
505728,224703,24794,1123688,474335,674211,551.182,0.52,0.02,0.55,0.54,0
505728,449600,56127,1123688,674211,1067655,798.075,0.69,0.08,0.80,0.7699999999999999,1
0,0,0,0,0,0,750.756,0.58,0.16,0.75,0.74,0
1097216,505727,56127,2438048,1067655,1462827,1151.791,1.16,0.02,1.15,1.18,0
1097216,975360,121856,2438048,1462827,2316300,1763.866,1.48,0.27,1.76,1.75,1
0,0,0,0,0,0,1689.409,1.34,0.34,1.69,1.6800000000000002,0
2468928,1097216,27465,5486356,2316300,3291811,3328.789,3.33,0.00,3.33,3.33,0
2468928,2194624,274303,5486356,3291811,5212098,3878.719,3.22,0.61,3.88,3.83,1
0,0,0,0,0,0,3789.334,3.23,0.55,3.79,3.7800000000000002,0
4515840,2468927,274192,10035200,5212098,7406808,6313.512,6.09,0.00,6.31,6.09,0
0,0,0,0,0,0,9114.539,7.58,1.27,9.12,8.85,0
4515840,4014080,1385660,10035200,7406808,10035200,33948.790,8.84,11.83,33.95,20.67,0
4515840,4515839,4515821,10035200,10035200,10035200,17490.136,12.42,3.52,17.49,15.94,0
4515840,4515839,4122623,10035200,10035200,10035199,22475.391,14.00,7.81,22.48,21.81,0
4515840,4515839,4515839,10035200,10035199,10035199,43671.784,12.42,17.77,43.67,30.189999999999998,0
4515840,4515839,4515835,10035200,10035199,10035199,54209.496,15.61,22.77,54.21,38.379999999999995,0
4515840,4515839,4515839,10035200,10035199,10035199,40646.270,11.64,13.55,40.65,25.19,0
4515840,4515839,4515839,10035200,10035199,10035199,29989.157,12.62,10.41,29.99,23.03,0
4515840,4515839,4515839,10035200,10035199,10035199,31718.506,12.19,12.61,31.72,24.799999999999997,0
4515840,4515839,4515838,10035200,10035199,10035199,54803.514,16.06,23.52,54.80,39.58,0
4515840,4515839,4515839,10035200,10035199,10035199,52815.997,10.91,15.95,52.82,26.86,0
