DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.683,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.858,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,3.111,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.759,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.244,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.146,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,2.136,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.758,0.02,0.00,0.00,0.02,0
2688,1535,0,5768,2617,3460,5.328,0.00,0.00,0.01,0.0,0
2688,2431,256,5768,3460,4512,2.873,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.190,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.456,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.426,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.371,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,6.995,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.293,0.00,0.00,0.01,0.0,0
10880,5376,410,23976,11746,14383,15.282,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14383,18409,13.637,0.00,0.00,0.01,0.0,1
10880,10879,1152,23976,18409,23932,11.421,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,10.920,0.00,0.00,0.01,0.0,0
21888,10880,1077,48396,23932,29035,24.211,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29035,39334,28.488,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.808,0.03,0.00,0.04,0.03,0
44288,21887,2234,98260,39334,58955,49.311,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93486,62.757,0.02,0.03,0.06,0.05,1
0,0,0,0,0,0,71.906,0.03,0.03,0.07,0.06,0
99712,44287,1015,221480,93486,132887,142.287,0.12,0.00,0.14,0.12,0
99712,88640,11071,221480,132887,210423,145.713,0.08,0.06,0.15,0.14,1
0,0,0,0,0,0,169.433,0.16,0.00,0.17,0.16,0
224448,99711,10920,498636,210423,299179,259.240,0.25,0.00,0.26,0.25,0
224448,199552,24895,498636,299179,473811,346.897,0.23,0.08,0.35,0.31,1
0,0,0,0,0,0,415.748,0.30,0.06,0.42,0.36,0
505152,224447,24802,1122376,473811,673423,545.024,0.55,0.00,0.55,0.55,0
505152,449088,56063,1122376,673423,1066416,775.484,0.73,0.05,0.78,0.78,1
0,0,0,0,0,0,741.549,0.59,0.12,0.74,0.71,0
1097216,505151,55946,2438100,1066416,1462859,1129.492,1.11,0.02,1.13,1.1300000000000001,0
1097216,975360,121856,2438100,1462859,2316331,1759.625,1.53,0.20,1.76,1.73,1
0,0,0,0,0,0,1701.350,1.39,0.30,1.70,1.69,0
2468800,1097216,27634,5486120,2316331,3291671,3385.445,3.34,0.02,3.38,3.36,0
2468800,2194496,274303,5486120,3291671,5211833,3869.993,3.22,0.62,3.87,3.8400000000000003,1
0,0,0,0,0,0,3730.355,3.16,0.55,3.73,3.71,0
4208640,2468799,274304,9352576,5211833,7406299,6169.377,6.02,0.00,6.17,6.02,0
0,0,0,0,0,0,0.120,0.00,0.00,0.00,0.0,0
4208640,3741056,1794747,9352576,7406299,9352576,10185.963,9.61,0.44,10.19,10.049999999999999,0
4208640,4208639,4208626,9352576,9352576,9352576,10718.878,10.59,0.00,10.72,10.59,0
4208640,4208639,3815423,9352576,9352576,9352575,12350.277,12.19,0.00,12.35,12.19,0
4208640,4208639,4208639,9352576,9352575,9352575,10265.047,10.17,0.00,10.26,10.17,0
4208640,4208639,4208635,9352576,9352575,9352575,12983.174,12.84,0.00,12.98,12.84,0
4208640,4208639,4208639,9352576,9352575,9352575,10300.388,10.23,0.00,10.30,10.23,0
4208640,4208639,4208639,9352576,9352575,9352575,10328.791,10.20,0.00,10.33,10.2,0
4208640,4208639,4208639,9352576,9352575,9352575,10471.983,10.27,0.00,10.47,10.27,0
4208640,4208639,4208638,9352576,9352575,9352575,13120.425,13.02,0.00,13.12,13.02,0
4208640,4208639,4208639,9352576,9352575,9352575,10601.440,10.33,0.00,10.60,10.33,0
