DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.804,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.177,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.875,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,2.375,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.956,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,4.464,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,3.250,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.694,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.954,0.02,0.00,0.00,0.02,0
2688,2431,255,5768,3460,4512,2.928,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5755,3.475,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.877,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,10.245,0.02,0.00,0.01,0.02,0
5376,4800,575,11888,7132,9027,5.858,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.734,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.574,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,15.427,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14384,18415,12.673,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.439,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.451,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,24.680,0.03,0.00,0.03,0.03,0
21888,19520,2368,48396,29036,39353,27.090,0.00,0.00,0.03,0.0,1
0,0,0,0,0,0,36.036,0.03,0.00,0.04,0.03,0
44288,21888,2254,98260,39353,58955,47.740,0.03,0.00,0.05,0.03,0
44288,39424,4863,98260,58955,93487,61.254,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,69.389,0.05,0.03,0.07,0.08,0
99712,44287,1014,221480,93487,132887,145.578,0.09,0.00,0.15,0.09,0
99712,88640,11071,221480,132887,210424,166.709,0.16,0.00,0.17,0.16,1
0,0,0,0,0,0,173.771,0.14,0.03,0.17,0.17,0
224448,99711,10926,498636,210424,299180,238.635,0.22,0.00,0.24,0.22,0
224448,199552,24895,498636,299180,473807,332.611,0.31,0.02,0.33,0.33,1
0,0,0,0,0,0,369.051,0.27,0.09,0.37,0.36,0
505152,224447,24801,1122376,473807,673423,535.306,0.50,0.00,0.53,0.5,0
505152,449088,56063,1122376,673423,1066422,754.436,0.59,0.14,0.75,0.73,1
0,0,0,0,0,0,700.630,0.56,0.12,0.70,0.68,0
1093440,505151,55950,2429780,1066422,1457867,1127.368,1.11,0.00,1.13,1.11,0
1093440,971968,121472,2429780,1457867,2308334,1726.110,1.39,0.23,1.73,1.6199999999999999,1
0,0,0,0,0,0,1687.401,1.42,0.23,1.69,1.65,0
1536000,1093440,27258,3413376,2308334,3280279,3208.837,3.19,0.02,3.21,3.21,0
0,0,0,0,0,0,0.155,0.00,0.00,0.00,0.0,0
1536000,1365376,1232247,3413376,3280279,3413375,3920.576,3.88,0.00,3.92,3.88,0
1536000,1535999,1535997,3413376,3413375,3413375,3842.273,3.83,0.00,3.84,3.83,0
1536000,1535999,1535999,3413376,3413375,3413375,3828.677,3.80,0.00,3.83,3.8,0
1536000,1535999,1535995,3413376,3413375,3413375,4843.748,4.78,0.00,4.84,4.78,0
1536000,1535999,1535999,3413376,3413375,3413375,3791.393,3.80,0.00,3.79,3.8,0
1536000,1535999,1535999,3413376,3413375,3413375,3786.032,3.77,0.00,3.79,3.77,0
1536000,1535999,1535999,3413376,3413375,3413375,3825.851,3.81,0.00,3.83,3.81,0
1536000,1535999,1535998,3413376,3413375,3413375,4796.235,4.78,0.00,4.80,4.78,0
1536000,1535999,1535999,3413376,3413375,3413375,3798.539,3.78,0.00,3.80,3.78,0
