DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.501,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.487,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.055,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.333,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.138,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,2.710,0.02,0.00,0.00,0.02,0
1536,1407,127,3308,1983,2617,2.103,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.459,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.137,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,2.292,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,2.628,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.875,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.290,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.557,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,5.920,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.664,0.00,0.00,0.01,0.0,0
10880,5376,407,23976,11746,14383,12.895,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18405,12.757,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18405,23928,12.436,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.255,0.00,0.00,0.01,0.0,0
21888,10879,1070,48396,23928,29035,23.820,0.03,0.00,0.02,0.03,0
21888,19520,2368,48396,29035,39330,27.732,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.373,0.03,0.00,0.03,0.03,0
44288,21888,2233,98260,39330,58955,45.916,0.03,0.00,0.05,0.03,0
44288,39424,4863,98260,58955,93488,61.728,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,70.093,0.05,0.00,0.07,0.05,0
99712,44287,1017,221480,93488,132887,127.929,0.11,0.00,0.13,0.11,0
99712,88640,11071,221480,132887,210423,149.437,0.11,0.03,0.15,0.14,1
0,0,0,0,0,0,160.882,0.16,0.02,0.16,0.18,0
224448,99711,10921,498636,210423,299179,245.936,0.22,0.00,0.25,0.22,0
224448,199552,24895,498636,299179,473809,324.573,0.28,0.02,0.33,0.30000000000000004,1
0,0,0,0,0,0,367.470,0.34,0.00,0.37,0.34,0
505088,224447,24869,1122260,473809,673355,529.338,0.53,0.00,0.53,0.53,0
505088,449024,56064,1122260,673355,1066290,761.144,0.69,0.08,0.76,0.7699999999999999,1
0,0,0,0,0,0,0.120,0.00,0.00,0.00,0.0,0
552960,505088,394690,1228800,1066290,1122259,1389.512,1.30,0.00,1.39,1.3,0
552960,552959,524280,1228800,1228800,1228800,1810.354,1.75,0.00,1.81,1.75,0
552960,552959,552959,1228800,1228800,1228800,1381.721,1.34,0.00,1.38,1.34,0
552960,552959,552955,1228800,1228800,1228799,1736.430,1.73,0.00,1.74,1.73,0
552960,552959,552959,1228800,1228799,1228799,1375.563,1.36,0.00,1.38,1.36,0
552960,552959,552959,1228800,1228799,1228799,1373.562,1.38,0.00,1.37,1.38,0
552960,552959,552959,1228800,1228799,1228799,1377.606,1.38,0.00,1.38,1.38,0
552960,552959,552958,1228800,1228799,1228799,1730.692,1.73,0.00,1.73,1.73,0
552960,552959,552959,1228800,1228799,1228799,1384.356,1.36,0.00,1.38,1.36,0
