DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.749,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.342,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.470,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.295,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.574,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1984,2.743,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1984,2617,2.006,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.720,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.698,0.00,0.00,0.01,0.0,0
2688,2431,255,5768,3460,4512,3.388,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5755,3.449,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.102,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,9.023,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.075,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11747,7.423,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.919,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11747,14384,14.569,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,12.429,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.783,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.192,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,24.560,0.05,0.00,0.02,0.05,0
21888,18427,2367,48396,29035,43096,32.905,0.03,0.00,0.03,0.03,1
0,0,0,0,0,0,39.609,0.02,0.00,0.04,0.02,0
47040,21887,2350,104340,43096,62604,50.295,0.03,0.00,0.05,0.03,0
47040,41856,5183,104340,62604,99251,71.139,0.06,0.00,0.07,0.06,1
0,0,0,0,0,0,76.621,0.05,0.02,0.08,0.07,0
105920,47039,1341,235136,99251,141079,135.253,0.12,0.00,0.13,0.12,0
105920,94208,11711,235136,141079,223545,159.925,0.14,0.00,0.16,0.14,1
0,0,0,0,0,0,208.505,0.16,0.00,0.21,0.16,0
238464,105919,11602,529716,223545,317827,310.700,0.28,0.00,0.31,0.28,0
238464,212032,26431,529716,317827,503402,355.523,0.28,0.06,0.36,0.34,1
0,0,0,0,0,0,365.464,0.31,0.03,0.37,0.33999999999999997,0
368640,216079,26276,819200,503402,691188,579.760,0.55,0.00,0.58,0.55,0
0,0,0,0,0,0,0.112,0.00,0.00,0.00,0.0,0
368640,327680,199639,819200,691188,819199,917.551,0.88,0.03,0.92,0.91,0
368640,368639,339955,819200,819199,819199,1387.869,1.27,0.00,1.39,1.27,0
368640,368639,368639,819200,819199,819199,962.142,0.92,0.00,0.96,0.92,0
368640,368639,368635,819200,819199,819199,1314.481,1.23,0.00,1.31,1.23,0
368640,368639,368639,819200,819199,819199,1034.580,1.03,0.00,1.04,1.03,0
368640,368639,368639,819200,819199,819199,1035.831,0.95,0.00,1.04,0.95,0
368640,368639,368639,819200,819199,819199,958.352,0.94,0.00,0.96,0.94,0
368640,368639,368638,819200,819199,819199,1184.911,1.16,0.00,1.18,1.16,0
368640,368639,368639,819200,819199,819199,962.955,0.92,0.00,0.96,0.92,0
