DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.761,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.599,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.536,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,2.043,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.426,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.613,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,2.263,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.511,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,5.656,0.00,0.00,0.01,0.0,0
2688,2431,256,5768,3460,4512,3.796,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.898,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,4.028,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,10.906,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.537,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.313,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.619,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,14.557,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,13.746,0.00,0.00,0.02,0.0,1
10880,10879,1151,23976,18415,23936,12.618,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,12.713,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,26.173,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29036,41010,31.261,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,37.257,0.02,0.02,0.04,0.04,0
45568,21887,2183,101140,41010,60683,48.130,0.05,0.00,0.05,0.05,0
45568,40512,5055,101140,60683,96114,65.675,0.06,0.00,0.07,0.06,1
0,0,0,0,0,0,73.770,0.06,0.00,0.07,0.06,0
102592,45567,1083,227880,96114,136727,133.734,0.14,0.00,0.13,0.14,0
102592,91200,11392,227880,136727,216507,151.512,0.12,0.02,0.15,0.13999999999999999,1
0,0,0,0,0,0,170.886,0.12,0.03,0.17,0.15,0
230848,102592,11377,512820,216507,307691,251.308,0.23,0.00,0.25,0.23,0
230848,205248,25599,512820,307691,487314,344.813,0.31,0.03,0.35,0.33999999999999997,1
0,0,0,0,0,0,390.410,0.27,0.11,0.39,0.38,0
518976,230847,25508,1153260,487314,691955,563.762,0.53,0.00,0.56,0.53,0
518976,461312,57664,1153260,691955,1095575,800.299,0.69,0.09,0.80,0.7799999999999999,1
0,0,0,0,0,0,750.346,0.56,0.17,0.75,0.7300000000000001,0
1126976,518976,57544,2504296,1095575,1502575,1193.135,1.16,0.02,1.19,1.18,0
1126976,1001792,125184,2504296,1502575,2379155,1817.395,1.56,0.22,1.82,1.78,1
0,0,0,0,0,0,1764.491,1.47,0.30,1.76,1.77,0
2535872,1126976,30796,5635168,2379155,3381099,3469.010,3.45,0.02,3.47,3.47,0
2535872,2254144,281727,5635168,3381099,5353482,5042.712,3.52,1.45,5.04,4.97,1
0,0,0,0,0,0,5002.142,3.11,1.83,5.00,4.9399999999999995,0
4761600,2535871,281675,10581376,5353482,7607651,6507.496,6.34,0.00,6.51,6.34,0
0,0,0,0,0,0,13101.049,7.42,4.78,13.10,12.2,0
4761600,4127585,1137643,10581376,7607651,10581375,90137.041,8.48,31.48,90.14,39.96,0
4761600,4761599,4761576,10581376,10581375,10581375,72276.414,11.19,33.00,72.28,44.19,0
4761600,4761599,4368383,10581376,10581375,10581376,90168.413,13.72,31.62,90.17,45.34,0
4761600,4761599,4761599,10581376,10581376,10581376,65400.409,10.61,27.91,65.40,38.519999999999996,0
4761600,4761599,4761595,10581376,10581376,10581375,148105.903,12.62,61.14,148.11,73.76,0
4761600,4761599,4761599,10581376,10581375,10581375,86527.060,10.33,37.36,86.53,47.69,0
4761600,4761599,4761599,10581376,10581375,10581375,77666.689,10.33,27.61,77.67,37.94,0
4761600,4761599,4761599,10581376,10581375,10581375,71695.954,11.11,29.80,71.70,40.91,0
4761600,4761599,4761598,10581376,10581375,10581375,136678.002,13.47,55.52,136.68,68.99000000000001,0
4761600,4761599,4761599,10581376,10581375,10581375,72508.794,10.81,30.30,72.51,41.11,0
