DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.813,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.106,0.00,0.00,0.00,0.0,0
1152,1151,41,1600,439,959,2.212,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.407,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.238,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.410,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1983,2617,1.766,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.127,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.160,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4513,2.938,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4513,5755,3.542,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.466,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7131,9.014,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7131,9026,5.636,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9026,11746,6.450,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.561,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,13.802,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18414,12.272,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18414,23936,11.714,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.521,0.00,0.00,0.01,0.0,0
21888,10879,1079,48396,23936,29035,26.150,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29035,39355,29.303,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.322,0.03,0.00,0.04,0.03,0
44288,21887,2255,98260,39355,58956,47.442,0.03,0.00,0.05,0.03,0
44288,39424,4863,98260,58956,93487,62.115,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,69.209,0.05,0.02,0.07,0.07,0
99712,44287,1014,221480,93487,132887,128.128,0.12,0.00,0.13,0.12,0
99712,88640,11072,221480,132887,210425,155.107,0.12,0.00,0.15,0.12,1
0,0,0,0,0,0,166.698,0.14,0.02,0.17,0.16,0
224448,99712,10927,498636,210425,299179,247.191,0.25,0.00,0.25,0.25,0
224448,199552,24895,498636,299179,473807,334.412,0.30,0.03,0.33,0.32999999999999996,1
0,0,0,0,0,0,379.634,0.30,0.08,0.38,0.38,0
505088,224447,24862,1122260,473807,673355,540.107,0.55,0.00,0.54,0.55,0
505088,449024,56064,1122260,673355,1066285,762.825,0.56,0.17,0.76,0.7300000000000001,1
0,0,0,0,0,0,733.331,0.62,0.09,0.73,0.71,0
1098304,505088,55992,2440468,1066285,1464279,1382.947,1.30,0.00,1.38,1.3,0
1098304,976320,121984,2440468,1464279,2318585,1953.317,1.58,0.27,1.95,1.85,1
0,0,0,0,0,0,1852.679,1.44,0.36,1.85,1.7999999999999998,0
2471296,1098304,27651,5491668,2318585,3295000,3911.425,3.75,0.00,3.91,3.75,0
2471296,2196736,274560,5491668,3295000,5217143,3847.603,3.42,0.42,3.85,3.84,1
0,0,0,0,0,0,3819.979,3.14,0.64,3.82,3.7800000000000002,0
4270080,2471296,274373,9489088,5217143,7414039,6191.421,6.06,0.00,6.19,6.06,0
0,0,0,0,0,0,8938.900,6.97,1.80,8.94,8.77,0
4270080,3795648,1720570,9489088,7414039,9489087,12337.593,8.31,1.45,12.34,9.76,0
4270080,4270079,4270067,9489088,9489087,9489087,10994.379,10.92,0.00,10.99,10.92,0
4270080,4270079,3876864,9489088,9489087,9489087,13299.883,12.64,0.53,13.30,13.17,0
4270080,4270079,4270079,9489088,9489087,9489087,10780.127,10.66,0.00,10.78,10.66,0
4270080,4270079,4270075,9489088,9489087,9489087,13483.309,13.31,0.02,13.48,13.33,0
4270080,4270079,4270079,9489088,9489087,9489087,10751.207,10.75,0.00,10.75,10.75,0
4270080,4270079,4270079,9489088,9489087,9489087,10731.742,10.67,0.00,10.73,10.67,0
4270080,4270079,4270079,9489088,9489087,9489087,10704.914,10.67,0.00,10.70,10.67,0
4270080,4270079,4270078,9489088,9489087,9489087,13406.430,13.36,0.00,13.41,13.36,0
4270080,4270079,4270079,9489088,9489087,9489087,11415.906,11.06,0.00,11.42,11.06,0
