DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.576,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.254,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,960,1.995,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,960,1375,1.412,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.105,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,2.641,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,1.575,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.704,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,3.478,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,2.268,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,2.752,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.788,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.339,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,4.990,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11747,5.447,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.620,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11747,14383,13.637,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,12.743,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.894,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.400,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,24.774,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29035,41022,32.663,0.03,0.00,0.03,0.03,1
0,0,0,0,0,0,36.244,0.03,0.00,0.04,0.03,0
45568,21887,2194,101140,41022,60683,50.940,0.03,0.00,0.05,0.03,0
45568,40512,5055,101140,60683,96114,64.606,0.06,0.00,0.06,0.06,1
0,0,0,0,0,0,76.184,0.06,0.00,0.08,0.06,0
102592,45567,1078,227880,96114,136727,137.887,0.12,0.00,0.14,0.12,0
102592,91200,11391,227880,136727,216506,154.865,0.12,0.03,0.15,0.15,1
0,0,0,0,0,0,175.103,0.16,0.02,0.17,0.18,0
230848,102591,11373,512820,216506,307691,253.973,0.25,0.00,0.25,0.25,0
230848,205248,25599,512820,307691,487314,344.436,0.31,0.02,0.34,0.33,1
0,0,0,0,0,0,395.131,0.31,0.06,0.39,0.37,0
518976,230847,25508,1153260,487314,691955,550.284,0.56,0.00,0.55,0.56,0
518976,461312,57663,1153260,691955,1095577,779.382,0.69,0.08,0.78,0.7699999999999999,1
0,0,0,0,0,0,729.109,0.59,0.12,0.73,0.71,0
1126976,518975,57551,2504296,1095577,1502575,1179.380,1.19,0.00,1.18,1.19,0
1126976,1001792,125183,2504296,1502575,2379152,1770.629,1.55,0.19,1.77,1.74,1
0,0,0,0,0,0,1683.790,1.39,0.27,1.68,1.66,0
1966080,1126975,30790,4369088,2379152,3381099,3329.151,3.31,0.02,3.33,3.33,0
0,0,0,0,0,0,3188.968,2.89,0.28,3.19,3.17,0
1966080,1747648,759630,4369088,3381099,4369088,4734.149,4.56,0.00,4.73,4.56,0
1966080,1966079,1966065,4369088,4369088,4369088,5118.271,4.92,0.02,5.12,4.9399999999999995,0
1966080,1966079,1966079,4369088,4369088,4369088,4798.352,4.78,0.00,4.80,4.78,0
1966080,1966079,1835003,4369088,4369088,4369088,6147.031,6.12,0.00,6.15,6.12,0
1966080,1966079,1966079,4369088,4369088,4369088,4951.450,4.84,0.00,4.95,4.84,0
1966080,1966079,1966079,4369088,4369088,4369088,4882.330,4.80,0.00,4.89,4.8,0
1966080,1966079,1966079,4369088,4369088,4369088,4879.054,4.86,0.00,4.88,4.86,0
1966080,1966079,1966078,4369088,4369088,4369087,6137.227,6.06,0.00,6.14,6.06,0
1966080,1966079,1966079,4369088,4369087,4369087,5045.888,4.97,0.00,5.05,4.97,0
