DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.013,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.370,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.029,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.518,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.535,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.179,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.779,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.658,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.263,0.00,0.00,0.01,0.0,0
2688,2431,256,5768,3460,4512,2.850,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,4.003,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,4.194,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.828,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.902,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.105,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.474,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11746,14383,15.004,0.02,0.00,0.02,0.02,0
10880,9728,1152,23976,14383,18415,13.718,0.00,0.00,0.01,0.0,1
10880,10880,1151,23976,18415,23936,11.619,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.112,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,24.817,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29035,39348,27.200,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.230,0.03,0.00,0.04,0.03,0
44288,21887,2248,98260,39348,58955,45.409,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93487,61.748,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,71.261,0.05,0.02,0.07,0.07,0
99712,44287,1012,221480,93487,132887,131.688,0.12,0.00,0.13,0.12,0
99712,88640,11071,221480,132887,210430,150.580,0.09,0.02,0.15,0.11,1
0,0,0,0,0,0,172.421,0.12,0.02,0.17,0.13999999999999999,0
224448,99711,10930,498636,210430,299179,256.146,0.27,0.00,0.26,0.27,0
224448,199552,24895,498636,299179,473810,346.891,0.27,0.03,0.35,0.30000000000000004,1
0,0,0,0,0,0,396.608,0.28,0.06,0.40,0.34,0
505152,224447,24804,1122376,473810,673423,540.545,0.55,0.00,0.54,0.55,0
505152,449088,56064,1122376,673423,1066421,772.852,0.72,0.06,0.77,0.78,1
0,0,0,0,0,0,726.270,0.59,0.11,0.73,0.7,0
1098496,505152,55886,2440980,1066421,1464587,1142.958,1.14,0.02,1.14,1.16,0
1098496,976448,122048,2440980,1464587,2318959,1750.495,1.45,0.28,1.75,1.73,1
0,0,0,0,0,0,1705.266,1.47,0.23,1.71,1.7,0
2471680,1098496,27707,5492520,2318959,3295511,3352.367,3.28,0.00,3.35,3.28,0
2471680,2197056,274623,5492520,3295511,5217915,3903.506,3.17,0.69,3.90,3.86,1
0,0,0,0,0,0,3794.897,3.28,0.48,3.80,3.76,0
3532800,2471679,274485,7850688,5217915,7415083,6096.782,6.03,0.00,6.10,6.03,0
0,0,0,0,0,0,0.116,0.00,0.00,0.00,0.0,0
3532800,3140288,2704654,7850688,7415083,7850687,8990.227,8.77,0.08,8.99,8.85,0
3532800,3532800,3532795,7850688,7850687,7850687,9241.784,9.20,0.00,9.24,9.2,0
3532800,3532799,3401727,7850688,7850687,7850688,10627.526,10.56,0.00,10.63,10.56,0
3532800,3532799,3532799,7850688,7850688,7850688,8758.952,8.70,0.00,8.76,8.7,0
3532800,3532799,3532795,7850688,7850688,7850687,11088.715,11.03,0.02,11.09,11.049999999999999,0
3532800,3532799,3532799,7850688,7850687,7850687,8945.172,8.86,0.00,8.94,8.86,0
3532800,3532799,3532799,7850688,7850687,7850687,8861.889,8.78,0.00,8.86,8.78,0
3532800,3532799,3532799,7850688,7850688,7850688,8747.401,8.70,0.00,8.75,8.7,0
3532800,3532799,3532798,7850688,7850688,7850687,11198.642,11.09,0.02,11.20,11.11,0
3532800,3532799,3532798,7850688,7850687,7850687,9025.214,8.67,0.00,9.02,8.67,0
