DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.583,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.318,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.047,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1374,1.347,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,0.962,0.00,0.00,0.00,0.0,0
1536,1151,34,3308,1374,1983,2.348,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,1.554,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.380,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.094,0.00,0.00,0.00,0.0,0
2688,2432,256,5768,3460,4512,2.681,0.00,0.00,0.00,0.0,1
2688,2688,256,5768,4512,5755,2.866,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.203,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,8.658,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.096,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,5.831,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,4.968,0.00,0.00,0.00,0.0,0
10816,5376,465,23876,11746,14323,12.964,0.02,0.00,0.01,0.02,0
10816,9664,1151,23876,14323,18341,11.622,0.00,0.00,0.01,0.0,1
10816,10815,1151,23876,18341,23830,12.078,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,10.941,0.00,0.00,0.01,0.0,0
21760,10815,1041,48228,23830,28935,24.440,0.03,0.00,0.03,0.03,0
21760,19392,2367,48228,28935,40653,30.534,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.129,0.02,0.02,0.04,0.04,0
45184,21759,2253,100220,40653,60131,46.153,0.05,0.00,0.05,0.05,0
45184,40192,4991,100220,60131,95306,62.586,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,70.215,0.05,0.02,0.07,0.07,0
101760,45183,1073,225916,95306,135547,132.693,0.12,0.00,0.13,0.12,0
101760,90496,11263,225916,135547,214753,150.353,0.12,0.02,0.15,0.13999999999999999,1
0,0,0,0,0,0,169.781,0.16,0.00,0.17,0.16,0
229056,101759,11140,508908,214753,305343,249.162,0.27,0.00,0.25,0.27,0
229056,203648,25407,508908,305343,483556,342.204,0.30,0.03,0.34,0.32999999999999996,1
0,0,0,0,0,0,395.338,0.36,0.03,0.40,0.39,0
515520,229055,25237,1145576,483556,687343,552.688,0.56,0.00,0.55,0.56,0
515520,458240,57280,1145576,687343,1088276,784.346,0.66,0.12,0.78,0.78,1
0,0,0,0,0,0,739.511,0.62,0.08,0.74,0.7,0
1121664,515520,57228,2492448,1088276,1495467,1181.944,1.17,0.02,1.18,1.19,0
1121664,997056,124608,2492448,1495467,2367885,1772.271,1.42,0.33,1.77,1.75,1
0,0,0,0,0,0,1720.601,1.41,0.31,1.72,1.72,0
2523840,1121664,30286,5608380,2367885,3365027,3423.016,3.39,0.00,3.42,3.39,0
2523840,2243456,280384,5608380,3365027,5328067,3905.814,3.23,0.64,3.91,3.87,1
0,0,0,0,0,0,4224.847,3.58,0.61,4.22,4.19,0
3194880,2523840,752100,7099776,5328067,7099776,6927.604,6.86,0.00,6.93,6.86,0
3194880,3194879,3194857,7099776,7099776,7099776,8493.351,8.44,0.00,8.49,8.44,0
3194880,3194879,3194879,7099776,7099776,7099776,7832.803,7.78,0.00,7.83,7.78,0
3194880,3194879,3063803,7099776,7099776,7099775,10191.832,10.20,0.00,10.19,10.2,0
3194880,3194879,3194879,7099776,7099775,7099775,7976.216,7.94,0.00,7.98,7.94,0
3194880,3194879,3194879,7099776,7099775,7099775,7973.335,7.95,0.00,7.97,7.95,0
3194880,3194879,3194879,7099776,7099775,7099775,7959.266,7.89,0.00,7.96,7.89,0
3194880,3194879,3194878,7099776,7099775,7099775,10035.464,10.03,0.00,10.04,10.03,0
3194880,3194879,3194879,7099776,7099775,7099775,7972.189,7.88,0.00,7.97,7.88,0
