DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.780,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.424,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,960,2.144,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,960,1374,1.801,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.310,0.00,0.00,0.00,0.0,0
1536,1151,34,3308,1374,1983,3.261,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1983,2617,1.825,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.002,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.326,0.00,0.00,0.00,0.0,0
2688,2432,256,5768,3460,4512,2.648,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.736,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.361,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.463,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.180,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,7.096,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.840,0.00,0.00,0.01,0.0,0
10816,5376,458,23876,11746,14323,13.551,0.02,0.00,0.01,0.02,0
10816,9664,1152,23876,14323,18337,15.029,0.00,0.02,0.02,0.02,1
10816,10815,1152,23876,18337,23825,11.593,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.739,0.00,0.00,0.01,0.0,0
21760,10815,1036,48228,23825,28936,25.150,0.03,0.00,0.02,0.03,0
21760,19391,2367,48228,28936,38984,27.461,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.553,0.03,0.00,0.04,0.03,0
43776,21759,2367,97252,38984,58350,45.935,0.05,0.00,0.05,0.05,0
43776,38912,4863,97252,58350,90322,59.991,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,71.114,0.02,0.05,0.07,0.07,0
97024,43775,2957,215528,90322,129315,126.856,0.12,0.00,0.13,0.12,0
97024,86272,10751,215528,129315,204809,144.701,0.12,0.02,0.15,0.13999999999999999,1
0,0,0,0,0,0,167.288,0.16,0.00,0.17,0.16,0
218368,97023,10687,485196,204809,291116,251.178,0.23,0.00,0.25,0.23,0
218368,194112,24255,485196,291116,460942,329.271,0.25,0.08,0.33,0.33,1
0,0,0,0,0,0,367.740,0.31,0.03,0.37,0.33999999999999997,0
491456,218367,24096,1091976,460942,655183,585.202,0.58,0.00,0.59,0.58,0
491456,436864,54592,1091976,655183,1037427,752.108,0.62,0.09,0.75,0.71,1
0,0,0,0,0,0,718.265,0.53,0.16,0.72,0.6900000000000001,0
1037952,426617,54545,2306360,1037427,1383815,1111.733,1.11,0.00,1.11,1.11,0
1037952,922688,115264,2306360,1383815,2191212,1611.433,1.52,0.09,1.61,1.61,1
0,0,0,0,0,0,1540.876,1.19,0.33,1.54,1.52,0
2286336,1037952,53775,5080636,2191212,3048379,3155.931,3.12,0.02,3.16,3.14,0
2286336,2032320,254015,5080636,3048379,4826654,3614.901,3.19,0.41,3.62,3.6,1
0,0,0,0,0,0,3530.125,2.89,0.61,3.53,3.5,0
3624960,2286335,253956,8055488,4826654,6859007,5658.215,5.62,0.00,5.66,5.62,0
0,0,0,0,0,0,0.121,0.00,0.00,0.00,0.0,0
3624960,3222208,2025698,8055488,6859007,8055487,9017.936,8.69,0.30,9.02,8.99,0
3624960,3624960,3624946,8055488,8055487,8055487,9997.375,9.95,0.00,10.00,9.95,0
3624960,3624959,3493887,8055488,8055487,8055487,11015.581,10.95,0.02,11.01,10.969999999999999,0
3624960,3532459,3532459,8055488,8055487,8055487,9112.583,9.05,0.00,9.11,9.05,0
3624960,3532459,3532454,8055488,8055487,8055487,11349.238,11.28,0.00,11.35,11.28,0
