DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.590,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.324,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,960,2.043,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,960,1375,1.564,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.248,0.02,0.00,0.00,0.02,0
1536,1152,35,3308,1375,1983,3.272,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.856,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.935,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.279,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,3.366,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.552,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.650,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.796,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.297,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.946,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.483,0.00,0.00,0.01,0.0,0
10880,5376,394,23976,11746,14384,15.229,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18425,12.860,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18425,23948,13.228,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,12.201,0.00,0.00,0.01,0.0,0
21888,10879,1091,48396,23948,29035,25.131,0.03,0.00,0.03,0.03,0
21888,19520,2368,48396,29035,39349,27.305,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.361,0.02,0.02,0.04,0.04,0
44224,21888,2367,98068,39349,58839,48.638,0.02,0.00,0.05,0.02,0
44224,39360,4863,98068,58839,91256,60.364,0.02,0.03,0.06,0.05,1
0,0,0,0,0,0,71.757,0.05,0.02,0.07,0.07,0
98112,44223,2951,217848,91256,130707,129.053,0.12,0.00,0.13,0.12,0
98112,87232,10880,217848,130707,207032,149.122,0.09,0.03,0.15,0.12,1
0,0,0,0,0,0,175.866,0.11,0.06,0.18,0.16999999999999998,0
220864,98112,10711,490660,207032,294395,256.170,0.25,0.00,0.26,0.25,0
220864,196352,24512,490660,294395,466206,341.828,0.31,0.03,0.34,0.33999999999999997,1
0,0,0,0,0,0,391.875,0.33,0.05,0.39,0.38,0
497024,220864,24471,1104280,466206,662567,541.103,0.55,0.00,0.54,0.55,0
497024,441856,55167,1104280,662567,1049230,828.529,0.77,0.05,0.83,0.8200000000000001,1
0,0,0,0,0,0,729.841,0.59,0.11,0.73,0.7,0
1077632,497023,55128,2394500,1049230,1436699,1182.910,1.14,0.00,1.18,1.14,0
1077632,957952,119680,2394500,1436699,2274940,1784.186,1.38,0.28,1.78,1.66,1
0,0,0,0,0,0,1679.207,1.44,0.22,1.68,1.66,0
2424768,1077632,25432,5388176,2274940,3232903,3368.204,3.34,0.00,3.37,3.34,0
2424768,2155392,269376,5388176,3232903,5118889,3823.490,3.27,0.55,3.82,3.8200000000000003,1
0,0,0,0,0,0,3588.592,2.88,0.66,3.59,3.54,0
3502080,2424768,269375,7782400,5118889,7274254,5971.558,5.92,0.00,5.97,5.92,0
0,0,0,0,0,0,0.124,0.00,0.00,0.00,0.0,0
3502080,3112960,2604787,7782400,7274254,7782399,8731.688,8.61,0.11,8.73,8.719999999999999,0
3502080,3502079,3502074,7782400,7782399,7782399,9130.556,9.09,0.00,9.13,9.09,0
3502080,3502079,3371007,7782400,7782399,7782399,10465.044,10.33,0.02,10.46,10.35,0
3502080,3502079,3502079,7782400,7782399,7782399,8600.995,8.55,0.00,8.60,8.55,0
3502080,3502079,3502075,7782400,7782399,7782399,10965.760,10.95,0.00,10.97,10.95,0
3502080,3502079,3502079,7782400,7782399,7782399,8632.609,8.59,0.00,8.63,8.59,0
3502080,3502079,3502079,7782400,7782399,7782399,8627.288,8.58,0.00,8.63,8.58,0
3502080,3502079,3502079,7782400,7782399,7782399,8631.745,8.56,0.00,8.63,8.56,0
3502080,3502079,3502078,7782400,7782399,7782399,10885.170,10.83,0.00,10.88,10.83,0
3502080,3502079,3502078,7782400,7782399,7782399,8589.066,8.56,0.00,8.59,8.56,0
