DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.723,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.492,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.309,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.579,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.227,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,2.630,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.767,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.619,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.326,0.00,0.00,0.01,0.0,0
2688,2431,256,5768,3460,4512,2.551,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,2.534,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.900,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.888,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.058,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,6.133,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,5.268,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,13.109,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,12.585,0.02,0.00,0.01,0.02,1
10880,10879,1151,23976,18415,23936,12.393,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,10.815,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,23.686,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29035,39358,27.872,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.459,0.03,0.00,0.04,0.03,0
44288,21887,2258,98260,39358,58956,46.461,0.03,0.00,0.05,0.03,0
44288,39424,4864,98260,58956,93487,59.693,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,67.647,0.05,0.02,0.07,0.07,0
99840,44288,891,221688,93487,133011,124.255,0.11,0.00,0.12,0.11,0
99840,88768,11071,221688,133011,210681,151.585,0.12,0.02,0.15,0.13999999999999999,1
0,0,0,0,0,0,166.594,0.12,0.03,0.17,0.15,0
224704,99839,10907,499300,210681,299579,257.341,0.22,0.00,0.26,0.22,0
224704,199744,24959,499300,299579,474335,365.639,0.25,0.06,0.37,0.31,1
0,0,0,0,0,0,391.923,0.28,0.05,0.39,0.33,0
337920,224703,24794,750976,474335,674211,577.118,0.56,0.00,0.58,0.56,0
0,0,0,0,0,0,0.112,0.00,0.00,0.00,0.0,0
337920,300416,251983,750976,674211,722619,905.084,0.83,0.00,0.91,0.83,0
337920,337920,337914,750976,750975,722303,1068.607,0.97,0.00,1.07,0.97,0
337920,337920,337920,750976,750975,750975,867.512,0.84,0.00,0.87,0.84,0
337920,337920,337920,750976,750975,750971,1024.755,1.02,0.00,1.03,1.02,0
337920,337920,337920,750976,750975,750975,859.217,0.86,0.00,0.86,0.86,0
337920,337920,337920,750976,750975,750975,861.880,0.84,0.00,0.86,0.84,0
337920,337920,337920,750976,750976,750976,867.955,0.86,0.00,0.87,0.86,0
337920,337920,337920,750976,750976,750974,1017.138,1.02,0.00,1.02,1.02,0
337920,337920,337920,750976,750975,750975,870.195,0.84,0.00,0.87,0.84,0
337920,337920,337920,750976,750975,750973,1014.669,1.02,0.00,1.01,1.02,0
