DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.508,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.424,0.00,0.00,0.00,0.0,0
1152,1151,41,1600,439,960,2.433,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,960,1375,1.399,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.406,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1984,3.408,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1984,2617,1.948,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.567,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.242,0.00,0.00,0.00,0.0,0
2688,2432,255,5768,3460,4509,3.484,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4509,5753,3.208,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.330,0.00,0.00,0.00,0.0,0
5376,2688,0,11884,5753,7129,9.561,0.00,0.00,0.01,0.0,0
5376,4800,575,11884,7129,9024,5.170,0.00,0.00,0.01,0.0,1
5376,5375,576,11884,9024,11744,6.623,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,5.221,0.00,0.00,0.00,0.0,0
10816,5376,448,23868,11744,14320,14.570,0.02,0.00,0.01,0.02,0
10816,9664,1151,23868,14320,18348,12.590,0.00,0.00,0.01,0.0,1
10816,10815,1151,23868,18348,23836,11.460,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.213,0.00,0.00,0.01,0.0,0
21760,10815,1053,48216,23836,28927,24.807,0.03,0.00,0.03,0.03,0
21760,19392,2368,48216,28927,40652,30.141,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.281,0.03,0.00,0.04,0.03,0
45120,21760,2262,100200,40652,60119,47.229,0.05,0.00,0.05,0.05,0
45120,40128,4991,100200,60119,95231,64.901,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,71.852,0.06,0.00,0.07,0.06,0
101632,45119,1075,225676,95231,135403,131.850,0.12,0.00,0.13,0.12,0
101632,90368,11263,225676,135403,214480,157.777,0.14,0.00,0.16,0.14,1
0,0,0,0,0,0,174.040,0.16,0.00,0.17,0.16,0
228736,101631,11165,508188,214480,304911,288.355,0.28,0.00,0.29,0.28,0
228736,203328,25407,508188,304911,482802,346.463,0.33,0.02,0.35,0.35000000000000003,1
0,0,0,0,0,0,398.122,0.36,0.05,0.40,0.41,0
514752,228735,25268,1143736,482802,686239,557.712,0.53,0.00,0.56,0.53,0
514752,457600,57152,1143736,686239,1086661,768.797,0.67,0.08,0.77,0.75,1
0,0,0,0,0,0,734.092,0.62,0.11,0.73,0.73,0
1120000,514752,57068,2488740,1086661,1493243,1188.584,1.16,0.00,1.19,1.16,0
1120000,995584,124415,2488740,1493243,2364383,1740.612,1.55,0.17,1.74,1.72,1
0,0,0,0,0,0,0.115,0.00,0.00,0.00,0.0,0
1320960,1119999,901404,2935488,2364383,2488739,3387.776,3.28,0.03,3.39,3.3099999999999996,0
1320960,1320960,1320952,2935488,2935487,2935487,3413.134,3.38,0.00,3.41,3.38,0
1320960,1320959,1320959,2935488,2935487,2935487,3354.367,3.33,0.00,3.35,3.33,0
1320960,1320959,1320955,2935488,2935487,2935488,4156.906,4.12,0.00,4.16,4.12,0
1320960,1320959,1320959,2935488,2935488,2935488,3313.750,3.27,0.00,3.31,3.27,0
1320960,1320959,1320959,2935488,2935488,2935488,3291.915,3.30,0.00,3.29,3.3,0
1320960,1320959,1320959,2935488,2935488,2935488,3326.237,3.33,0.00,3.33,3.33,0
1320960,1320959,1320958,2935488,2935488,2935487,4140.873,4.12,0.00,4.14,4.12,0
1320960,1320959,1320957,2935488,2935487,2935487,4231.803,4.17,0.00,4.23,4.17,0
