DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.894,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.102,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.999,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.841,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.266,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.508,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,2.434,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.937,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.985,0.00,0.00,0.01,0.0,0
2688,2431,256,5768,3460,4512,2.823,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,2.692,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,4.184,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,10.478,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.574,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,7.116,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.768,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11746,14383,13.962,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14383,18415,12.794,0.00,0.00,0.01,0.0,1
10880,10880,1151,23976,18415,23936,11.773,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.544,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,24.591,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29036,39350,28.403,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.250,0.00,0.03,0.03,0.03,0
44288,21887,2250,98260,39350,58955,47.021,0.05,0.00,0.05,0.05,0
44288,39424,4864,98260,58955,93487,63.186,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,72.676,0.06,0.00,0.07,0.06,0
99712,44288,1013,221480,93487,132887,133.542,0.11,0.00,0.13,0.11,0
99712,88640,11071,221480,132887,210430,164.972,0.09,0.02,0.16,0.11,1
0,0,0,0,0,0,178.928,0.17,0.00,0.18,0.17,0
224448,99711,10931,498636,210430,299179,247.451,0.23,0.00,0.25,0.23,0
224448,199552,24895,498636,299179,473811,345.947,0.25,0.08,0.35,0.33,1
0,0,0,0,0,0,386.640,0.30,0.08,0.39,0.38,0
505152,224447,24805,1122376,473811,673424,539.779,0.53,0.00,0.54,0.53,0
505152,449088,56064,1122376,673424,1066421,820.774,0.67,0.11,0.82,0.78,1
0,0,0,0,0,0,732.069,0.58,0.14,0.73,0.72,0
1097216,505152,55951,2438100,1066421,1462859,1168.121,1.12,0.02,1.17,1.1400000000000001,0
1097216,975360,121856,2438100,1462859,2316334,1744.214,1.50,0.22,1.74,1.72,1
0,0,0,0,0,0,1692.167,1.33,0.36,1.69,1.69,0
2334720,1097216,27640,5188288,2316334,3291671,3347.633,3.33,0.02,3.35,3.35,0
2334720,2075328,259391,5188288,3291671,5107573,3599.073,3.11,0.48,3.60,3.59,1
0,0,0,0,0,0,0.121,0.00,0.00,0.00,0.0,0
2334720,2334719,2253975,5188288,5107573,5188287,6358.717,6.30,0.03,6.36,6.33,0
2334720,2334719,2334719,5188288,5188287,5188287,5653.842,5.64,0.00,5.65,5.64,0
2334720,2334719,2203643,5188288,5188287,5188287,7299.295,7.27,0.00,7.30,7.27,0
2334720,2334719,2334719,5188288,5188287,5188287,5737.635,5.72,0.00,5.74,5.72,0
2334720,2334719,2334719,5188288,5188287,5188287,5725.106,5.69,0.00,5.73,5.69,0
2334720,2334719,2334719,5188288,5188287,5188287,5750.069,5.72,0.00,5.75,5.72,0
2334720,2334719,2334718,5188288,5188287,5188287,7242.353,7.22,0.02,7.24,7.239999999999999,0
2334720,2334719,2334716,5188288,5188287,5188287,7251.206,7.17,0.02,7.25,7.1899999999999995,0
