Throughput(%),Latency(Max GC pause time)(s),Application runtime(s),FULL GC,GC,XMX
52.91421686746987,0.00401,0.415,62,4,2
26.473901712583782,0.18095599999999998,2.686,19,44,500
9.133225919439582,0.340212,14.275,59,63,1000
6.493889971757071,0.454137,25.139,78,107,1500
19.953724648985983,0.622251,10.256,32,132,2000
5.203429743990611,0.7867029999999999,51.170,98,133,2500
