Throughput(%),Latency(Max GC pause time)(s),Application runtime(s),FULL GC,GC,XMX
53.366176470588236,0.004353,0.408,57,4,2
28.417398720682314,0.16245400000000002,2.345,20,40,500
13.5341594432914,0.337476,8.191,41,82,1000
12.378186825132246,0.5292720000000001,13.799,48,91,1500
4.0107279146902215,0.733351,56.078,138,108,2000
4.8295944764264505,0.8611340000000001,54.892,111,139,2500
