Throughput(%),Latency(Max GC pause time)(s),Application runtime(s),FULL GC,GC,XMX
54.488641975308624,0.004527,0.405,59,4,2
30.03330438558403,0.175036,2.303,19,40,500
6.6506320785751285,0.365863,21.279,92,73,1000
5.3437568244588505,0.516205,31.138,102,102,1500
20.835710029791485,0.6870069999999999,10.070,31,106,2000
13.382285301900424,0.847349,20.785,46,123,2500
