Throughput(%),Latency(Max GC pause time)(s),Application runtime(s),FULL GC,GC,XMX
52.54889434889435,0.004083,0.407,60,4,2
27.821024806832042,0.19359,2.459,19,39,500
21.586417212347982,0.321592,5.345,27,86,1000
4.724506265806582,0.492307,35.191,112,100,1500
20.15505178815711,0.637835,10.234,30,104,2000
4.391760667783913,0.787099,62.056,119,106,2500
