Throughput(%),Latency(Max GC pause time)(s),Application runtime(s),FULL GC,GC,XMX
59.12216494845359,0.003712,0.388,59,4,2
7.624936111657149,0.191886,10.174,67,45,500
5.5030953791469415,0.32392899999999997,20.256,80,66,1000
3.6343280606141093,0.499255,45.138,119,82,1500
17.618676903847884,0.652871,11.201,30,100,2000
7.166514107107986,0.8365499999999999,35.833,66,116,2500
