DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.331,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.438,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,960,2.643,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,960,1375,1.428,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.532,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.323,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,1.870,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.627,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.296,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,3.285,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,3.609,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.999,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.294,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.190,0.00,0.00,0.00,0.0,1
5376,5375,575,11888,9027,11747,6.204,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.065,0.00,0.00,0.01,0.0,0
10880,5375,387,23976,11747,14383,14.167,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14383,18415,12.061,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.479,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.775,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,24.722,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29036,39352,28.452,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.440,0.02,0.02,0.04,0.04,0
44288,21887,2253,98260,39352,58955,48.387,0.03,0.00,0.05,0.03,0
44288,39424,4864,98260,58955,93487,61.145,0.06,0.00,0.06,0.06,1
0,0,0,0,0,0,69.186,0.08,0.00,0.07,0.08,0
99712,44288,1014,221480,93487,132887,128.349,0.12,0.00,0.13,0.12,0
99712,88640,11071,221480,132887,210424,147.594,0.08,0.03,0.15,0.11,1
0,0,0,0,0,0,165.703,0.09,0.06,0.17,0.15,0
224448,99711,10926,498636,210424,299179,245.516,0.22,0.00,0.25,0.22,0
224448,199552,24895,498636,299179,473807,334.651,0.31,0.02,0.33,0.33,1
0,0,0,0,0,0,385.549,0.33,0.03,0.39,0.36,0
505152,224447,24801,1122376,473807,673423,535.218,0.53,0.00,0.54,0.53,0
505152,449088,56064,1122376,673423,1066421,772.730,0.66,0.09,0.77,0.75,1
0,0,0,0,0,0,726.756,0.59,0.12,0.73,0.71,0
1095936,505152,56012,2435220,1066421,1461131,1147.753,1.09,0.05,1.15,1.1400000000000001,0
1095936,974208,121727,2435220,1461131,2313583,1746.417,1.47,0.25,1.75,1.72,1
0,0,0,0,0,0,1691.148,1.36,0.33,1.69,1.6900000000000002,0
2465920,1095935,27451,5479720,2313583,3287831,3334.314,3.31,0.02,3.33,3.33,0
2465920,2191936,273983,5479720,3287831,5205754,3834.573,3.38,0.44,3.83,3.82,1
0,0,0,0,0,0,3761.597,3.05,0.69,3.76,3.7399999999999998,0
4485120,2465919,273969,9966976,5205754,7397675,6166.857,6.17,0.02,6.17,6.1899999999999995,0
0,0,0,0,0,0,10342.182,7.02,1.80,10.34,8.82,0
4485120,3986816,1417483,9966976,7397675,9966976,28956.288,10.78,11.95,28.96,22.729999999999997,0
4485120,4485119,4485102,9966976,9966976,9966976,17514.689,11.62,3.83,17.51,15.45,0
4485120,4485119,4091903,9966976,9966976,9966975,22524.779,14.20,7.70,22.53,21.9,0
4485120,4485119,4485119,9966976,9966975,9966975,48650.190,9.36,13.33,48.65,22.689999999999998,0
4485120,4485119,4485115,9966976,9966975,9966975,55322.727,14.84,26.88,55.32,41.72,0
4485120,4485119,4485119,9966976,9966975,9966975,39133.646,11.00,12.47,39.13,23.47,0
4485120,4485119,4485119,9966976,9966975,9966975,25312.407,12.45,8.45,25.31,20.9,0
4485120,4485119,4485119,9966976,9966975,9966975,29447.121,12.86,10.70,29.45,23.56,0
4485120,4485119,4485118,9966976,9966975,9966975,41285.759,16.48,16.92,41.29,33.400000000000006,0
4485120,4485119,4485118,9966976,9966975,9966975,46576.631,12.22,20.55,46.58,32.77,0
