DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.592,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.296,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.852,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,1.250,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.264,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1984,3.015,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1984,2617,2.137,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.599,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,4.059,0.00,0.00,0.00,0.0,0
2688,2432,256,5768,3459,4512,3.614,0.00,0.00,0.00,0.0,1
2688,2688,256,5768,4512,5754,3.028,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.049,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5754,7132,9.461,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,5.407,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11746,5.951,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.795,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,13.616,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,13.488,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,13.108,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.943,0.00,0.00,0.01,0.0,0
21888,10879,1079,48396,23936,29035,27.084,0.02,0.00,0.03,0.02,0
21888,19520,2368,48396,29035,41014,30.491,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.960,0.02,0.00,0.04,0.02,0
45568,21888,2187,101140,41014,60684,49.383,0.05,0.00,0.05,0.05,0
45568,40512,5056,101140,60684,96114,65.556,0.06,0.00,0.07,0.06,1
0,0,0,0,0,0,73.424,0.05,0.00,0.07,0.05,0
102592,45568,1084,227880,96114,136727,131.973,0.12,0.00,0.13,0.12,0
102592,91200,11391,227880,136727,216509,155.216,0.11,0.02,0.15,0.13,1
0,0,0,0,0,0,173.299,0.12,0.03,0.17,0.15,0
230848,102591,11379,512820,216509,307691,251.912,0.27,0.00,0.25,0.27,0
230848,205248,25599,512820,307691,487315,352.355,0.28,0.06,0.35,0.34,1
0,0,0,0,0,0,396.681,0.33,0.03,0.40,0.36,0
518976,230847,25508,1153260,487315,691955,552.057,0.55,0.00,0.55,0.55,0
518976,461312,57663,1153260,691955,1095576,812.699,0.67,0.11,0.81,0.78,1
0,0,0,0,0,0,928.072,0.77,0.08,0.93,0.85,0
1128320,518975,57482,2507176,1095576,1504303,1553.920,1.17,0.02,1.55,1.19,0
1128320,1003008,125311,2507176,1504303,2381967,2005.562,1.50,0.27,2.01,1.77,1
0,0,0,0,0,0,1896.902,1.56,0.16,1.90,1.72,0
1904640,1128319,30915,4232576,2381967,3385131,3840.828,3.52,0.00,3.84,3.52,0
0,0,0,0,0,0,0.119,0.00,0.00,0.00,0.0,0
1904640,1693056,845582,4232576,3385131,4232576,4575.215,4.33,0.22,4.58,4.55,0
1904640,1542035,1522667,4232576,4232576,4232576,4653.832,4.62,0.00,4.66,4.62,0
1904640,1522667,1522662,4232576,4232576,4232575,5899.268,5.59,0.00,5.90,5.59,0
