DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.779,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.388,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.282,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.681,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.358,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.353,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.959,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.769,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.374,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,3.079,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,3.297,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.243,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.505,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.264,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.720,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.454,0.00,0.00,0.00,0.0,0
10880,5376,387,23976,11746,14383,13.270,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,13.790,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.082,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,11.193,0.02,0.00,0.01,0.02,0
21888,10879,1080,48396,23936,29035,24.601,0.02,0.00,0.03,0.02,0
21888,19520,2367,48396,29035,39347,28.534,0.02,0.02,0.03,0.04,1
0,0,0,0,0,0,36.528,0.03,0.02,0.04,0.05,0
44288,21887,2247,98260,39347,58955,50.775,0.05,0.00,0.05,0.05,0
44288,39424,4864,98260,58955,93487,69.638,0.05,0.02,0.07,0.07,1
0,0,0,0,0,0,71.458,0.05,0.03,0.07,0.08,0
99712,44288,1012,221480,93487,132887,146.261,0.09,0.00,0.15,0.09,0
99712,88640,11071,221480,132887,210429,161.020,0.16,0.00,0.16,0.16,1
0,0,0,0,0,0,181.595,0.09,0.06,0.18,0.15,0
224448,99711,10930,498636,210429,299179,244.461,0.25,0.00,0.24,0.25,0
224448,199552,24895,498636,299179,473810,344.365,0.31,0.03,0.35,0.33999999999999997,1
0,0,0,0,0,0,380.694,0.28,0.11,0.38,0.39,0
505152,224447,24804,1122376,473810,673423,536.002,0.52,0.00,0.54,0.52,0
505152,449088,56063,1122376,673423,1066421,765.374,0.58,0.17,0.76,0.75,1
0,0,0,0,0,0,776.960,0.64,0.14,0.78,0.78,0
1098496,505151,55886,2440980,1066421,1464588,1223.804,1.19,0.02,1.22,1.21,0
1098496,976448,122048,2440980,1464588,2318959,1775.288,1.42,0.31,1.78,1.73,1
0,0,0,0,0,0,1682.849,1.28,0.36,1.68,1.6400000000000001,0
2471680,1098496,27707,5492520,2318959,3295511,3314.340,3.28,0.00,3.31,3.28,0
2471680,2197056,274624,5492520,3295511,5217914,3822.183,3.38,0.44,3.82,3.82,1
0,0,0,0,0,0,3817.208,2.97,0.78,3.82,3.75,0
3778560,2471680,274484,8396800,5217914,7415083,6219.670,6.16,0.02,6.22,6.18,0
0,0,0,0,0,0,0.152,0.00,0.00,0.00,0.0,0
3778560,3358720,2376977,8396800,7415083,8396799,9466.559,9.16,0.23,9.47,9.39,0
3778560,3347941,3322219,8396800,8396799,8396799,9593.409,9.53,0.00,9.59,9.53,0
3778560,3322219,3191143,8396800,8396799,8396799,11516.748,11.47,0.00,11.52,11.47,0
