DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.698,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.268,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.218,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1374,1.424,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.276,0.00,0.00,0.00,0.0,0
1536,1151,34,3308,1374,1984,2.818,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1984,2617,1.613,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.988,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,4.191,0.00,0.00,0.00,0.0,0
2688,2432,256,5768,3459,4512,3.149,0.00,0.00,0.00,0.0,1
2688,2688,256,5768,4512,5754,2.983,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.679,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5754,7132,9.849,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,5.000,0.00,0.00,0.00,0.0,1
5376,5376,576,11888,9027,11746,5.726,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.215,0.00,0.00,0.00,0.0,0
10880,5376,386,23976,11746,14383,13.073,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,12.338,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.168,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.170,0.00,0.00,0.01,0.0,0
21888,10879,1079,48396,23936,29035,24.824,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29035,39353,28.571,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.768,0.03,0.00,0.04,0.03,0
44288,21887,2254,98260,39353,58955,47.416,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93487,64.763,0.06,0.00,0.06,0.06,1
0,0,0,0,0,0,71.087,0.06,0.00,0.07,0.06,0
99712,44287,1014,221480,93487,132887,128.595,0.12,0.00,0.13,0.12,0
99712,88640,11071,221480,132887,210424,148.522,0.12,0.02,0.15,0.13999999999999999,1
0,0,0,0,0,0,170.382,0.12,0.03,0.17,0.15,0
224448,99711,10926,498636,210424,299179,254.728,0.22,0.00,0.26,0.22,0
224448,199552,24895,498636,299179,473807,345.679,0.20,0.09,0.35,0.29000000000000004,1
0,0,0,0,0,0,385.528,0.30,0.03,0.39,0.32999999999999996,0
505088,224447,24862,1122260,473807,673355,539.851,0.52,0.00,0.54,0.52,0
505088,449024,56064,1122260,673355,1066284,763.410,0.64,0.09,0.76,0.73,1
0,0,0,0,0,0,708.675,0.56,0.14,0.71,0.7000000000000001,0
1096960,505088,56055,2437588,1066284,1462551,1141.389,1.14,0.00,1.14,1.14,0
1096960,975104,121856,2437588,1462551,2315769,1694.763,1.45,0.23,1.69,1.68,1
0,0,0,0,0,0,1703.145,1.41,0.27,1.70,1.68,0
1935360,1096960,27522,4300800,2315769,3290968,3219.651,3.20,0.00,3.22,3.2,0
0,0,0,0,0,0,3159.505,2.88,0.27,3.16,3.15,0
1935360,1720320,710455,4300800,3290968,4300799,4373.724,4.34,0.00,4.37,4.34,0
1935360,1486275,1454443,4300800,4300799,4300799,4803.131,4.72,0.00,4.80,4.72,0
1935360,1935359,1935359,4300800,4300799,4300799,4744.922,4.72,0.00,4.75,4.72,0
1935360,1935359,1804288,4300800,4300799,4300799,5581.809,5.52,0.00,5.58,5.52,0
1935360,1935359,1935359,4300800,4300799,4300799,4868.109,4.61,0.00,4.87,4.61,0
1935360,1935359,1935355,4300800,4300799,4300799,6071.158,6.03,0.00,6.07,6.03,0
1935360,1935359,1935359,4300800,4300799,4300799,4810.927,4.77,0.00,4.81,4.77,0
1935360,1935359,1935359,4300800,4300799,4300799,4789.819,4.77,0.00,4.79,4.77,0
1935360,1935360,1935360,4300800,4300799,4300799,4781.060,4.77,0.00,4.78,4.77,0
1935360,1935360,1935358,4300800,4300799,4300799,5987.468,5.98,0.00,5.99,5.98,0
1935360,1935359,1935358,4300800,4300799,4300799,4927.390,4.89,0.00,4.93,4.89,0
