DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.720,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.463,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.059,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.732,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.344,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.139,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,2.054,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.772,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.400,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,3.585,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,2.949,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.763,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.880,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.738,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11747,6.116,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.555,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11747,14383,13.071,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,12.323,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.785,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.285,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,25.188,0.05,0.00,0.03,0.05,0
21888,19520,2367,48396,29035,37692,24.589,0.02,0.00,0.02,0.02,1
0,0,0,0,0,0,35.288,0.03,0.00,0.04,0.03,0
43008,21887,2321,95380,37692,57227,47.244,0.05,0.00,0.05,0.05,0
43008,38272,4735,95380,57227,90738,62.398,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,65.779,0.05,0.03,0.07,0.08,0
96832,43007,826,215080,90738,129047,124.159,0.06,0.02,0.12,0.08,0
96832,86080,10751,215080,129047,204346,161.215,0.09,0.00,0.16,0.09,1
0,0,0,0,0,0,174.587,0.12,0.03,0.17,0.15,0
217920,96831,10670,484128,204346,290475,236.022,0.25,0.00,0.24,0.25,0
217920,193728,24191,484128,290475,459987,326.692,0.28,0.03,0.33,0.31000000000000005,1
0,0,0,0,0,0,380.270,0.28,0.09,0.38,0.37,0
490368,217919,24139,1089556,459987,653731,524.226,0.48,0.00,0.52,0.48,0
490368,435904,54464,1089556,653731,1035145,784.092,0.70,0.06,0.78,0.76,1
0,0,0,0,0,0,724.457,0.64,0.05,0.73,0.6900000000000001,0
1038144,426232,54277,2306808,1035145,1384083,1119.572,1.03,0.00,1.12,1.03,0
1038144,922816,115328,2306808,1384083,2191545,1567.703,1.33,0.20,1.57,1.53,1
0,0,0,0,0,0,1548.399,1.12,0.41,1.55,1.53,0
2286720,1038144,53856,5081380,2191545,3048827,3145.008,3.12,0.02,3.15,3.14,0
2286720,2032704,254016,5081380,3048827,4827483,3543.614,3.02,0.48,3.54,3.5,1
0,0,0,0,0,0,0.117,0.00,0.00,0.00,0.0,0
2286720,2286720,2032761,5802688,4827483,5081379,6161.219,6.03,0.08,6.16,6.11,0
2286720,2286719,2286719,5802688,5802688,5802688,6271.173,6.23,0.00,6.27,6.23,0
2286720,2286719,2155643,5802688,5802688,5802687,7927.316,7.92,0.00,7.93,7.92,0
2286720,2286719,2286719,5802688,5802687,5802687,6261.370,6.22,0.02,6.26,6.239999999999999,0
2286720,2286719,2286719,5802688,5802687,5802687,6222.001,6.20,0.00,6.22,6.2,0
2286720,2286719,2286719,5802688,5802687,5802687,6239.404,6.16,0.00,6.24,6.16,0
2286720,2286719,2286718,5802688,5802687,5802687,7862.647,7.77,0.00,7.86,7.77,0
2286720,2286719,2286716,5802688,5802687,5802687,7950.226,7.88,0.00,7.95,7.88,0
