DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.810,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.029,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.584,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.068,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,0.946,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,2.349,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.555,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.300,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,3.416,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,2.503,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,3.347,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.131,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.165,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.032,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,5.650,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.461,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,12.678,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,12.308,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.117,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.139,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,23.769,0.03,0.00,0.02,0.03,0
21888,19520,2368,48396,29036,39362,27.810,0.00,0.02,0.03,0.02,1
0,0,0,0,0,0,35.483,0.03,0.00,0.04,0.03,0
44288,21888,2263,98260,39362,58956,48.123,0.03,0.00,0.05,0.03,0
44288,39424,4863,98260,58956,93487,62.788,0.05,0.02,0.06,0.07,1
0,0,0,0,0,0,69.887,0.06,0.02,0.07,0.08,0
99712,44287,1017,221480,93487,132887,130.566,0.12,0.00,0.13,0.12,0
99712,88640,11071,221480,132887,210426,146.240,0.11,0.02,0.15,0.13,1
0,0,0,0,0,0,163.554,0.14,0.03,0.16,0.17,0
224448,99711,10930,498636,210426,299179,240.617,0.22,0.02,0.24,0.24,0
224448,199552,24895,498636,299179,473808,329.418,0.23,0.09,0.33,0.32,1
0,0,0,0,0,0,374.829,0.27,0.09,0.38,0.36,0
505152,224447,24798,1122376,473808,673424,530.438,0.53,0.00,0.53,0.53,0
505152,449088,56063,1122376,673424,1066420,773.299,0.72,0.03,0.77,0.75,1
0,0,0,0,0,0,739.465,0.56,0.12,0.74,0.68,0
1098496,505151,55883,2440980,1066420,1464587,1203.389,1.19,0.00,1.20,1.19,0
1098496,976448,122048,2440980,1464587,2318958,1792.112,1.52,0.27,1.79,1.79,1
0,0,0,0,0,0,1698.892,1.41,0.27,1.70,1.68,0
2471680,1098496,27707,5492520,2318958,3295511,3474.197,3.39,0.00,3.47,3.39,0
2471680,2197056,274624,5492520,3295511,5217911,3796.493,3.14,0.56,3.80,3.7,1
0,0,0,0,0,0,3775.184,3.12,0.62,3.78,3.74,0
4147200,2471680,274477,9216000,5217911,7415083,6107.866,5.92,0.00,6.11,5.92,0
0,0,0,0,0,0,0.155,0.00,0.00,0.00,0.0,0
4147200,3686400,1885457,9216000,7415083,9215999,10395.591,9.81,0.50,10.40,10.31,0
4147200,4147200,4147189,9216000,9215999,9215999,15086.524,9.30,3.56,15.09,12.860000000000001,0
4147200,4147199,3753984,9216000,9215999,9215999,14703.172,12.09,2.47,14.70,14.56,0
4147200,4147199,4147199,9216000,9215999,9215999,10265.766,10.02,0.00,10.27,10.02,0
4147200,4147199,4147195,9216000,9215999,9215999,12852.113,12.78,0.02,12.85,12.799999999999999,0
4147200,4147199,4147199,9216000,9215999,9215999,10058.570,10.05,0.00,10.06,10.05,0
4147200,4147199,4147199,9216000,9215999,9215999,10071.435,9.89,0.02,10.07,9.91,0
4147200,4147200,4147200,9216000,9215999,9215999,10097.332,10.02,0.00,10.10,10.02,0
4147200,4147200,4147198,9216000,9215999,9215999,12713.296,12.66,0.00,12.71,12.66,0
4147200,4147199,4147199,9216000,9215999,9215999,10791.331,10.23,0.00,10.79,10.23,0
