DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.870,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.214,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.057,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,1.254,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.321,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1983,3.183,0.00,0.02,0.00,0.02,0
1536,1408,127,3308,1983,2617,1.905,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.744,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.396,0.00,0.00,0.00,0.0,0
2688,2432,256,5768,3460,4512,2.354,0.02,0.00,0.00,0.02,1
2688,2688,256,5768,4512,5755,2.834,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.132,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,8.189,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.624,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,7.505,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.050,0.00,0.00,0.01,0.0,0
10816,5376,461,23876,11746,14324,12.713,0.02,0.00,0.01,0.02,0
10816,9664,1151,23876,14324,18341,11.874,0.02,0.00,0.01,0.02,1
10816,10815,1152,23876,18341,23830,12.626,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.043,0.00,0.00,0.01,0.0,0
21760,10816,1041,48228,23830,28935,23.971,0.03,0.00,0.02,0.03,0
21760,19392,2367,48228,28935,38988,27.307,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.374,0.03,0.00,0.03,0.03,0
43840,21759,2316,97340,38988,58403,44.320,0.03,0.00,0.04,0.03,0
43840,38976,4863,97340,58403,92483,60.462,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,67.582,0.02,0.06,0.07,0.08,0
98688,43839,931,219196,92483,131515,125.381,0.12,0.00,0.12,0.12,0
98688,87744,10944,219196,131515,208284,146.012,0.11,0.03,0.15,0.14,1
0,0,0,0,0,0,159.755,0.12,0.02,0.16,0.13999999999999999,0
222144,98688,10808,493548,208284,296127,236.026,0.25,0.00,0.24,0.25,0
222144,197504,24640,493548,296127,468967,315.622,0.27,0.05,0.31,0.32,1
0,0,0,0,0,0,385.379,0.30,0.05,0.39,0.35,0
276480,222144,76674,614400,468967,614399,592.686,0.58,0.00,0.59,0.58,0
276480,276479,276461,614400,614399,614399,723.917,0.72,0.00,0.72,0.72,0
276480,276479,247807,614400,614399,614400,856.891,0.86,0.00,0.86,0.86,0
276480,276479,276479,614400,614400,614400,705.804,0.69,0.00,0.71,0.69,0
276480,276479,276475,614400,614400,614399,880.070,0.89,0.00,0.88,0.89,0
276480,276479,276479,614400,614399,614399,715.757,0.69,0.00,0.71,0.69,0
276480,276479,276479,614400,614399,614399,705.705,0.69,0.00,0.71,0.69,0
276480,276479,276479,614400,614399,614399,702.625,0.69,0.00,0.70,0.69,0
276480,276479,276478,614400,614399,614399,887.385,0.89,0.00,0.89,0.89,0
276480,276479,276479,614400,614399,614399,702.976,0.69,0.00,0.70,0.69,0
