DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.206,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.030,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,3.808,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,2.777,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.570,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.965,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,2.370,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.333,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,5.859,0.00,0.00,0.01,0.0,0
2688,2431,256,5768,3460,4512,2.864,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.522,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.721,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,10.157,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.796,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.788,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.250,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11746,14383,15.924,0.00,0.00,0.02,0.0,0
10880,9728,1151,23976,14383,18415,12.040,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,13.928,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,11.856,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,24.707,0.03,0.00,0.02,0.03,0
21888,18427,2368,48396,29035,43096,32.407,0.03,0.00,0.03,0.03,1
0,0,0,0,0,0,35.458,0.00,0.02,0.04,0.02,0
47040,21888,2350,104340,43096,62603,47.857,0.05,0.00,0.05,0.05,0
47040,41856,5183,104340,62603,99251,67.129,0.08,0.00,0.07,0.08,1
0,0,0,0,0,0,75.875,0.06,0.00,0.08,0.06,0
105920,47039,1341,235136,99251,141079,135.923,0.14,0.00,0.14,0.14,0
105920,94208,11711,235136,141079,223545,157.684,0.12,0.02,0.16,0.13999999999999999,1
0,0,0,0,0,0,176.948,0.16,0.02,0.18,0.18,0
238464,105919,11602,529716,223545,317828,265.188,0.20,0.00,0.27,0.2,0
238464,212032,26432,529716,317828,503402,356.574,0.31,0.05,0.36,0.36,1
0,0,0,0,0,0,370.246,0.33,0.05,0.37,0.38,0
518400,216079,26276,1151980,503402,691187,589.960,0.56,0.00,0.59,0.56,0
518400,460800,57599,1151980,691187,1094360,816.865,0.73,0.06,0.82,0.79,1
0,0,0,0,0,0,776.937,0.64,0.11,0.78,0.75,0
1125760,518399,57421,2501520,1094360,1500911,1244.139,1.23,0.00,1.24,1.23,0
1125760,1000704,125055,2501520,1500911,2376526,1835.709,1.42,0.38,1.84,1.7999999999999998,1
0,0,0,0,0,0,1761.341,1.47,0.28,1.76,1.75,0
2533120,1125759,30683,5628940,2376526,3377363,3435.961,3.30,0.02,3.44,3.32,0
2533120,2251712,281407,5628940,3377363,5347639,3862.245,3.14,0.69,3.86,3.83,1
0,0,0,0,0,0,3794.349,3.14,0.64,3.80,3.7800000000000002,0
4792320,2533119,281227,10649600,5347639,7599503,6063.207,5.92,0.00,6.06,5.92,0
0,0,0,0,0,0,19545.778,6.20,3.58,19.55,9.780000000000001,0
4792320,4150489,1069419,10649600,7599503,10649599,59781.232,9.66,23.62,59.78,33.28,0
4792320,4792319,4792300,10649600,10649599,10649599,84124.479,10.58,22.53,84.13,33.11,0
4792320,4792319,4399104,10649600,10649599,10649599,62112.536,14.17,24.02,62.11,38.19,0
4792320,4792319,4792319,10649600,10649599,10649599,92200.983,10.67,38.08,92.20,48.75,0
4792320,4792319,4792315,10649600,10649599,10649599,138708.390,11.91,55.55,138.71,67.46,0
4792320,4792319,4792319,10649600,10649599,10649599,95691.595,9.62,30.78,95.69,40.4,0
4792320,4792319,4792319,10649600,10649599,10649599,79418.241,10.92,33.31,79.42,44.230000000000004,0
4792320,4792319,4792319,10649600,10649600,10649600,94156.603,10.86,39.25,94.16,50.11,0
4792320,4792319,4792318,10649600,10649600,10649599,130831.080,12.70,45.27,130.83,57.97,0
4792320,4792319,4792319,10649600,10649599,10649599,112533.944,9.84,38.50,112.54,48.34,0
