DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.434,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.189,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.817,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.279,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.401,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,2.902,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.919,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.512,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.085,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,2.570,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,2.707,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.927,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.263,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,4.853,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,6.200,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.695,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,13.012,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,13.025,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.397,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,10.930,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,24.133,0.03,0.00,0.03,0.03,0
21888,19520,2368,48396,29036,41010,31.842,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.502,0.03,0.00,0.04,0.03,0
45568,21888,2183,101140,41010,60683,46.406,0.05,0.00,0.05,0.05,0
45568,40512,5055,101140,60683,96114,63.649,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,72.630,0.05,0.02,0.07,0.07,0
102592,45567,1083,227880,96114,136727,131.740,0.12,0.00,0.13,0.12,0
102592,91200,11392,227880,136727,216507,152.559,0.11,0.03,0.15,0.14,1
0,0,0,0,0,0,172.057,0.12,0.03,0.17,0.15,0
230848,102592,11377,512820,216507,307691,254.500,0.25,0.00,0.26,0.25,0
230848,205248,25599,512820,307691,487314,342.001,0.28,0.06,0.34,0.34,1
0,0,0,0,0,0,394.044,0.33,0.06,0.39,0.39,0
518976,230847,25508,1153260,487314,691955,552.663,0.55,0.00,0.55,0.55,0
518976,461312,57663,1153260,691955,1095575,793.701,0.67,0.11,0.79,0.78,1
0,0,0,0,0,0,749.687,0.62,0.11,0.75,0.73,0
1129472,518975,57608,2509736,1095575,1505839,1189.068,1.20,0.00,1.19,1.2,0
1129472,1004032,125439,2509736,1505839,2384400,1789.106,1.55,0.25,1.79,1.8,1
0,0,0,0,0,0,1762.701,1.52,0.25,1.76,1.77,0
2541376,1129471,31176,5647436,2384400,3388459,3462.274,3.45,0.00,3.46,3.45,0
2541376,2259008,282368,5647436,3388459,5365069,3917.035,3.41,0.50,3.92,3.91,1
0,0,0,0,0,0,4154.458,3.72,0.42,4.15,4.140000000000001,0
3317760,2541376,533614,7372800,5365069,7372799,6809.681,6.70,0.00,6.81,6.7,0
3317760,3317759,3317734,7372800,7372799,7372799,8852.876,8.80,0.00,8.85,8.8,0
3317760,3317759,3317759,7372800,7372799,7372799,8159.415,8.09,0.00,8.16,8.09,0
3317760,3317759,3186683,7372800,7372799,7372799,10461.704,10.42,0.00,10.46,10.42,0
3317760,3317759,3317759,7372800,7372799,7372799,8237.209,8.22,0.00,8.24,8.22,0
3317760,3317759,3317759,7372800,7372799,7372799,8239.915,8.20,0.00,8.24,8.2,0
3317760,3317759,3317759,7372800,7372800,7372800,8259.508,8.14,0.00,8.26,8.14,0
3317760,3317759,3317758,7372800,7372800,7372799,10366.124,10.28,0.00,10.37,10.28,0
3317760,3317759,3317758,7372800,7372799,7372799,8206.913,8.16,0.00,8.21,8.16,0
