DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.799,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.434,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.129,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.448,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.492,0.00,0.00,0.00,0.0,0
1536,1151,34,3308,1375,1983,3.427,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1983,2617,2.255,0.02,0.00,0.00,0.02,1
0,0,0,0,0,0,1.590,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.277,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,3.201,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5755,3.457,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.367,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,9.849,0.02,0.00,0.01,0.02,0
5376,4800,575,11888,7132,9027,5.226,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11747,5.715,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.546,0.00,0.00,0.01,0.0,0
10880,5376,411,23976,11747,14383,13.297,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14383,18409,13.497,0.02,0.00,0.01,0.02,1
10880,10880,1151,23976,18409,23929,11.564,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,10.905,0.02,0.00,0.01,0.02,0
21888,10879,1073,48396,23929,29035,24.416,0.02,0.00,0.02,0.02,0
21888,18420,2368,48396,29035,43096,33.866,0.03,0.00,0.03,0.03,1
0,0,0,0,0,0,35.798,0.03,0.00,0.04,0.03,0
47040,21888,2348,104340,43096,62603,52.551,0.05,0.00,0.05,0.05,0
47040,41856,5183,104340,62603,99250,71.596,0.08,0.00,0.07,0.08,1
0,0,0,0,0,0,77.532,0.03,0.03,0.08,0.06,0
105920,47039,1339,235136,99250,141079,139.696,0.16,0.00,0.14,0.16,0
105920,94208,11711,235136,141079,223549,160.506,0.14,0.02,0.16,0.16,1
0,0,0,0,0,0,214.002,0.14,0.05,0.21,0.19,0
238464,105919,11551,529816,223549,317887,278.889,0.27,0.00,0.28,0.27,0
238464,211968,26495,529816,317887,503334,359.470,0.30,0.05,0.36,0.35,1
0,0,0,0,0,0,358.090,0.33,0.03,0.36,0.36,0
518400,216111,26368,1151828,503334,691095,573.218,0.58,0.00,0.57,0.58,0
518400,460864,57535,1151828,691095,1094397,844.451,0.64,0.14,0.84,0.78,1
0,0,0,0,0,0,731.521,0.58,0.12,0.73,0.7,0
1125760,518399,57419,2501588,1094397,1500952,1172.469,1.16,0.00,1.17,1.16,0
1125760,1000704,125055,2501588,1500952,2376571,1745.614,1.39,0.34,1.74,1.73,1
0,0,0,0,0,0,1811.919,1.58,0.23,1.81,1.81,0
1474560,1125759,131294,3276800,2376571,3276799,3495.917,3.47,0.00,3.50,3.47,0
1474560,1474560,1474530,3276800,3276799,3276799,3974.620,3.95,0.00,3.97,3.95,0
1474560,1474560,1474560,3276800,3276799,3276799,3675.103,3.66,0.00,3.67,3.66,0
1474560,1474560,1474555,3276800,3276799,3276799,4756.687,4.61,0.00,4.76,4.61,0
1474560,1474559,1474559,3276800,3276799,3276799,3760.245,3.67,0.00,3.76,3.67,0
1474560,1474559,1474559,3276800,3276799,3276799,3687.320,3.67,0.00,3.69,3.67,0
1474560,1474559,1474559,3276800,3276799,3276799,3848.238,3.66,0.00,3.85,3.66,0
1474560,1474559,1474558,3276800,3276799,3276799,4667.824,4.62,0.00,4.67,4.62,0
1474560,1474559,1474557,3276800,3276799,3276799,4813.933,4.72,0.00,4.81,4.72,0
