DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.434,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.177,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.164,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.408,0.02,0.00,0.00,0.02,1
0,0,0,0,0,0,1.263,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,2.968,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.817,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.904,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.117,0.02,0.00,0.01,0.02,0
2688,2431,256,5768,3460,4512,3.439,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.436,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.707,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,10.194,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.428,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.165,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.279,0.02,0.00,0.00,0.02,0
10880,5376,387,23976,11746,14384,13.317,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,12.798,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.887,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,12.342,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,24.747,0.03,0.00,0.02,0.03,0
21888,19520,2367,48396,29036,39362,28.128,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.923,0.03,0.00,0.04,0.03,0
44288,21887,2263,98260,39362,58956,47.657,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58956,93487,62.065,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,68.029,0.05,0.02,0.07,0.07,0
99712,44287,1017,221480,93487,132887,155.273,0.12,0.00,0.16,0.12,0
99712,88640,11071,221480,132887,210426,166.421,0.11,0.05,0.17,0.16,1
0,0,0,0,0,0,171.130,0.12,0.02,0.17,0.13999999999999999,0
224448,99711,10929,498636,210426,299180,237.109,0.23,0.00,0.24,0.23,0
224448,199552,24896,498636,299180,473808,324.924,0.27,0.06,0.33,0.33,1
0,0,0,0,0,0,382.805,0.36,0.03,0.38,0.39,0
505152,224448,24798,1122376,473808,673423,542.923,0.55,0.00,0.54,0.55,0
505152,449088,56064,1122376,673423,1066420,760.524,0.61,0.12,0.76,0.73,1
0,0,0,0,0,0,710.190,0.66,0.03,0.71,0.6900000000000001,0
798720,505152,55883,1774976,1066420,1464587,1196.109,1.17,0.00,1.20,1.17,0
0,0,0,0,0,0,0.134,0.00,0.00,0.00,0.0,0
798720,710016,370926,1774976,1464587,1774975,2223.484,1.98,0.06,2.22,2.04,0
798720,798719,798704,1774976,1774975,1774975,2098.961,2.09,0.00,2.10,2.09,0
798720,798719,798719,1774976,1774975,1774975,2002.798,2.00,0.00,2.00,2.0,0
798720,798719,798715,1774976,1774975,1774975,2517.662,2.50,0.00,2.52,2.5,0
798720,798719,798719,1774976,1774975,1774975,2000.418,1.98,0.00,2.00,1.98,0
798720,798719,798719,1774976,1774975,1774975,2000.816,1.97,0.00,2.00,1.97,0
798720,798719,798719,1774976,1774975,1774975,1996.417,1.98,0.00,2.00,1.98,0
798720,798719,798718,1774976,1774975,1774975,2511.918,2.50,0.00,2.51,2.5,0
798720,798719,798716,1774976,1774975,1774975,2529.010,2.50,0.00,2.53,2.5,0
