DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.562,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.355,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.795,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.246,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.338,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.010,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.899,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.449,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.169,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,2.756,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.498,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.305,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.824,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.356,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.045,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.575,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,13.095,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,12.284,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.177,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.843,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,24.944,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29036,37683,24.879,0.00,0.02,0.02,0.02,1
0,0,0,0,0,0,36.187,0.03,0.00,0.04,0.03,0
43008,21887,2312,95380,37683,57227,48.579,0.05,0.00,0.05,0.05,0
43008,38272,4735,95380,57227,90738,61.083,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,68.922,0.03,0.03,0.07,0.06,0
96832,43007,823,215080,90738,129047,122.571,0.11,0.00,0.12,0.11,0
96832,86080,10751,215080,129047,204343,163.792,0.11,0.03,0.16,0.14,1
0,0,0,0,0,0,168.781,0.16,0.00,0.17,0.16,0
217920,96831,10666,484128,204343,290475,229.118,0.22,0.00,0.23,0.22,0
217920,193728,24191,484128,290475,459986,340.473,0.30,0.02,0.34,0.32,1
0,0,0,0,0,0,371.594,0.31,0.05,0.37,0.36,0
490368,217919,24144,1089556,459986,653732,579.923,0.58,0.00,0.58,0.58,0
490368,435904,54463,1089556,653732,1035142,751.590,0.61,0.14,0.75,0.75,1
0,0,0,0,0,0,724.448,0.66,0.08,0.72,0.74,0
1038144,426235,54277,2306808,1035142,1384083,1136.697,1.11,0.00,1.14,1.11,0
1038144,922816,115327,2306808,1384083,2191542,1585.117,1.30,0.27,1.58,1.57,1
0,0,0,0,0,0,1518.552,1.19,0.31,1.52,1.5,0
2286720,1038143,53854,5081380,2191542,3048827,3137.391,3.11,0.00,3.14,3.11,0
2286720,2032704,254015,5081380,3048827,4827481,3549.809,3.00,0.55,3.55,3.55,1
0,0,0,0,0,0,3809.313,3.16,0.59,3.81,3.75,0
3072000,2286719,287452,6826688,4827481,6826688,6011.144,5.97,0.00,6.01,5.97,0
3072000,3071999,3071973,6826688,6826688,6826688,8166.548,8.00,0.00,8.17,8.0,0
3072000,3071999,3071999,6826688,6826688,6826688,7671.821,7.56,0.00,7.67,7.56,0
3072000,3071999,2940923,6826688,6826688,6826687,9705.546,9.62,0.00,9.71,9.62,0
3072000,3071999,3071999,6826688,6826687,6826687,7587.206,7.56,0.00,7.59,7.56,0
3072000,3071999,3071999,6826688,6826687,6826687,7590.040,7.59,0.00,7.59,7.59,0
3072000,3071999,3071999,6826688,6826687,6826687,7564.325,7.55,0.00,7.57,7.55,0
3072000,3071999,3071998,6826688,6826687,6826687,9577.878,9.56,0.00,9.58,9.56,0
3072000,3071999,3071998,6826688,6826687,6826687,7586.743,7.53,0.00,7.59,7.53,0
