DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,2.218,0.00,0.02,0.00,0.02,1
0,0,0,0,0,0,1.828,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.977,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.840,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.627,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.401,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,2.192,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.901,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.297,0.00,0.00,0.01,0.0,0
2688,2431,255,5768,3460,4512,3.212,0.02,0.00,0.00,0.02,1
2688,2687,255,5768,4512,5755,3.334,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.958,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,10.910,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,6.841,0.02,0.00,0.01,0.02,1
5376,5375,576,11888,9027,11747,7.214,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,6.640,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11747,14383,15.060,0.00,0.00,0.02,0.0,0
10880,9728,1151,23976,14383,18415,14.561,0.00,0.00,0.02,0.0,1
10880,10879,1151,23976,18415,23936,11.993,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,12.872,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,25.225,0.03,0.00,0.03,0.03,0
21888,19520,2368,48396,29035,39354,26.808,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.329,0.03,0.00,0.04,0.03,0
44288,21888,2255,98260,39354,58955,47.782,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93487,71.521,0.06,0.02,0.07,0.08,1
0,0,0,0,0,0,75.510,0.05,0.02,0.08,0.07,0
99712,44287,1014,221480,93487,132887,135.768,0.14,0.00,0.14,0.14,0
99712,88640,11072,221480,132887,210425,152.091,0.12,0.00,0.15,0.12,1
0,0,0,0,0,0,167.624,0.11,0.05,0.17,0.16,0
224448,99712,10927,498636,210425,299179,242.753,0.20,0.00,0.24,0.2,0
224448,199552,24895,498636,299179,473807,346.901,0.27,0.08,0.35,0.35000000000000003,1
0,0,0,0,0,0,381.847,0.36,0.02,0.38,0.38,0
505088,224447,24863,1122260,473807,673355,538.597,0.53,0.00,0.54,0.53,0
505088,449024,56064,1122260,673355,1066285,765.634,0.64,0.11,0.77,0.75,1
0,0,0,0,0,0,728.860,0.64,0.06,0.73,0.7,0
1096960,505088,56056,2437588,1066285,1462551,1141.774,1.12,0.00,1.14,1.12,0
1096960,975104,121855,2437588,1462551,2315769,1752.396,1.52,0.22,1.75,1.74,1
0,0,0,0,0,0,1696.686,1.31,0.39,1.70,1.7000000000000002,0
2468288,1096959,27523,5484948,2315769,3290967,3357.386,3.33,0.00,3.36,3.33,0
2468288,2194048,274239,5484948,3290967,5210746,3747.360,3.09,0.64,3.75,3.73,1
0,0,0,0,0,0,0.130,0.00,0.00,0.00,0.0,0
2468288,2468287,2194060,6075776,5210746,5484947,6627.580,6.52,0.08,6.63,6.6,0
2468288,2468287,2468287,6075776,6075775,6075775,6602.932,6.56,0.00,6.60,6.56,0
2468288,2468287,2440982,6075776,6075775,5972005,8701.102,8.58,0.02,8.70,8.6,0
2468288,2468287,2468287,6075776,6075775,6075775,7606.428,7.30,0.00,7.61,7.3,0
2468288,2468287,2468287,6075776,6075775,6075775,7226.841,6.75,0.02,7.23,6.77,0
2468288,2468287,2468287,6075776,6075775,6075775,6641.105,6.58,0.02,6.64,6.6,0
2468288,2468287,2468287,6075776,6075775,6075774,7861.641,7.77,0.00,7.86,7.77,0
2468288,2468287,2468287,6075776,6075775,6075772,7850.690,7.80,0.00,7.85,7.8,0
