DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.562,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.228,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.950,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.607,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.475,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,3.010,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.801,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.580,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.249,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,2.980,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.046,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.866,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,10.355,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.847,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.086,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.111,0.00,0.00,0.01,0.0,0
10880,5376,403,23976,11746,14383,13.621,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14383,18405,12.608,0.00,0.00,0.01,0.0,1
10880,10880,1152,23976,18405,23927,11.783,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.071,0.00,0.00,0.01,0.0,0
21888,10880,1070,48396,23927,29036,24.882,0.03,0.00,0.02,0.03,0
21888,19520,2368,48396,29036,40998,30.180,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.670,0.02,0.02,0.04,0.04,0
45440,21888,2364,100820,40998,60492,48.523,0.05,0.00,0.05,0.05,0
45440,40448,4991,100820,60492,95921,63.497,0.06,0.00,0.06,0.06,1
0,0,0,0,0,0,71.744,0.05,0.02,0.07,0.07,0
102400,45439,1081,227348,95921,136407,144.682,0.12,0.00,0.14,0.12,0
102400,91072,11327,227348,136407,216125,156.877,0.12,0.03,0.16,0.15,1
0,0,0,0,0,0,184.581,0.11,0.03,0.18,0.14,0
230592,102399,11144,512256,216125,307351,276.319,0.28,0.00,0.28,0.28,0
230592,204992,25600,512256,307351,486716,361.897,0.27,0.00,0.36,0.27,1
0,0,0,0,0,0,392.709,0.36,0.03,0.39,0.39,0
491520,230592,25434,1092288,486716,691843,571.883,0.56,0.00,0.57,0.56,0
491520,436928,54592,1092288,691843,1074154,754.968,0.56,0.12,0.75,0.68,1
0,0,0,0,0,0,0.117,0.00,0.00,0.00,0.0,0
491520,491520,420620,1092288,1074154,1092287,1276.108,1.27,0.00,1.28,1.27,0
491520,491519,462846,1092288,1092287,1092287,1547.318,1.53,0.00,1.55,1.53,0
491520,491519,491519,1092288,1092287,1092287,1242.555,1.20,0.00,1.24,1.2,0
491520,491519,491515,1092288,1092287,1092287,1536.090,1.52,0.00,1.53,1.52,0
491520,491519,491519,1092288,1092287,1092287,1222.706,1.22,0.00,1.22,1.22,0
491520,491519,491519,1092288,1092287,1092287,1220.773,1.22,0.00,1.22,1.22,0
491520,491519,491519,1092288,1092288,1092288,1228.966,1.22,0.00,1.23,1.22,0
491520,491519,491518,1092288,1092288,1092287,1540.166,1.52,0.00,1.54,1.52,0
491520,491519,491519,1092288,1092287,1092287,1238.169,1.23,0.00,1.24,1.23,0
