DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.700,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.372,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,1.982,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,1.251,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.148,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1984,2.612,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1984,2617,1.868,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.492,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,3.657,0.00,0.00,0.00,0.0,0
2688,2432,256,5768,3459,4512,2.667,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,2.543,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.953,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.790,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,5.518,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11746,6.305,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.540,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,13.183,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14383,18415,13.230,0.00,0.00,0.01,0.0,1
10880,10880,1151,23976,18415,23936,13.289,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,13.132,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,24.884,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29035,41015,31.622,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.513,0.02,0.02,0.04,0.04,0
45568,21887,2187,101140,41015,60683,48.479,0.05,0.00,0.05,0.05,0
45568,40512,5055,101140,60683,96114,64.780,0.06,0.00,0.07,0.06,1
0,0,0,0,0,0,72.949,0.06,0.00,0.07,0.06,0
102592,45567,1084,227880,96114,136727,149.950,0.14,0.00,0.15,0.14,0
102592,91200,11392,227880,136727,216508,155.145,0.11,0.03,0.15,0.14,1
0,0,0,0,0,0,171.433,0.14,0.02,0.17,0.16,0
230848,102592,11379,512820,216508,307692,249.629,0.25,0.00,0.25,0.25,0
230848,205248,25599,512820,307692,487315,342.172,0.28,0.05,0.34,0.33,1
0,0,0,0,0,0,390.773,0.28,0.11,0.39,0.39,0
518976,230847,25508,1153260,487315,691955,567.307,0.52,0.00,0.57,0.52,0
518976,461312,57663,1153260,691955,1095576,836.245,0.70,0.12,0.84,0.82,1
0,0,0,0,0,0,769.975,0.58,0.16,0.77,0.74,0
1129472,518975,57610,2509736,1095576,1505840,1266.826,1.23,0.00,1.27,1.23,0
1129472,1004032,125439,2509736,1505840,2384400,1824.839,1.48,0.25,1.83,1.73,1
0,0,0,0,0,0,1748.741,1.42,0.31,1.75,1.73,0
2541376,1129471,31177,5647436,2384400,3388459,3466.736,3.45,0.02,3.47,3.47,0
2541376,2259008,282367,5647436,3388459,5365069,3953.314,3.36,0.56,3.95,3.92,1
0,0,0,0,0,0,3951.010,3.31,0.62,3.95,3.93,0
4546560,2541375,282271,10103488,5365069,7624144,6420.667,6.28,0.00,6.42,6.28,0
0,0,0,0,0,0,9693.499,7.55,1.97,9.69,9.52,0
4546560,4041408,1562036,10103488,7624144,10103487,35368.862,8.47,10.52,35.37,18.990000000000002,0
4546560,4546559,4546542,10103488,10103487,10103487,20908.043,11.11,6.27,20.91,17.38,0
4546560,4546559,4153343,10103488,10103487,10103487,21378.594,14.27,6.91,21.38,21.18,0
4546560,4546559,4546559,10103488,10103487,10103487,28666.873,11.02,7.42,28.67,18.439999999999998,0
4546560,4546559,4546555,10103488,10103487,10103487,59274.434,13.84,24.34,59.27,38.18,0
4546560,4546559,4546559,10103488,10103487,10103487,30788.468,12.19,10.92,30.79,23.11,0
4546560,4546559,4546559,10103488,10103487,10103487,30163.689,11.86,10.50,30.16,22.36,0
4546560,4546560,4546560,10103488,10103487,10103487,35135.500,11.61,12.14,35.13,23.75,0
4546560,4546560,4546558,10103488,10103487,10103487,58112.638,16.16,28.38,58.11,44.54,0
4546560,4546559,4546558,10103488,10103487,10103487,33874.469,12.12,13.14,33.88,25.259999999999998,0
