DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.711,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.848,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.733,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,2.398,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.618,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,4.132,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,2.983,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.205,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.735,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,3.320,0.00,0.00,0.00,0.0,1
2688,2688,256,5768,4512,5755,3.417,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.778,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5755,7132,9.518,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.788,0.00,0.00,0.00,0.0,1
5376,5375,576,11888,9027,11746,6.618,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.083,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11746,14383,14.356,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,13.285,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.826,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.690,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29035,26.135,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29035,39346,29.564,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.861,0.05,0.00,0.04,0.05,0
44288,21887,2247,98260,39346,58955,46.547,0.05,0.00,0.05,0.05,0
44288,39424,4864,98260,58955,93487,65.366,0.06,0.00,0.06,0.06,1
0,0,0,0,0,0,88.602,0.05,0.00,0.09,0.05,0
99712,44288,1011,221480,93487,132887,163.300,0.12,0.00,0.16,0.12,0
99712,88640,11071,221480,132887,210429,160.208,0.11,0.03,0.16,0.14,1
0,0,0,0,0,0,174.984,0.12,0.03,0.17,0.15,0
224448,99711,10929,498636,210429,299179,244.140,0.25,0.00,0.24,0.25,0
224448,199552,24895,498636,299179,473810,339.102,0.28,0.06,0.34,0.34,1
0,0,0,0,0,0,392.587,0.30,0.09,0.39,0.39,0
505152,224447,24804,1122376,473810,673423,545.890,0.55,0.00,0.55,0.55,0
505152,449088,56064,1122376,673423,1066421,802.867,0.66,0.14,0.80,0.8,1
0,0,0,0,0,0,729.132,0.62,0.06,0.73,0.6799999999999999,0
1095936,505152,56013,2435220,1066421,1461131,1150.272,1.16,0.00,1.15,1.16,0
1095936,974208,121727,2435220,1461131,2313583,1746.351,1.48,0.25,1.75,1.73,1
0,0,0,0,0,0,1683.883,1.34,0.30,1.68,1.6400000000000001,0
2465920,1095935,27452,5479720,2313583,3287831,3327.202,3.33,0.00,3.33,3.33,0
2465920,2191936,273983,5479720,3287831,5205754,3808.183,3.22,0.53,3.81,3.75,1
0,0,0,0,0,0,4089.795,3.56,0.45,4.09,4.01,0
3010560,2465919,981467,6690176,5205754,6690175,6672.943,6.67,0.00,6.67,6.67,0
3010560,3010559,3010540,6690176,6690175,6690175,8041.051,7.81,0.00,8.04,7.81,0
3010560,3010559,3010559,6690176,6690175,6690175,7427.006,7.25,0.00,7.43,7.25,0
3010560,3010559,2879483,6690176,6690175,6690175,9578.524,9.55,0.00,9.58,9.55,0
3010560,3010559,3010559,6690176,6690175,6690175,7578.089,7.50,0.00,7.58,7.5,0
3010560,3010559,3010559,6690176,6690175,6690175,7526.926,7.47,0.00,7.53,7.47,0
3010560,3010560,3010559,6690176,6690175,6690175,7524.299,7.47,0.02,7.52,7.489999999999999,0
3010560,3010559,3010558,6690176,6690175,6690175,9434.342,9.39,0.03,9.43,9.42,0
3010560,3010559,3010558,6690176,6690175,6690175,7512.841,7.45,0.00,7.51,7.45,0
