DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.811,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.320,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,1.966,0.00,0.00,0.00,0.0,0
1152,1024,127,1600,959,1375,1.541,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.417,0.00,0.00,0.00,0.0,0
1536,1151,35,3308,1375,1983,2.893,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,2.147,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.860,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.918,0.00,0.00,0.00,0.0,0
2688,2431,255,5768,3460,4512,3.276,0.00,0.00,0.00,0.0,1
2688,2687,255,5768,4512,5755,3.058,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.394,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.774,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.001,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,6.267,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.999,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,14.058,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,14.265,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.118,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.514,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,26.286,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29036,39367,28.225,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.649,0.03,0.00,0.04,0.03,0
44288,21887,2268,98260,39367,58956,48.885,0.03,0.00,0.05,0.03,0
44288,39424,4863,98260,58956,93487,65.741,0.05,0.00,0.07,0.05,1
0,0,0,0,0,0,70.430,0.05,0.02,0.07,0.07,0
99712,44287,1016,221480,93487,132888,135.844,0.12,0.00,0.14,0.12,0
99712,88640,11071,221480,132888,210429,167.186,0.08,0.05,0.17,0.13,1
0,0,0,0,0,0,172.775,0.11,0.06,0.17,0.16999999999999998,0
224448,99711,10932,498636,210429,299179,255.750,0.23,0.00,0.26,0.23,0
224448,199552,24895,498636,299179,473810,341.843,0.25,0.05,0.34,0.3,1
0,0,0,0,0,0,374.537,0.33,0.03,0.38,0.36,0
505152,224447,24800,1122376,473810,673424,573.354,0.55,0.00,0.57,0.55,0
505152,449088,56063,1122376,673424,1066421,776.126,0.64,0.12,0.78,0.76,1
0,0,0,0,0,0,705.105,0.53,0.16,0.70,0.6900000000000001,0
706560,505151,56013,1570176,1066421,1461131,1141.030,1.06,0.00,1.14,1.06,0
0,0,0,0,0,0,0.120,0.00,0.00,0.00,0.0,0
706560,628096,490349,1570176,1461131,1570175,2072.393,1.95,0.03,2.07,1.98,0
706560,706559,706552,1570176,1570175,1570175,1824.326,1.80,0.00,1.83,1.8,0
706560,706559,706559,1570176,1570175,1570175,1764.143,1.77,0.00,1.76,1.77,0
706560,706559,706555,1570176,1570175,1570175,2221.109,2.20,0.00,2.22,2.2,0
706560,706559,706559,1570176,1570175,1570175,1756.089,1.75,0.00,1.76,1.75,0
706560,706559,706559,1570176,1570175,1570175,1751.390,1.72,0.00,1.75,1.72,0
706560,706559,706559,1570176,1570175,1570175,1799.111,1.78,0.00,1.80,1.78,0
706560,706559,706558,1570176,1570175,1570175,2308.679,2.23,0.00,2.31,2.23,0
706560,706559,706557,1570176,1570175,1570176,2361.520,2.31,0.00,2.36,2.31,0
