DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.769,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.290,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.800,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,1.360,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.275,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1984,3.159,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1984,2617,1.940,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.881,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,4.703,0.00,0.00,0.01,0.0,0
2688,2432,255,5768,3459,4512,3.464,0.00,0.00,0.00,0.0,1
2688,2687,256,5768,4512,5754,3.561,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.524,0.00,0.00,0.00,0.0,0
5376,2688,0,11888,5754,7132,10.407,0.02,0.00,0.01,0.02,0
5376,4800,576,11888,7132,9027,6.461,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11746,7.388,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.620,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14383,14.098,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14383,18415,13.445,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,12.023,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.880,0.00,0.00,0.01,0.0,0
21888,10879,1079,48396,23936,29035,24.726,0.03,0.00,0.02,0.03,0
21888,19520,2368,48396,29035,39360,27.974,0.02,0.02,0.03,0.04,1
0,0,0,0,0,0,35.604,0.03,0.00,0.04,0.03,0
44288,21888,2261,98260,39360,58955,47.336,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93487,61.431,0.02,0.03,0.06,0.05,1
0,0,0,0,0,0,71.128,0.06,0.00,0.07,0.06,0
99712,44287,1017,221480,93487,132887,125.338,0.12,0.00,0.13,0.12,0
99712,88640,11071,221480,132887,210426,143.238,0.09,0.05,0.14,0.14,1
0,0,0,0,0,0,165.411,0.17,0.00,0.16,0.17,0
224448,99711,10928,498636,210426,299179,236.866,0.22,0.00,0.24,0.22,0
224448,199552,24895,498636,299179,473808,328.897,0.25,0.08,0.33,0.33,1
0,0,0,0,0,0,377.060,0.33,0.05,0.38,0.38,0
505152,224447,24797,1122376,473808,673423,549.226,0.55,0.00,0.55,0.55,0
505152,449088,56064,1122376,673423,1066419,761.838,0.69,0.03,0.76,0.72,1
0,0,0,0,0,0,716.709,0.55,0.17,0.72,0.7200000000000001,0
1093440,505152,55947,2429780,1066419,1457867,1130.816,1.12,0.02,1.13,1.1400000000000001,0
1093440,971968,121471,2429780,1457867,2308330,1716.259,1.47,0.25,1.72,1.72,1
0,0,0,0,0,0,1667.798,1.36,0.31,1.67,1.6700000000000002,0
2460288,1093439,27251,5467136,2308330,3280279,3239.573,3.19,0.00,3.24,3.19,0
2460288,2186944,273344,5467136,3280279,5193851,3712.034,3.34,0.36,3.71,3.6999999999999997,1
0,0,0,0,0,0,3674.068,3.12,0.55,3.68,3.67,0
5283840,2460288,273245,11741888,5193851,7380867,5890.939,5.61,0.00,5.89,5.61,0
5283840,4356992,587071,11741888,7380867,11131947,22730.085,5.91,5.58,22.73,11.49,1
0,0,0,0,0,0,0.374,0.00,0.00,0.00,0.0,0
5283840,5283839,4655564,11741888,11131947,11741887,108999.855,11.81,37.89,109.00,49.7,0
5283840,5283839,5283839,11741888,11741887,11741887,129669.727,10.92,49.09,129.67,60.010000000000005,0
5283840,5283839,4890623,11741888,11741887,11741887,173184.166,13.17,69.95,173.18,83.12,0
5283840,5283839,5283839,11741888,11741887,11741887,143035.169,10.11,50.27,143.04,60.38,0
5283840,5283839,5283835,11741888,11741887,11741888,208467.826,12.14,62.23,208.47,74.37,0
5283840,5283839,5283839,11741888,11741888,11741888,146092.486,11.27,52.25,146.09,63.519999999999996,0
5283840,5283839,5283839,11741888,11741888,11741888,135407.667,10.14,46.23,135.41,56.37,0
5283840,5283839,5283839,11741888,11741888,11741888,137123.143,11.31,53.69,137.12,65.0,0
5283840,5283839,5283838,11741888,11741888,11741887,208045.556,13.03,66.27,208.05,79.3,0
5283840,5283839,5283839,11741888,11741887,11741887,153515.616,11.16,50.83,153.52,61.989999999999995,0
