DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,2.489,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.491,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,3.302,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,2.080,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.397,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.168,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.995,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.819,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.359,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,2.789,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,5.136,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,5.423,0.00,0.00,0.01,0.0,0
5376,2687,0,11888,5755,7132,13.080,0.02,0.00,0.01,0.02,0
5376,4800,575,11888,7132,9027,5.246,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,5.751,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,5.639,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,13.868,0.02,0.00,0.01,0.02,0
10880,9728,1151,23976,14384,18415,12.085,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,11.331,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.372,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,25.596,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29036,39355,28.665,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.984,0.02,0.02,0.04,0.04,0
44288,21887,2256,98260,39355,58955,46.663,0.05,0.00,0.05,0.05,0
44288,39424,4863,98260,58955,93487,61.207,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,70.408,0.05,0.02,0.07,0.07,0
99840,44287,891,221688,93487,133011,130.883,0.12,0.00,0.13,0.12,0
99840,88768,11071,221688,133011,210680,147.213,0.12,0.03,0.15,0.15,1
0,0,0,0,0,0,165.172,0.16,0.00,0.17,0.16,0
224704,99839,10906,499300,210680,299580,250.691,0.22,0.00,0.25,0.22,0
224704,199744,24959,499300,299580,474334,336.701,0.30,0.03,0.34,0.32999999999999996,1
0,0,0,0,0,0,391.877,0.30,0.05,0.39,0.35,0
505728,224703,24793,1123688,474334,674212,539.940,0.55,0.00,0.54,0.55,0
505728,449600,56127,1123688,674212,1067654,747.504,0.64,0.08,0.75,0.72,1
0,0,0,0,0,0,706.391,0.56,0.11,0.71,0.67,0
1098432,505727,56062,2440928,1067654,1464556,1126.942,1.12,0.02,1.13,1.1400000000000001,0
1098432,976384,122047,2440928,1464556,2318861,1689.211,1.38,0.27,1.69,1.65,1
0,0,0,0,0,0,1737.797,1.50,0.20,1.74,1.7,0
1413120,1098431,182766,3140288,2318861,3140287,3381.104,3.38,0.00,3.38,3.38,0
1413120,1413119,1413094,3140288,3140287,3140287,3783.071,3.75,0.00,3.78,3.75,0
1413120,1413119,1413119,3140288,3140287,3140287,3557.220,3.53,0.00,3.56,3.53,0
1413120,1413119,1413115,3140288,3140287,3140287,4543.025,4.48,0.00,4.54,4.48,0
1413120,1413119,1413119,3140288,3140287,3140287,3525.045,3.45,0.00,3.53,3.45,0
1413120,1413119,1413119,3140288,3140287,3140287,3529.428,3.50,0.02,3.53,3.52,0
1413120,1413119,1413119,3140288,3140288,3140288,3524.877,3.52,0.00,3.52,3.52,0
1413120,1413119,1413118,3140288,3140288,3140287,4425.361,4.41,0.00,4.43,4.41,0
1413120,1413119,1413117,3140288,3140287,3140287,4492.094,4.45,0.00,4.49,4.45,0
