DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.918,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.379,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,2.295,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,1.487,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.617,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1983,2.958,0.00,0.00,0.00,0.0,0
1536,1408,128,3308,1983,2617,2.203,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.869,0.00,0.00,0.00,0.0,0
2688,1536,0,5768,2617,3460,4.969,0.00,0.00,0.00,0.0,0
2688,2432,256,5768,3460,4512,3.332,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,4.205,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.453,0.02,0.00,0.00,0.02,0
5376,2687,0,11888,5755,7132,9.457,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,5.348,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11746,6.245,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.702,0.00,0.00,0.01,0.0,0
10880,5376,403,23976,11746,14383,14.476,0.02,0.00,0.02,0.02,0
10880,9728,1151,23976,14383,18403,12.218,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18403,23925,12.348,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.427,0.00,0.00,0.01,0.0,0
21888,10879,1068,48396,23925,29035,26.014,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29035,40992,31.147,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,35.012,0.03,0.00,0.04,0.03,0
45440,21887,2359,100820,40992,60491,46.479,0.05,0.00,0.05,0.05,0
45440,40448,4991,100820,60491,95921,62.295,0.03,0.03,0.06,0.06,1
0,0,0,0,0,0,72.547,0.03,0.02,0.07,0.05,0
102400,45439,1079,227348,95921,136407,134.332,0.12,0.00,0.13,0.12,0
102400,91072,11327,227348,136407,216124,149.228,0.09,0.05,0.15,0.14,1
0,0,0,0,0,0,174.855,0.16,0.00,0.17,0.16,0
230592,102399,11142,512256,216124,307352,252.321,0.25,0.00,0.25,0.25,0
230592,204992,25599,512256,307352,486715,337.588,0.28,0.03,0.34,0.31000000000000005,1
0,0,0,0,0,0,426.289,0.39,0.02,0.43,0.41000000000000003,0
307200,230591,34589,682688,486715,682687,597.096,0.61,0.00,0.60,0.61,0
307200,307199,307175,682688,682687,682687,854.683,0.83,0.00,0.86,0.83,0
307200,307199,278527,682688,682687,682687,945.905,0.92,0.00,0.95,0.92,0
307200,307199,307199,682688,682687,682687,773.860,0.78,0.00,0.77,0.78,0
307200,307199,307195,682688,682687,682687,975.396,0.95,0.00,0.98,0.95,0
307200,307199,307199,682688,682687,682687,842.173,0.84,0.00,0.84,0.84,0
307200,307199,307199,682688,682687,682687,812.043,0.78,0.00,0.81,0.78,0
307200,307199,307199,682688,682687,682687,865.778,0.83,0.00,0.87,0.83,0
307200,307199,307198,682688,682687,682687,1141.388,1.12,0.00,1.14,1.12,0
307200,307199,307199,682688,682687,682687,843.498,0.80,0.00,0.84,0.8,0
