DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,439,1.663,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.299,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,439,959,2.163,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1375,1.705,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.379,0.00,0.00,0.00,0.0,0
1536,1152,35,3308,1375,1983,3.410,0.00,0.00,0.00,0.0,0
1536,1407,127,3308,1983,2617,1.681,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.271,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3460,4.092,0.00,0.00,0.00,0.0,0
2688,2431,256,5768,3460,4512,2.883,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.230,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,3.876,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,9.964,0.00,0.00,0.01,0.0,0
5376,4800,575,11888,7132,9027,5.552,0.00,0.00,0.01,0.0,1
5376,5375,576,11888,9027,11746,7.070,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.217,0.00,0.00,0.01,0.0,0
10880,5376,387,23976,11746,14384,15.875,0.00,0.00,0.02,0.0,0
10880,9728,1151,23976,14384,18415,13.901,0.00,0.00,0.01,0.0,1
10880,10879,1151,23976,18415,23936,13.597,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,11.941,0.00,0.00,0.01,0.0,0
21888,10879,1080,48396,23936,29036,25.290,0.03,0.00,0.03,0.03,0
21888,19520,2367,48396,29036,39359,27.234,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,36.269,0.03,0.00,0.04,0.03,0
44288,21887,2259,98260,39359,58956,46.233,0.06,0.00,0.05,0.06,0
44288,39424,4863,98260,58956,93487,61.207,0.03,0.02,0.06,0.05,1
0,0,0,0,0,0,71.216,0.06,0.00,0.07,0.06,0
99712,44287,1016,221480,93487,132887,126.890,0.14,0.00,0.13,0.14,0
99712,88640,11072,221480,132887,210426,173.558,0.11,0.03,0.17,0.14,1
0,0,0,0,0,0,176.974,0.14,0.03,0.18,0.17,0
224448,99712,10928,498636,210426,299179,259.298,0.27,0.00,0.26,0.27,0
224448,199552,24895,498636,299179,473808,348.861,0.30,0.05,0.35,0.35,1
0,0,0,0,0,0,422.620,0.34,0.03,0.42,0.37,0
505152,224447,24796,1122376,473808,673423,556.127,0.48,0.00,0.56,0.48,0
505152,449088,56063,1122376,673423,1066419,767.949,0.62,0.12,0.77,0.74,1
0,0,0,0,0,0,725.733,0.69,0.05,0.72,0.74,0
1097216,505151,55947,2438100,1066419,1462859,1147.048,1.12,0.00,1.15,1.12,0
1097216,975360,121855,2438100,1462859,2316331,1736.628,1.52,0.20,1.74,1.72,1
0,0,0,0,0,0,1682.378,1.41,0.28,1.68,1.69,0
2468800,1097215,27638,5486120,2316331,3291671,3325.582,3.28,0.00,3.33,3.28,0
2468800,2194496,274303,5486120,3291671,5211831,3891.011,3.06,0.80,3.89,3.8600000000000003,1
0,0,0,0,0,0,4127.103,3.14,0.69,4.13,3.83,0
4055040,2468799,274225,9011200,5211831,7406379,6852.257,6.42,0.00,6.85,6.42,0
0,0,0,0,0,0,0.121,0.00,0.00,0.00,0.0,0
4055040,3604480,1999631,9011200,7406379,9011199,10107.998,9.67,0.34,10.11,10.01,0
4055040,4055039,4055030,9011200,9011199,9011199,11654.626,9.59,0.89,11.65,10.48,0
4055040,4055039,3661823,9011200,9011199,9011199,12094.694,11.98,0.03,12.10,12.01,0
4055040,4055039,4055039,9011200,9011199,9011199,9890.749,9.84,0.00,9.89,9.84,0
4055040,4055039,4055035,9011200,9011199,9011199,12565.391,12.50,0.00,12.57,12.5,0
4055040,4055039,4055039,9011200,9011199,9011199,9924.371,9.89,0.00,9.92,9.89,0
4055040,4055039,4055039,9011200,9011199,9011199,9901.358,9.89,0.00,9.90,9.89,0
4055040,4055039,4055039,9011200,9011200,9011200,9893.453,9.84,0.00,9.89,9.84,0
4055040,4055039,4055038,9011200,9011200,9011199,12542.200,12.52,0.00,12.54,12.52,0
4055040,4055039,4055038,9011200,9011199,9011199,9890.286,9.81,0.00,9.89,9.81,0
