DefNew (allocated space)(KB),DefNew (Before GC)(KB),DefNew (After GC)(KB),Tenured (allocated space)(KB),Tenured (Before GC)(KB),Tenured (After GC)(KB),GC Pause Time(ms),User(s),Sys(s),Real Time(s),CPU Time(s),"GC/FULL-GC(1->GC,0->FULL-GC)"
1152,1023,127,768,0,440,1.513,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.234,0.00,0.00,0.00,0.0,0
1152,1151,40,1600,440,959,1.983,0.00,0.00,0.00,0.0,0
1152,1024,128,1600,959,1374,1.420,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.375,0.00,0.00,0.00,0.0,0
1536,1152,34,3308,1374,1983,2.862,0.00,0.00,0.00,0.0,0
1536,1408,127,3308,1983,2617,1.806,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,1.748,0.00,0.00,0.00,0.0,0
2688,1535,0,5768,2617,3459,4.430,0.00,0.00,0.01,0.0,0
2688,2432,256,5768,3459,4512,2.601,0.00,0.00,0.00,0.0,1
2688,2688,255,5768,4512,5755,3.050,0.00,0.00,0.00,0.0,1
0,0,0,0,0,0,2.872,0.00,0.00,0.00,0.0,0
5376,2687,0,11888,5755,7132,8.707,0.00,0.00,0.01,0.0,0
5376,4800,576,11888,7132,9027,5.642,0.00,0.00,0.01,0.0,1
5376,5376,576,11888,9027,11746,6.889,0.00,0.00,0.01,0.0,1
0,0,0,0,0,0,6.913,0.00,0.00,0.01,0.0,0
10880,5376,386,23976,11746,14384,13.812,0.02,0.00,0.01,0.02,0
10880,9728,1152,23976,14384,18415,13.065,0.00,0.00,0.01,0.0,1
10880,10880,1151,23976,18415,23936,12.785,0.02,0.00,0.01,0.02,1
0,0,0,0,0,0,11.223,0.00,0.02,0.01,0.02,0
21888,10879,1080,48396,23936,29035,25.534,0.02,0.00,0.02,0.02,0
21888,19520,2367,48396,29035,41016,30.952,0.02,0.00,0.03,0.02,1
0,0,0,0,0,0,34.667,0.02,0.02,0.03,0.04,0
45568,21887,2189,101140,41016,60683,45.810,0.05,0.00,0.05,0.05,0
45568,40512,5055,101140,60683,96114,61.669,0.05,0.00,0.06,0.05,1
0,0,0,0,0,0,72.228,0.05,0.00,0.07,0.05,0
102592,45567,1083,227880,96114,136728,136.094,0.14,0.00,0.14,0.14,0
102592,91200,11391,227880,136728,216508,152.206,0.12,0.00,0.15,0.12,1
0,0,0,0,0,0,180.137,0.14,0.03,0.18,0.17,0
215040,102591,11380,477888,216508,307692,270.601,0.17,0.00,0.27,0.17,0
215040,191168,23871,477888,307692,474960,325.618,0.31,0.02,0.33,0.33,1
0,0,0,0,0,0,0.096,0.00,0.00,0.00,0.0,0
215040,215039,212079,477888,474960,477887,612.188,0.58,0.02,0.61,0.6,0
215040,215039,215039,477888,477887,477887,596.262,0.58,0.00,0.60,0.58,0
215040,215039,202751,477888,477887,477887,686.638,0.66,0.00,0.69,0.66,0
215040,215039,215036,477888,477887,477887,550.259,0.52,0.02,0.55,0.54,0
215040,215039,215039,477888,477887,477887,546.165,0.52,0.00,0.55,0.52,0
215040,215039,215039,477888,477887,477887,545.219,0.53,0.00,0.55,0.53,0
215040,215039,215035,477888,477887,477887,684.210,0.67,0.00,0.68,0.67,0
215040,215039,215039,477888,477887,477887,546.770,0.53,0.00,0.55,0.53,0
215040,215039,215039,477888,477887,477887,551.000,0.50,0.00,0.55,0.5,0
215040,215039,215039,477888,477887,477887,539.154,0.55,0.00,0.54,0.55,0
215040,215039,215038,477888,477887,477887,687.899,0.67,0.00,0.69,0.67,0
215040,215039,215038,477888,477887,477887,543.753,0.52,0.00,0.54,0.52,0
